SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t		N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio		s_llegada	s_salida	s_evento
0.0000			0		0.7355		3.0723		-------		-------			3.0723		-------		Llegada
3.0723			1		0.4090		8.9410		0.3422		5.3614			12.0132		8.4337		Salida
8.4337			0		-------		-------		-------		-------			12.0132		-------		Llegada
12.0132			1		0.4806		7.3265		0.5181		3.2884			19.3397		15.3016		Salida
15.3016			0		-------		-------		-------		-------			19.3397		-------		Llegada
19.3397			1		0.9961		0.0387		0.6405		2.2274			19.3784		21.5672		Llegada
19.3784			2		0.1367		19.9019		0.4906		3.5607			39.2804		21.5672		Salida
21.5672			1		-------		-------		-------		-------			39.2804		22.9391		Salida
22.9391			0		-------		-------		-------		-------			39.2804		-------		Llegada
39.2804			1		0.2112		15.5506		0.9324		0.3502			54.8310		39.6305		Salida
39.6305			0		-------		-------		-------		-------			54.8310		-------		Llegada
54.8310			1		0.0441		31.2092		0.4585		3.8988			86.0402		58.7298		Salida
58.7298			0		-------		-------		-------		-------			86.0402		-------		Llegada
86.0402			1		0.8530		1.5897		0.1956		8.1596			87.6298		94.1998		Llegada
87.6298			2		0.4474		8.0421		0.1910		8.2787			95.6719		94.1998		Salida
94.1998			1		-------		-------		-------		-------			95.6719		95.9085		Llegada
95.6719			2		0.9121		0.9199		0.2547		6.8374			96.5918		95.9085		Salida
95.9085			1		-------		-------		-------		-------			96.5918		102.5094		Llegada
96.5918			2		0.9893		0.1079		0.8300		0.9316			96.6997		97.5234		Llegada
96.6997			3		0.7816		2.4647		0.6225		2.3697			99.1643		97.5234		Salida
97.5234			2		-------		-------		-------		-------			99.1643		99.0694		Salida
99.0694			1		-------		-------		-------		-------			99.1643		102.5094		Llegada
99.1643			2		0.7823		2.4547		0.2048		7.9276			101.6191	102.5094	Llegada
101.6191		3		0.8835		1.2386		0.7381		1.5182			102.8577	102.5094	Salida
102.5094		2		-------		-------		-------		-------			102.8577	103.1373	Llegada
102.8577		3		0.4166		8.7560		0.3027		5.9753			111.6137	103.1373	Salida
103.1373		2		-------		-------		-------		-------			111.6137	107.0920	Salida
107.0920		1		-------		-------		-------		-------			111.6137	108.8329	Salida
108.8329		0		-------		-------		-------		-------			111.6137	-------		Llegada
111.6137		1		0.1140		21.7136		0.2788		6.3868			133.3273	118.0004	Salida
118.0004		0		-------		-------		-------		-------			133.3273	-------		Llegada
133.3273		1		0.0382		32.6561		0.5230		3.2409			165.9835	136.5682	Salida
136.5682		0		-------		-------		-------		-------			165.9835	-------		Llegada
165.9835		1		0.6210		4.7643		0.5188		3.2811			170.7477	169.2646	Salida
169.2646		0		-------		-------		-------		-------			170.7477	-------		Llegada
170.7477		1		0.0411		31.9291		0.6171		2.4133			202.6768	173.1611	Salida
173.1611		0		-------		-------		-------		-------			202.6768	-------		Llegada
202.6768		1		0.1593		18.3684		0.1777		8.6377			221.0452	211.3145	Salida
211.3145		0		-------		-------		-------		-------			221.0452	-------		Llegada
221.0452		1		0.1077		22.2812		0.3705		4.9646			243.3265	226.0098	Salida
226.0098		0		-------		-------		-------		-------			243.3265	-------		Llegada
243.3265		1		0.1101		22.0650		0.1518		9.4244			265.3914	252.7509	Salida
252.7509		0		-------		-------		-------		-------			265.3914	-------		Llegada
265.3914		1		0.8290		1.8752		0.9631		0.1879			267.2667	265.5794	Salida
265.5794		0		-------		-------		-------		-------			267.2667	-------		Llegada
267.2667		1		0.3474		10.5728		0.2765		6.4286			277.8395	273.6953	Salida
273.6953		0		-------		-------		-------		-------			277.8395	-------		Llegada
277.8395		1		0.1541		18.7039		0.2595		6.7447			296.5434	284.5841	Salida
284.5841		0		-------		-------		-------		-------			296.5434	-------		Llegada
296.5434		1		0.5312		6.3262		0.1433		9.7128			302.8696	306.2562	Llegada
302.8696		2		0.0895		24.1316		0.3128		5.8117			327.0011	306.2562	Salida
306.2562		1		-------		-------		-------		-------			327.0011	308.6812	Salida
308.6812		0		-------		-------		-------		-------			327.0011	-------		Llegada
327.0011		1		0.7659		2.6674		0.8719		0.6856			329.6685	327.6867	Salida
327.6867		0		-------		-------		-------		-------			329.6685	-------		Llegada
329.6685		1		0.5176		6.5856		0.6494		2.1587			336.2541	331.8272	Salida
331.8272		0		-------		-------		-------		-------			336.2541	-------		Llegada
336.2541		1		0.6100		4.9431		0.9342		0.3403			341.1972	336.5944	Salida
336.5944		0		-------		-------		-------		-------			341.1972	-------		Llegada
341.1972		1		0.9521		0.4912		0.7240		1.6147			341.6884	342.8119	Llegada
341.6884		2		0.2130		15.4655		0.9902		0.0490			357.1539	341.7374	Salida
341.7374		1		-------		-------		-------		-------			357.1539	342.8119	Salida
342.8119		0		-------		-------		-------		-------			357.1539	-------		Llegada
357.1539		1		0.2470		13.9831		0.8340		0.9077			371.1370	358.0617	Salida
358.0617		0		-------		-------		-------		-------			371.1370	-------		Llegada
371.1370		1		0.5090		6.7522		0.2881		6.2228			377.8892	377.3598	Salida
377.3598		0		-------		-------		-------		-------			377.8892	-------		Llegada
377.8892		1		0.4511		7.9604		0.6684		2.0146			385.8495	379.9038	Salida
379.9038		0		-------		-------		-------		-------			385.8495	-------		Llegada
385.8495		1		0.4658		7.6403		0.5588		2.9094			393.4898	388.7590	Salida
388.7590		0		-------		-------		-------		-------			393.4898	-------		Llegada
393.4898		1		0.0389		32.4772		0.5759		2.7593			425.9670	396.2491	Salida
396.2491		0		-------		-------		-------		-------			425.9670	-------		Llegada
425.9670		1		0.7107		3.4152		0.8679		0.7085			429.3822	426.6756	Salida
426.6756		0		-------		-------		-------		-------			429.3822	-------		Llegada
429.3822		1		0.5390		6.1807		0.0581		14.2287			435.5629	443.6109	Llegada
435.5629		2		0.1443		19.3569		0.6930		1.8333			454.9197	437.3962	Salida
437.3962		1		-------		-------		-------		-------			454.9197	443.6109	Salida
443.6109		0		-------		-------		-------		-------			454.9197	-------		Llegada
454.9197		1		0.3176		11.4694		0.6755		1.9613			466.3891	456.8811	Salida
456.8811		0		-------		-------		-------		-------			466.3891	-------		Llegada
466.3891		1		0.8364		1.7867		0.4071		4.4930			468.1758	470.8821	Llegada
468.1758		2		0.9883		0.1179		0.6023		2.5354			468.2937	470.7111	Llegada
468.2937		3		0.2790		12.7652		0.5059		3.4073			481.0589	470.7111	Salida
470.7111		2		-------		-------		-------		-------			481.0589	470.8821	Salida
470.8821		1		-------		-------		-------		-------			481.0589	471.7010	Salida
471.7010		0		-------		-------		-------		-------			481.0589	-------		Llegada
481.0589		1		0.2516		13.7978		0.8890		0.5883			494.8567	481.6472	Salida
481.6472		0		-------		-------		-------		-------			494.8567	-------		Llegada
494.8567		1		0.4401		8.2080		0.2037		7.9556			503.0647	502.8123	Salida
502.8123		0		-------		-------		-------		-------			503.0647	-------		Llegada
503.0647		1		0.6130		4.8936		0.6531		2.1304			507.9583	505.1951	Salida
505.1951		0		-------		-------		-------		-------			507.9583	-------		Llegada
507.9583		1		0.1939		16.4022		0.8600		0.7539			524.3605	508.7122	Salida
508.7122		0		-------		-------		-------		-------			524.3605	-------		Llegada
524.3605		1		0.4870		7.1941		0.7030		1.7621			531.5546	526.1226	Salida
526.1226		0		-------		-------		-------		-------			531.5546	-------		Llegada
531.5546		1		0.1481		19.0988		0.9382		0.3192			550.6534	531.8738	Salida
531.8738		0		-------		-------		-------		-------			550.6534	-------		Llegada
550.6534		1		0.3713		9.9061		0.6139		2.4397			560.5595	553.0931	Salida
553.0931		0		-------		-------		-------		-------			560.5595	-------		Llegada
560.5595		1		0.4970		6.9917		0.4102		4.4554			567.5512	565.0149	Salida
565.0149		0		-------		-------		-------		-------			567.5512	-------		Llegada
567.5512		1		0.1898		16.6200		0.2077		7.8586			584.1712	575.4097	Salida
575.4097		0		-------		-------		-------		-------			584.1712	-------		Llegada
584.1712		1		0.2781		12.7983		0.7287		1.5822			596.9694	585.7533	Salida
585.7533		0		-------		-------		-------		-------			596.9694	-------		Llegada
596.9694		1		0.2658		13.2509		0.4224		4.3089			610.2203	601.2783	Salida
601.2783		0		-------		-------		-------		-------			610.2203	-------		Llegada
610.2203		1		0.4218		8.6324		0.5834		2.6945			618.8527	612.9148	Salida
612.9148		0		-------		-------		-------		-------			618.8527	-------		Llegada
618.8527		1		0.0979		23.2346		0.2582		6.7706			642.0874	625.6233	Salida
625.6233		0		-------		-------		-------		-------			642.0874	-------		Llegada
642.0874		1		0.9905		0.0952		0.0862		12.2547			642.1825	654.3421	Llegada
642.1825		2		0.8604		1.5032		0.2695		6.5553			643.6857	648.7378	Llegada
643.6857		3		0.5921		5.2410		0.1121		10.9433			648.9267	648.7378	Salida
648.7378		2		-------		-------		-------		-------			648.9267	654.3421	Llegada
648.9267		3		0.1585		18.4177		0.0322		17.1841			667.3444	654.3421	Salida
654.3421		2		-------		-------		-------		-------			667.3444	654.6290	Salida
654.6290		1		-------		-------		-------		-------			667.3444	666.1109	Salida
666.1109		0		-------		-------		-------		-------			667.3444	-------		Llegada
667.3444		1		0.3158		11.5275		0.7716		1.2967			678.8720	668.6412	Salida
668.6412		0		-------		-------		-------		-------			678.8720	-------		Llegada
678.8720		1		0.6852		3.7800		0.5097		3.3696			682.6520	682.2416	Salida
682.2416		0		-------		-------		-------		-------			682.6520	-------		Llegada
682.6520		1		0.6316		4.5952		0.1723		8.7935			687.2472	691.4455	Llegada
687.2472		2		0.2127		15.4794		0.7797		1.2443			702.7266	688.4915	Salida
688.4915		1		-------		-------		-------		-------			702.7266	691.4455	Salida
691.4455		0		-------		-------		-------		-------			702.7266	-------		Llegada
702.7266		1		0.1104		22.0344		0.5840		2.6890			724.7610	705.4156	Salida
705.4156		0		-------		-------		-------		-------			724.7610	-------		Llegada
724.7610		1		0.3936		9.3249		0.6074		2.4927			734.0859	727.2536	Salida
727.2536		0		-------		-------		-------		-------			734.0859	-------		Llegada
734.0859		1		0.9942		0.0577		0.5833		2.6950			734.1436	736.7809	Llegada
734.1436		2		0.8151		2.0443		0.2723		6.5037			736.1879	736.7809	Llegada
736.1879		3		0.3121		11.6451		0.0809		12.5733			747.8331	736.7809	Salida
736.7809		2		-------		-------		-------		-------			747.8331	740.6473	Salida
740.6473		1		-------		-------		-------		-------			747.8331	748.7612	Llegada
747.8331		2		0.6947		3.6421		0.7339		1.5471			751.4752	748.7612	Salida
748.7612		1		-------		-------		-------		-------			751.4752	749.3802	Salida
749.3802		0		-------		-------		-------		-------			751.4752	-------		Llegada
751.4752		1		0.6643		4.0905		0.7927		1.1617			755.5657	752.6369	Salida
752.6369		0		-------		-------		-------		-------			755.5657	-------		Llegada
755.5657		1		0.9920		0.0799		0.6548		2.1171			755.6456	757.6828	Llegada
755.6456		2		0.8789		1.2910		0.8525		0.7981			756.9366	756.4437	Salida
756.4437		1		-------		-------		-------		-------			756.9366	757.6828	Llegada
756.9366		2		0.9243		0.7867		0.4710		3.7648			757.7233	757.6828	Salida
757.6828		1		-------		-------		-------		-------			757.7233	760.7013	Llegada
757.7233		2		0.9645		0.3610		0.0829		12.4517			758.0843	760.7013	Llegada
758.0843		3		0.5031		6.8689		0.2803		6.3593			764.9531	760.7013	Salida
760.7013		2		-------		-------		-------		-------			764.9531	764.4436	Salida
764.4436		1		-------		-------		-------		-------			764.9531	770.1750	Llegada
764.9531		2		0.8544		1.5731		0.1884		8.3468			766.5263	770.1750	Llegada
766.5263		3		0.7900		2.3571		0.4860		3.6075			768.8833	770.1338	Llegada
768.8833		4		0.3606		10.1988		0.0027		29.5764			779.0822	770.1338	Salida
770.1338		3		-------		-------		-------		-------			779.0822	770.1750	Salida
770.1750		2		-------		-------		-------		-------			779.0822	773.2999	Salida
773.2999		1		-------		-------		-------		-------			779.0822	798.4598	Llegada
779.0822		2		0.2657		13.2536		0.4711		3.7638			792.3358	782.8460	Salida
782.8460		1		-------		-------		-------		-------			792.3358	798.4598	Llegada
792.3358		2		0.5867		5.3319		0.6593		2.0831			797.6676	794.4188	Salida
794.4188		1		-------		-------		-------		-------			797.6676	798.4598	Llegada
797.6676		2		0.0785		25.4489		0.5810		2.7152			823.1165	798.4598	Salida
798.4598		1		-------		-------		-------		-------			823.1165	800.3828	Salida
800.3828		0		-------		-------		-------		-------			823.1165	-------		Llegada
823.1165		1		0.2426		14.1631		0.8936		0.5625			837.2796	823.6790	Salida
823.6790		0		-------		-------		-------		-------			837.2796	-------		Llegada
837.2796		1		0.8533		1.5863		0.5547		2.9468			838.8659	840.2264	Llegada
838.8659		2		0.9745		0.2585		0.5481		3.0069			839.1243	840.2264	Llegada
839.1243		3		0.2885		12.4289		0.6388		2.2411			851.5532	840.2264	Salida
840.2264		2		-------		-------		-------		-------			851.5532	841.3654	Salida
841.3654		1		-------		-------		-------		-------			851.5532	841.8728	Salida
841.8728		0		-------		-------		-------		-------			851.5532	-------		Llegada
851.5532		1		0.3407		10.7666		0.2806		6.3543			862.3199	857.9075	Salida
857.9075		0		-------		-------		-------		-------			862.3199	-------		Llegada
862.3199		1		0.2936		12.2563		0.2196		7.5793			874.5762	869.8991	Salida
869.8991		0		-------		-------		-------		-------			874.5762	-------		Llegada
874.5762		1		0.1331		20.1690		0.2179		7.6182			894.7451	882.1944	Salida
882.1944		0		-------		-------		-------		-------			894.7451	-------		Llegada
894.7451		1		0.6906		3.7020		0.0976		11.6338			898.4472	906.3790	Llegada
898.4472		2		0.3008		12.0131		0.1937		8.2063			910.4603	906.3790	Salida
906.3790		1		-------		-------		-------		-------			910.4603	906.6535	Salida
906.6535		0		-------		-------		-------		-------			910.4603	-------		Llegada
910.4603		1		0.3779		9.7307		0.1552		9.3140			920.1910	919.7743	Salida
919.7743		0		-------		-------		-------		-------			920.1910	-------		Llegada
920.1910		1		0.3821		9.6206		0.1679		8.9210			929.8116	929.1120	Salida
929.1120		0		-------		-------		-------		-------			929.8116	-------		Llegada
929.8116		1		0.6413		4.4432		0.7427		1.4870			934.2549	931.2987	Salida
931.2987		0		-------		-------		-------		-------			934.2549	-------		Llegada
934.2549		1		0.1706		17.6826		0.9070		0.4883			951.9375	934.7431	Salida
934.7431		0		-------		-------		-------		-------			951.9375	-------		Llegada
951.9375		1		0.2138		15.4270		0.7574		1.3896			967.3645	953.3270	Salida
953.3270		0		-------		-------		-------		-------			967.3645	-------		Llegada
967.3645		1		0.5662		5.6873		0.2923		6.1501			973.0518	973.5147	Llegada
973.0518		2		0.3383		10.8370		0.8089		1.0607			983.8888	973.5147	Salida
973.5147		1		-------		-------		-------		-------			983.8888	974.1125	Salida
974.1125		0		-------		-------		-------		-------			983.8888	-------		Llegada
983.8888		1		0.1859		16.8267		0.1917		8.2603			1000.7155	992.1491	Salida
992.1491		0		-------		-------		-------		-------			1000.7155	-------		Llegada
1000.7155		1		0.3635		10.1188		0.1604		9.1517			1010.8343	1009.8672	Salida
1009.8672		0		-------		-------		-------		-------			1010.8343	-------		Llegada
1010.8343		1		0.7397		3.0150		0.6521		2.1379			1013.8493	1012.9722	Salida
1012.9722		0		-------		-------		-------		-------			1013.8493	-------		Llegada
1013.8493		1		0.7991		2.2424		0.0804		12.6012			1016.0917	1026.4505	Llegada
1016.0917		2		0.9327		0.6970		0.0927		11.8922			1016.7887	1026.4505	Llegada
1016.7887		3		0.3001		12.0377		0.0657		13.6100			1028.8264	1026.4505	Salida
1026.4505		2		-------		-------		-------		-------			1028.8264	1027.9839	Salida
1027.9839		1		-------		-------		-------		-------			1028.8264	1030.3987	Llegada
1028.8264		2		0.3106		11.6921		0.9907		0.0469			1040.5185	1028.8734	Salida
1028.8734		1		-------		-------		-------		-------			1040.5185	1030.3987	Salida
1030.3987		0		-------		-------		-------		-------			1040.5185	-------		Llegada
1040.5185		1		0.1634		18.1184		0.6114		2.4599			1058.6369	1042.9784	Salida
1042.9784		0		-------		-------		-------		-------			1058.6369	-------		Llegada
1058.6369		1		0.1844		16.9071		0.5413		3.0692			1075.5440	1061.7060	Salida
1061.7060		0		-------		-------		-------		-------			1075.5440	-------		Llegada
1075.5440		1		0.7666		2.6573		0.5665		2.8415			1078.2012	1078.3854	Llegada
1078.2012		2		0.7092		3.4361		0.4079		4.4836			1081.6373	1078.3854	Salida
1078.3854		1		-------		-------		-------		-------			1081.6373	1082.6848	Llegada
1081.6373		2		0.3092		11.7366		0.8798		0.6401			1093.3739	1082.2774	Salida
1082.2774		1		-------		-------		-------		-------			1093.3739	1082.6848	Salida
1082.6848		0		-------		-------		-------		-------			1093.3739	-------		Llegada
1093.3739		1		0.3149		11.5559		0.5230		3.2405			1104.9298	1096.6144	Salida
1096.6144		0		-------		-------		-------		-------			1104.9298	-------		Llegada
1104.9298		1		0.6372		4.5068		0.8811		0.6328			1109.4365	1105.5626	Salida
1105.5626		0		-------		-------		-------		-------			1109.4365	-------		Llegada
1109.4365		1		0.8153		2.0418		0.9755		0.1238			1111.4783	1109.5603	Salida
1109.5603		0		-------		-------		-------		-------			1111.4783	-------		Llegada
1111.4783		1		0.6900		3.7111		0.0012		33.6447			1115.1894	1145.1229	Llegada
1115.1894		2		0.1672		17.8859		0.0535		14.6401			1133.0753	1129.8294	Salida
1129.8294		1		-------		-------		-------		-------			1133.0753	1145.1229	Llegada
1133.0753		2		0.1616		18.2291		0.9069		0.4886			1151.3044	1133.5639	Salida
1133.5639		1		-------		-------		-------		-------			1151.3044	1145.1229	Salida
1145.1229		0		-------		-------		-------		-------			1151.3044	-------		Llegada
1151.3044		1		0.7056		3.4873		0.9607		0.2006			1154.7916	1151.5049	Salida
1151.5049		0		-------		-------		-------		-------			1154.7916	-------		Llegada
1154.7916		1		0.9873		0.1273		0.6383		2.2450			1154.9190	1157.0367	Llegada
1154.9190		2		0.0534		29.3045		0.2874		6.2343			1184.2235	1157.0367	Salida
1157.0367		1		-------		-------		-------		-------			1184.2235	1161.1533	Salida
1161.1533		0		-------		-------		-------		-------			1184.2235	-------		Llegada
1184.2235		1		0.7040		3.5097		0.3640		5.0532			1187.7332	1189.2767	Llegada
1187.7332		2		0.2781		12.7992		0.8674		0.7115			1200.5323	1188.4447	Salida
1188.4447		1		-------		-------		-------		-------			1200.5323	1189.2767	Salida
1189.2767		0		-------		-------		-------		-------			1200.5323	-------		Llegada
1200.5323		1		0.9754		0.2491		0.4624		3.8561			1200.7814	1204.3884	Llegada
1200.7814		2		0.4086		8.9494		0.7420		1.4917			1209.7308	1202.2732	Salida
1202.2732		1		-------		-------		-------		-------			1209.7308	1204.3884	Salida
1204.3884		0		-------		-------		-------		-------			1209.7308	-------		Llegada
1209.7308		1		0.0289		35.4249		0.1178		10.6922			1245.1557	1220.4231	Salida
1220.4231		0		-------		-------		-------		-------			1245.1557	-------		Llegada
1245.1557		1		0.1500		18.9743		0.3382		5.4210			1264.1300	1250.5767	Salida
1250.5767		0		-------		-------		-------		-------			1264.1300	-------		Llegada
1264.1300		1		0.9977		0.0233		0.4648		3.8305			1264.1533	1267.9605	Llegada
1264.1533		2		0.8612		1.4942		0.6349		2.2717			1265.6475	1266.4250	Llegada
1265.6475		3		0.3459		10.6148		0.6765		1.9539			1276.2623	1266.4250	Salida
1266.4250		2		-------		-------		-------		-------			1276.2623	1267.6014	Salida
1267.6014		1		-------		-------		-------		-------			1276.2623	1267.9605	Salida
1267.9605		0		-------		-------		-------		-------			1276.2623	-------		Llegada
1276.2623		1		0.6104		4.9362		0.0359		16.6333			1281.1985	1292.8956	Llegada
1281.1985		2		0.6777		3.8901		0.7776		1.2577			1285.0887	1282.4562	Salida
1282.4562		1		-------		-------		-------		-------			1285.0887	1292.8956	Llegada
1285.0887		2		0.0894		24.1446		0.8393		0.8761			1309.2332	1285.9647	Salida
1285.9647		1		-------		-------		-------		-------			1309.2332	1292.8956	Salida
1292.8956		0		-------		-------		-------		-------			1309.2332	-------		Llegada
1309.2332		1		0.6845		3.7905		0.7950		1.1471			1313.0237	1310.3803	Salida
1310.3803		0		-------		-------		-------		-------			1313.0237	-------		Llegada
1313.0237		1		0.8000		2.2320		0.6719		1.9885			1315.2557	1315.0123	Salida
1315.0123		0		-------		-------		-------		-------			1315.2557	-------		Llegada
1315.2557		1		0.4333		8.3641		0.8533		0.7930			1323.6198	1316.0487	Salida
1316.0487		0		-------		-------		-------		-------			1323.6198	-------		Llegada
1323.6198		1		0.9593		0.4159		0.1373		9.9291			1324.0357	1333.5488	Llegada
1324.0357		2		0.2173		15.2640		0.2373		7.1916			1339.2996	1331.2273	Salida
1331.2273		1		-------		-------		-------		-------			1339.2996	1333.5488	Salida
1333.5488		0		-------		-------		-------		-------			1339.2996	-------		Llegada
1339.2996		1		0.0046		53.7565		0.1927		8.2327			1393.0561	1347.5324	Salida
1347.5324		0		-------		-------		-------		-------			1393.0561	-------		Llegada
1393.0561		1		0.6998		3.5700		0.4133		4.4184			1396.6261	1397.4745	Llegada
1396.6261		2		0.9348		0.6746		0.7287		1.5824			1397.3007	1397.4745	Llegada
1397.3007		3		0.5311		6.3281		0.0847		12.3423			1403.6288	1397.4745	Salida
1397.4745		2		-------		-------		-------		-------			1403.6288	1398.2085	Salida
1398.2085		1		-------		-------		-------		-------			1403.6288	1409.6431	Llegada
1403.6288		2		0.0669		27.0472		0.5288		3.1860			1430.6760	1406.8148	Salida
1406.8148		1		-------		-------		-------		-------			1430.6760	1409.6431	Salida
1409.6431		0		-------		-------		-------		-------			1430.6760	-------		Llegada
1430.6760		1		0.5495		5.9867		0.9281		0.3731			1436.6627	1431.0491	Salida
1431.0491		0		-------		-------		-------		-------			1436.6627	-------		Llegada
1436.6627		1		0.1636		18.1008		0.8955		0.5519			1454.7635	1437.2147	Salida
1437.2147		0		-------		-------		-------		-------			1454.7635	-------		Llegada
1454.7635		1		0.6046		5.0314		0.7741		1.2806			1459.7949	1456.0441	Salida
1456.0441		0		-------		-------		-------		-------			1459.7949	-------		Llegada
1459.7949		1		0.9314		0.7107		0.2824		6.3230			1460.5056	1466.1179	Llegada
1460.5056		2		0.5517		5.9483		0.0208		19.3607			1466.4539	1466.1179	Salida
1466.1179		1		-------		-------		-------		-------			1466.4539	1479.8663	Llegada
1466.4539		2		0.1216		21.0675		0.2362		7.2161			1487.5214	1473.6699	Salida
1473.6699		1		-------		-------		-------		-------			1487.5214	1479.8663	Salida
1479.8663		0		-------		-------		-------		-------			1487.5214	-------		Llegada
1487.5214		1		0.8158		2.0357		0.9216		0.4083			1489.5570	1487.9296	Salida
1487.9296		0		-------		-------		-------		-------			1489.5570	-------		Llegada
1489.5570		1		0.9080		0.9648		0.2491		6.9499			1490.5218	1496.5069	Llegada
1490.5218		2		0.7749		2.5499		0.8673		0.7119			1493.0718	1491.2338	Salida
1491.2338		1		-------		-------		-------		-------			1493.0718	1496.5069	Llegada
1493.0718		2		0.3863		9.5101		0.9922		0.0390			1502.5819	1493.1107	Salida
1493.1107		1		-------		-------		-------		-------			1502.5819	1496.5069	Salida
1496.5069		0		-------		-------		-------		-------			1502.5819	-------		Llegada
1502.5819		1		0.1046		22.5749		0.3910		4.6955			1525.1568	1507.2774	Salida
1507.2774		0		-------		-------		-------		-------			1525.1568	-------		Llegada
1525.1568		1		0.1850		16.8765		0.8044		1.0884			1542.0332	1526.2451	Salida
1526.2451		0		-------		-------		-------		-------			1542.0332	-------		Llegada
1542.0332		1		0.8042		2.1786		0.1197		10.6132			1544.2118	1552.6464	Llegada
1544.2118		2		0.5331		6.2904		0.3353		5.4631			1550.5023	1549.6749	Salida
1549.6749		1		-------		-------		-------		-------			1550.5023	1552.6464	Llegada
1550.5023		2		0.2044		15.8753		0.6000		2.5542			1566.3776	1552.6464	Salida
1552.6464		1		-------		-------		-------		-------			1566.3776	1553.0565	Salida
1553.0565		0		-------		-------		-------		-------			1566.3776	-------		Llegada
1566.3776		1		0.8641		1.4606		0.7540		1.4120			1567.8382	1567.7896	Salida
1567.7896		0		-------		-------		-------		-------			1567.8382	-------		Llegada
1567.8382		1		0.5281		6.3849		0.0277		17.9227			1574.2231	1585.7609	Llegada
1574.2231		2		0.6495		4.3162		0.1327		10.0977			1578.5393	1584.3208	Llegada
1578.5393		3		0.8018		2.2089		0.5809		2.7163			1580.7482	1581.2556	Llegada
1580.7482		4		0.4151		8.7931		0.3535		5.1999			1589.5413	1581.2556	Salida
1581.2556		3		-------		-------		-------		-------			1589.5413	1584.3208	Salida
1584.3208		2		-------		-------		-------		-------			1589.5413	1585.7609	Salida
1585.7609		1		-------		-------		-------		-------			1589.5413	1585.9482	Salida
1585.9482		0		-------		-------		-------		-------			1589.5413	-------		Llegada
1589.5413		1		0.6017		5.0805		0.5367		3.1116			1594.6218	1592.6529	Salida
1592.6529		0		-------		-------		-------		-------			1594.6218	-------		Llegada
1594.6218		1		0.5896		5.2827		0.4175		4.3675			1599.9045	1598.9894	Salida
1598.9894		0		-------		-------		-------		-------			1599.9045	-------		Llegada
1599.9045		1		0.4583		7.8024		0.4977		3.4893			1607.7069	1603.3938	Salida
1603.3938		0		-------		-------		-------		-------			1607.7069	-------		Llegada
1607.7069		1		0.6666		4.0562		0.2332		7.2789			1611.7631	1614.9859	Llegada
1611.7631		2		0.3649		10.0802		0.0529		14.6954			1621.8433	1614.9859	Salida
1614.9859		1		-------		-------		-------		-------			1621.8433	1626.4586	Llegada
1621.8433		2		0.2255		14.8963		0.4696		3.7799			1636.7396	1625.6232	Salida
1625.6232		1		-------		-------		-------		-------			1636.7396	1626.4586	Salida
1626.4586		0		-------		-------		-------		-------			1636.7396	-------		Llegada
1636.7396		1		0.4439		8.1218		0.4104		4.4530			1644.8614	1641.1926	Salida
1641.1926		0		-------		-------		-------		-------			1644.8614	-------		Llegada
1644.8614		1		0.2739		12.9484		0.2481		6.9690			1657.8098	1651.8304	Salida
1651.8304		0		-------		-------		-------		-------			1657.8098	-------		Llegada
1657.8098		1		0.5301		6.3464		0.8070		1.0719			1664.1562	1658.8817	Salida
1658.8817		0		-------		-------		-------		-------			1664.1562	-------		Llegada
1664.1562		1		0.5835		5.3877		0.7346		1.5425			1669.5439	1665.6987	Salida
1665.6987		0		-------		-------		-------		-------			1669.5439	-------		Llegada
1669.5439		1		0.4070		8.9886		0.4476		4.0196			1678.5326	1673.5635	Salida
1673.5635		0		-------		-------		-------		-------			1678.5326	-------		Llegada
1678.5326		1		0.4885		7.1636		0.9351		0.3354			1685.6962	1678.8680	Salida
1678.8680		0		-------		-------		-------		-------			1685.6962	-------		Llegada
1685.6962		1		0.4753		7.4376		0.1380		9.9032			1693.1338	1695.5994	Llegada
1693.1338		2		0.0678		26.9064		0.2771		6.4165			1720.0403	1695.5994	Salida
1695.5994		1		-------		-------		-------		-------			1720.0403	1699.5503	Salida
1699.5503		0		-------		-------		-------		-------			1720.0403	-------		Llegada
1720.0403		1		0.7188		3.3012		0.4829		3.6397			1723.3415	1723.6799	Llegada
1723.3415		2		0.6306		4.6111		0.3205		5.6893			1727.9526	1723.6799	Salida
1723.6799		1		-------		-------		-------		-------			1727.9526	1729.0308	Llegada
1727.9526		2		0.0196		39.3178		0.2202		7.5659			1767.2704	1729.0308	Salida
1729.0308		1		-------		-------		-------		-------			1767.2704	1735.5185	Salida
1735.5185		0		-------		-------		-------		-------			1767.2704	-------		Llegada
1767.2704		1		0.7380		3.0383		0.4779		3.6917			1770.3087	1770.9621	Llegada
1770.3087		2		0.7179		3.3148		0.4046		4.5249			1773.6234	1770.9621	Salida
1770.9621		1		-------		-------		-------		-------			1773.6234	1774.8335	Llegada
1773.6234		2		0.7111		3.4092		0.0828		12.4565			1777.0326	1774.8335	Salida
1774.8335		1		-------		-------		-------		-------			1777.0326	1786.0799	Llegada
1777.0326		2		0.4575		7.8205		0.9366		0.3276			1784.8531	1777.3602	Salida
1777.3602		1		-------		-------		-------		-------			1784.8531	1786.0799	Llegada
