SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t		N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio		s_llegada	s_salida	s_evento
400.9000		1		0.3474		15.8592		0.2765		16.7143			416.7592	417.6143	Llegada
416.7592		2		0.1541		28.0559		0.2595		17.5361			444.8150	417.6143	Salida
417.6143		1		-------		-------		-------		-------			444.8150	434.2953	Salida
434.2953		0		-------		-------		-------		-------			444.8150	-------		Llegada
444.8150		1		0.5312		9.4893		0.1433		25.2534			454.3043	470.0684	Llegada
454.3043		2		0.0895		36.1973		0.3128		15.1103			490.5017	469.4147	Salida
469.4147		1		-------		-------		-------		-------			490.5017	470.0684	Salida
470.0684		0		-------		-------		-------		-------			490.5017	-------		Llegada
490.5017		1		0.7659		4.0011		0.8719		1.7826			494.5028	492.2843	Salida
492.2843		0		-------		-------		-------		-------			494.5028	-------		Llegada
494.5028		1		0.5176		9.8784		0.6494		5.6127			504.3812	500.1154	Salida
500.1154		0		-------		-------		-------		-------			504.3812	-------		Llegada
504.3812		1		0.6100		7.4146		0.9342		0.8847			511.7958	505.2659	Salida
505.2659		0		-------		-------		-------		-------			511.7958	-------		Llegada
511.7958		1		0.9521		0.7368		0.7240		4.1982			512.5326	515.9940	Llegada
512.5326		2		0.2130		23.1983		0.9902		0.1275			535.7309	512.6601	Salida
512.6601		1		-------		-------		-------		-------			535.7309	515.9940	Salida
515.9940		0		-------		-------		-------		-------			535.7309	-------		Llegada
535.7309		1		0.2470		20.9746		0.8340		2.3601			556.7055	538.0910	Salida
538.0910		0		-------		-------		-------		-------			556.7055	-------		Llegada
556.7055		1		0.5090		10.1283		0.2881		16.1793			566.8338	572.8848	Llegada
566.8338		2		0.4511		11.9405		0.6684		5.2379			578.7743	572.0717	Salida
572.0717		1		-------		-------		-------		-------			578.7743	572.8848	Salida
572.8848		0		-------		-------		-------		-------			578.7743	-------		Llegada
578.7743		1		0.4658		11.4604		0.5588		7.5645			590.2347	586.3388	Salida
586.3388		0		-------		-------		-------		-------			590.2347	-------		Llegada
590.2347		1		0.0389		48.7159		0.5759		7.1743			638.9506	597.4090	Salida
597.4090		0		-------		-------		-------		-------			638.9506	-------		Llegada
638.9506		1		0.7107		5.1228		0.8679		1.8422			644.0733	640.7928	Salida
640.7928		0		-------		-------		-------		-------			644.0733	-------		Llegada
644.0733		1		0.5390		9.2710		0.0581		36.9947			653.3443	681.0680	Llegada
653.3443		2		0.1443		29.0353		0.6930		4.7665			682.3796	658.1109	Salida
658.1109		1		-------		-------		-------		-------			682.3796	681.0680	Salida
681.0680		0		-------		-------		-------		-------			682.3796	-------		Llegada
682.3796		1		0.3176		17.2040		0.6755		5.0995			699.5837	687.4791	Salida
687.4791		0		-------		-------		-------		-------			699.5837	-------		Llegada
699.5837		1		0.8364		2.6800		0.4071		11.6817			702.2637	711.2654	Llegada
702.2637		2		0.9883		0.1769		0.6023		6.5919			702.4405	708.8556	Llegada
702.4405		3		0.2790		19.1478		0.5059		8.8591			721.5884	708.8556	Salida
708.8556		2		-------		-------		-------		-------			721.5884	711.2654	Salida
711.2654		1		-------		-------		-------		-------			721.5884	711.2996	Salida
711.2996		0		-------		-------		-------		-------			721.5884	-------		Llegada
721.5884		1		0.2516		20.6967		0.8890		1.5295			742.2851	723.1179	Salida
723.1179		0		-------		-------		-------		-------			742.2851	-------		Llegada
742.2851		1		0.4401		12.3120		0.2037		20.6845			754.5970	762.9695	Llegada
754.5970		2		0.6130		7.3404		0.6531		5.5391			761.9374	760.1361	Salida
760.1361		1		-------		-------		-------		-------			761.9374	762.9695	Llegada
761.9374		2		0.1939		24.6033		0.8600		1.9602			786.5408	762.9695	Salida
762.9695		1		-------		-------		-------		-------			786.5408	763.8977	Salida
763.8977		0		-------		-------		-------		-------			786.5408	-------		Llegada
786.5408		1		0.4870		10.7911		0.7030		4.5815			797.3319	791.1222	Salida
791.1222		0		-------		-------		-------		-------			797.3319	-------		Llegada
797.3319		1		0.1481		28.6482		0.9382		0.8299			825.9800	798.1618	Salida
798.1618		0		-------		-------		-------		-------			825.9800	-------		Llegada
825.9800		1		0.3713		14.8592		0.6139		6.3433			840.8392	832.3233	Salida
832.3233		0		-------		-------		-------		-------			840.8392	-------		Llegada
840.8392		1		0.4970		10.4875		0.4102		11.5841			851.3268	852.4233	Llegada
851.3268		2		0.1898		24.9300		0.2077		20.4323			876.2567	852.4233	Salida
852.4233		1		-------		-------		-------		-------			876.2567	871.7590	Salida
871.7590		0		-------		-------		-------		-------			876.2567	-------		Llegada
876.2567		1		0.2781		19.1974		0.7287		4.1136			895.4542	880.3704	Salida
880.3704		0		-------		-------		-------		-------			895.4542	-------		Llegada
895.4542		1		0.2658		19.8763		0.4224		11.2031			915.3304	906.6573	Salida
906.6573		0		-------		-------		-------		-------			915.3304	-------		Llegada
915.3304		1		0.4218		12.9486		0.5834		7.0057			928.2791	922.3362	Salida
922.3362		0		-------		-------		-------		-------			928.2791	-------		Llegada
928.2791		1		0.0979		34.8520		0.2582		17.6035			963.1310	945.8825	Salida
945.8825		0		-------		-------		-------		-------			963.1310	-------		Llegada
963.1310		1		0.9905		0.1427		0.0862		31.8623			963.2738	994.9933	Llegada
963.2738		2		0.8604		2.2548		0.2695		17.0437			965.5286	980.3175	Llegada
965.5286		3		0.5921		7.8616		0.1121		28.4526			973.3901	980.3175	Llegada
973.3901		4		0.1585		27.6265		0.0322		44.6787			1001.0166	980.3175	Salida
980.3175		3		-------		-------		-------		-------			1001.0166	993.9811	Salida
993.9811		2		-------		-------		-------		-------			1001.0166	994.9933	Salida
994.9933		1		-------		-------		-------		-------			1001.0166	1018.0688	Llegada
1001.0166		2		0.3158		17.2913		0.7716		3.3715			1018.3080	1004.3882	Salida
1004.3882		1		-------		-------		-------		-------			1018.3080	1018.0688	Salida
1018.0688		0		-------		-------		-------		-------			1018.3080	-------		Llegada
1018.3080		1		0.6852		5.6700		0.5097		8.7611			1023.9780	1027.0690	Llegada
1023.9780		2		0.6316		6.8928		0.1723		22.8631			1030.8708	1027.0690	Salida
1027.0690		1		-------		-------		-------		-------			1030.8708	1046.8411	Llegada
1030.8708		2		0.2127		23.2191		0.7797		3.2353			1054.0899	1034.1061	Salida
1034.1061		1		-------		-------		-------		-------			1054.0899	1046.8411	Salida
1046.8411		0		-------		-------		-------		-------			1054.0899	-------		Llegada
1054.0899		1		0.1104		33.0516		0.5840		6.9913			1087.1414	1061.0812	Salida
1061.0812		0		-------		-------		-------		-------			1087.1414	-------		Llegada
1087.1414		1		0.3936		13.9874		0.6074		6.4809			1101.1289	1093.6224	Salida
1093.6224		0		-------		-------		-------		-------			1101.1289	-------		Llegada
1101.1289		1		0.9942		0.0865		0.5833		7.0070			1101.2154	1108.1359	Llegada
1101.2154		2		0.8151		3.0665		0.2723		16.9095			1104.2819	1108.1359	Llegada
1104.2819		3		0.3121		17.4677		0.0809		32.6905			1121.7496	1108.1359	Salida
1108.1359		2		-------		-------		-------		-------			1121.7496	1118.1249	Salida
1118.1249		1		-------		-------		-------		-------			1121.7496	1136.9724	Llegada
1121.7496		2		0.6947		5.4632		0.7339		4.0226			1127.2128	1125.7722	Salida
1125.7722		1		-------		-------		-------		-------			1127.2128	1136.9724	Llegada
1127.2128		2		0.6643		6.1358		0.7927		3.0204			1133.3486	1130.2332	Salida
1130.2332		1		-------		-------		-------		-------			1133.3486	1136.9724	Llegada
1133.3486		2		0.9920		0.1198		0.6548		5.5043			1133.4684	1136.9724	Llegada
1133.4684		3		0.8789		1.9365		0.8525		2.0749			1135.4049	1135.5433	Llegada
1135.4049		4		0.9243		1.1800		0.4710		9.7884			1136.5849	1135.5433	Salida
1135.5433		3		-------		-------		-------		-------			1136.5849	1136.9724	Llegada
1136.5849		4		0.9645		0.5415		0.0829		32.3744			1137.1264	1136.9724	Salida
1136.9724		3		-------		-------		-------		-------			1137.1264	1138.8529	Llegada
1137.1264		4		0.5031		10.3033		0.2803		16.5342			1147.4297	1138.8529	Salida
1138.8529		3		-------		-------		-------		-------			1147.4297	1145.1933	Salida
1145.1933		2		-------		-------		-------		-------			1147.4297	1153.6607	Llegada
1147.4297		3		0.8544		2.3597		0.1884		21.7016			1149.7894	1153.6607	Llegada
1149.7894		4		0.7900		3.5356		0.4860		9.3795			1153.3250	1153.6607	Llegada
1153.3250		5		0.3606		15.2982		-------		-------			1168.6232	1153.6607	Salida
1153.6607		4		-------		-------		0.0027		76.8987			1168.6232	1159.1689	Salida
1159.1689		3		-------		-------		-------		-------			1168.6232	1168.9593	Llegada
1168.6232		4		0.2657		19.8804		0.4711		9.7860			1188.5036	1168.9593	Salida
1168.9593		3		-------		-------		-------		-------			1188.5036	1169.1313	Salida
1169.1313		2		-------		-------		-------		-------			1188.5036	1178.4092	Salida
1178.4092		1		-------		-------		-------		-------			1188.5036	1230.5594	Llegada
1188.5036		2		0.5867		7.9978		0.6593		5.4159			1196.5014	1193.9196	Salida
1193.9196		1		-------		-------		-------		-------			1196.5014	1230.5594	Llegada
1196.5014		2		0.0785		38.1733		0.5810		7.0595			1234.6747	1203.5609	Salida
1203.5609		1		-------		-------		-------		-------			1234.6747	1230.5594	Salida
1230.5594		0		-------		-------		-------		-------			1234.6747	-------		Llegada
1234.6747		1		0.2426		21.2446		0.8936		1.4626			1255.9193	1236.1373	Salida
1236.1373		0		-------		-------		-------		-------			1255.9193	-------		Llegada
1255.9193		1		0.8533		2.3794		0.5547		7.6617			1258.2988	1263.5810	Llegada
1258.2988		2		0.9745		0.3877		0.5481		7.8179			1258.6865	1263.5810	Llegada
1258.6865		3		0.2885		18.6433		0.6388		5.8269			1277.3299	1263.5810	Salida
1263.5810		2		-------		-------		-------		-------			1277.3299	1264.5134	Salida
1264.5134		1		-------		-------		-------		-------			1277.3299	1266.1167	Salida
1266.1167		0		-------		-------		-------		-------			1277.3299	-------		Llegada
1277.3299		1		0.3407		16.1499		0.2806		16.5211			1293.4798	1293.8510	Llegada
1293.4798		2		0.2936		18.3845		0.2196		19.7062			1311.8643	1293.8510	Salida
1293.8510		1		-------		-------		-------		-------			1311.8643	1313.1859	Llegada
1311.8643		2		0.1331		30.2534		0.2179		19.8073			1342.1177	1313.1859	Salida
1313.1859		1		-------		-------		-------		-------			1342.1177	1331.6715	Salida
1331.6715		0		-------		-------		-------		-------			1342.1177	-------		Llegada
1342.1177		1		0.6906		5.5531		0.0976		30.2480			1347.6707	1372.3657	Llegada
1347.6707		2		0.3008		18.0197		0.1937		21.3365			1365.6904	1369.0072	Llegada
1365.6904		3		0.3779		14.5961		0.1552		24.2165			1380.2865	1369.0072	Salida
1369.0072		2		-------		-------		-------		-------			1380.2865	1372.3657	Salida
1372.3657		1		-------		-------		-------		-------			1380.2865	1389.9069	Llegada
1380.2865		2		0.3821		14.4310		0.1679		23.1946			1394.7175	1389.9069	Salida
1389.9069		1		-------		-------		-------		-------			1394.7175	1403.4811	Llegada
1394.7175		2		0.6413		6.6648		0.7427		3.8663			1401.3823	1398.5838	Salida
1398.5838		1		-------		-------		-------		-------			1401.3823	1403.4811	Llegada
1401.3823		2		0.1706		26.5239		0.9070		1.2695			1427.9062	1402.6517	Salida
1402.6517		1		-------		-------		-------		-------			1427.9062	1403.4811	Salida
1403.4811		0		-------		-------		-------		-------			1427.9062	-------		Llegada
1427.9062		1		0.2138		23.1406		0.7574		3.6129			1451.0468	1431.5191	Salida
1431.5191		0		-------		-------		-------		-------			1451.0468	-------		Llegada
1451.0468		1		0.5662		8.5310		0.2923		15.9904			1459.5777	1467.0372	Llegada
1459.5777		2		0.3383		16.2554		0.8089		2.7578			1475.8332	1462.3355	Salida
1462.3355		1		-------		-------		-------		-------			1475.8332	1467.0372	Salida
1467.0372		0		-------		-------		-------		-------			1475.8332	-------		Llegada
1475.8332		1		0.1859		25.2401		0.1917		21.4768			1501.0733	1497.3099	Salida
1497.3099		0		-------		-------		-------		-------			1501.0733	-------		Llegada
1501.0733		1		0.3635		15.1782		0.1604		23.7944			1516.2515	1524.8676	Llegada
1516.2515		2		0.7397		4.5225		0.6521		5.5586			1520.7739	1521.8101	Llegada
1520.7739		3		0.7991		3.3636		0.0804		32.7630			1524.1376	1521.8101	Salida
1521.8101		2		-------		-------		-------		-------			1524.1376	1524.8676	Llegada
1524.1376		3		0.9327		1.0455		0.0927		30.9198			1525.1830	1524.8676	Salida
1524.8676		2		-------		-------		-------		-------			1525.1830	1553.5370	Llegada
1525.1830		3		0.3001		18.0566		0.0657		35.3860			1543.2396	1553.5370	Llegada
1543.2396		4		0.3106		17.5381		0.9907		0.1221			1560.7777	1543.3617	Salida
1543.3617		3		-------		-------		-------		-------			1560.7777	1553.5370	Salida
1553.5370		2		-------		-------		-------		-------			1560.7777	1555.0573	Salida
1555.0573		1		-------		-------		-------		-------			1560.7777	1560.5690	Salida
1560.5690		0		-------		-------		-------		-------			1560.7777	-------		Llegada
1560.7777		1		0.1634		27.1775		0.6114		6.3958			1587.9553	1567.1735	Salida
1567.1735		0		-------		-------		-------		-------			1587.9553	-------		Llegada
1587.9553		1		0.1844		25.3607		0.5413		7.9798			1613.3159	1595.9351	Salida
1595.9351		0		-------		-------		-------		-------			1613.3159	-------		Llegada
1613.3159		1		0.7666		3.9859		0.5665		7.3878			1617.3018	1620.7037	Llegada
1617.3018		2		0.7092		5.1542		0.4079		11.6573			1622.4560	1620.7037	Salida
1620.7037		1		-------		-------		-------		-------			1622.4560	1628.9591	Llegada
1622.4560		2		0.3092		17.6049		0.8798		1.6643			1640.0609	1624.1203	Salida
1624.1203		1		-------		-------		-------		-------			1640.0609	1628.9591	Salida
1628.9591		0		-------		-------		-------		-------			1640.0609	-------		Llegada
1640.0609		1		0.3149		17.3338		0.5230		8.4254			1657.3947	1648.4863	Salida
1648.4863		0		-------		-------		-------		-------			1657.3947	-------		Llegada
1657.3947		1		0.6372		6.7601		0.8811		1.6453			1664.1548	1659.0400	Salida
1659.0400		0		-------		-------		-------		-------			1664.1548	-------		Llegada
1664.1548		1		0.8153		3.0626		0.9755		0.3219			1667.2174	1664.4767	Salida
1664.4767		0		-------		-------		-------		-------			1667.2174	-------		Llegada
1667.2174		1		0.6900		5.5666		0.0012		87.4761			1672.7841	1754.6936	Llegada
1672.7841		2		0.1672		26.8289		0.0535		38.0642			1699.6129	1710.8482	Llegada
1699.6129		3		0.1616		27.3436		0.9069		1.2703			1726.9565	1700.8833	Salida
1700.8833		2		-------		-------		-------		-------			1726.9565	1710.8482	Salida
1710.8482		1		-------		-------		-------		-------			1726.9565	1754.6936	Llegada
1726.9565		2		0.7056		5.2309		0.9607		0.5215			1732.1874	1727.4781	Salida
1727.4781		1		-------		-------		-------		-------			1732.1874	1754.6936	Llegada
1732.1874		2		0.9873		0.1910		0.6383		5.8371			1732.3785	1738.0245	Llegada
1732.3785		3		0.0534		43.9568		0.2874		16.2091			1776.3352	1738.0245	Salida
1738.0245		2		-------		-------		-------		-------			1776.3352	1748.5876	Salida
1748.5876		1		-------		-------		-------		-------			1776.3352	1754.6936	Salida
1754.6936		0		-------		-------		-------		-------			1776.3352	-------		Llegada
1776.3352		1		0.7040		5.2645		0.3640		13.1383			1781.5998	1789.4736	Llegada
1781.5998		2		0.2781		19.1987		0.8674		1.8499			1800.7985	1783.4497	Salida
1783.4497		1		-------		-------		-------		-------			1800.7985	1789.4736	Salida
1789.4736		0		-------		-------		-------		-------			1800.7985	-------		Llegada
1800.7985		1		0.9754		0.3736		0.4624		10.0258			1801.1722	1810.8244	Llegada
1801.1722		2		0.4086		13.4241		0.7420		3.8785			1814.5962	1805.0506	Salida
1805.0506		1		-------		-------		-------		-------			1814.5962	1810.8244	Salida
1810.8244		0		-------		-------		-------		-------			1814.5962	-------		Llegada
1814.5962		1		0.0289		53.1373		0.1178		27.7998			1867.7336	1842.3960	Salida
1842.3960		0		-------		-------		-------		-------			1867.7336	-------		Llegada
1867.7336		1		0.1500		28.4614		0.3382		14.0945			1896.1950	1881.8281	Salida
1881.8281		0		-------		-------		-------		-------			1896.1950	-------		Llegada
1896.1950		1		0.9977		0.0349		0.4648		9.9592			1896.2300	1906.1542	Llegada
1896.2300		2		0.8612		2.2413		0.6349		5.9064			1898.4712	1902.1363	Llegada
1898.4712		3		0.3459		15.9222		0.6765		5.0801			1914.3934	1902.1363	Salida
1902.1363		2		-------		-------		-------		-------			1914.3934	1903.5514	Salida
1903.5514		1		-------		-------		-------		-------			1914.3934	1906.1542	Salida
1906.1542		0		-------		-------		-------		-------			1914.3934	-------		Llegada
1914.3934		1		0.6104		7.4044		0.0359		43.2466			1921.7978	1957.6400	Llegada
1921.7978		2		0.6777		5.8352		0.7776		3.2700			1927.6330	1925.0677	Salida
1925.0677		1		-------		-------		-------		-------			1927.6330	1957.6400	Llegada
1927.6330		2		0.0894		36.2168		0.8393		2.2777			1963.8498	1929.9107	Salida
1929.9107		1		-------		-------		-------		-------			1963.8498	1957.6400	Salida
1957.6400		0		-------		-------		-------		-------			1963.8498	-------		Llegada
1963.8498		1		0.6845		5.6858		0.7950		2.9823			1969.5356	1966.8322	Salida
1966.8322		0		-------		-------		-------		-------			1969.5356	-------		Llegada
1969.5356		1		0.8000		3.3479		0.6719		5.1702			1972.8835	1974.7058	Llegada
1972.8835		2		0.4333		12.5461		0.8533		2.0619			1985.4296	1974.7058	Salida
1974.7058		1		-------		-------		-------		-------			1985.4296	1974.9454	Salida
1974.9454		0		-------		-------		-------		-------			1985.4296	-------		Llegada
1985.4296		1		0.9593		0.6238		0.1373		25.8156			1986.0535	2011.2452	Llegada
1986.0535		2		0.2173		22.8960		0.2373		18.6983			2008.9495	2004.7517	Salida
2004.7517		1		-------		-------		-------		-------			2008.9495	2011.2452	Llegada
2008.9495		2		0.0046		80.6347		0.1927		21.4051			2089.5841	2011.2452	Salida
2011.2452		1		-------		-------		-------		-------			2089.5841	2030.3546	Salida
2030.3546		0		-------		-------		-------		-------			2089.5841	-------		Llegada
2089.5841		1		0.6998		5.3550		0.4133		11.4878			2094.9391	2101.0719	Llegada
2094.9391		2		0.9348		1.0120		0.7287		4.1141			2095.9511	2099.0533	Llegada
2095.9511		3		0.5311		9.4921		0.0847		32.0901			2105.4432	2099.0533	Salida
2099.0533		2		-------		-------		-------		-------			2105.4432	2101.0719	Salida
2101.0719		1		-------		-------		-------		-------			2105.4432	2128.0412	Llegada
2105.4432		2		0.0669		40.5708		0.5288		8.2836			2146.0140	2113.7268	Salida
2113.7268		1		-------		-------		-------		-------			2146.0140	2128.0412	Salida
2128.0412		0		-------		-------		-------		-------			2146.0140	-------		Llegada
2146.0140		1		0.5495		8.9801		0.9281		0.9700			2154.9941	2146.9840	Salida
2146.9840		0		-------		-------		-------		-------			2154.9941	-------		Llegada
2154.9941		1		0.1636		27.1512		0.8955		1.4351			2182.1452	2156.4292	Salida
2156.4292		0		-------		-------		-------		-------			2182.1452	-------		Llegada
2182.1452		1		0.6046		7.5471		0.7741		3.3295			2189.6924	2185.4748	Salida
2185.4748		0		-------		-------		-------		-------			2189.6924	-------		Llegada
2189.6924		1		0.9314		1.0660		0.2824		16.4398			2190.7584	2206.1322	Llegada
2190.7584		2		0.5517		8.9224		0.0208		50.3378			2199.6808	2206.1322	Llegada
2199.6808		3		0.1216		31.6012		0.2362		18.7617			2231.2820	2206.1322	Salida
2206.1322		2		-------		-------		-------		-------			2231.2820	2218.4426	Salida
2218.4426		1		-------		-------		-------		-------			2231.2820	2241.0962	Llegada
2231.2820		2		0.8158		3.0535		0.9216		1.0615			2234.3355	2232.3435	Salida
2232.3435		1		-------		-------		-------		-------			2234.3355	2241.0962	Llegada
2234.3355		2		0.9080		1.4472		0.2491		18.0697			2235.7828	2241.0962	Llegada
2235.7828		3		0.7749		3.8249		0.8673		1.8510			2239.6076	2237.6338	Salida
2237.6338		2		-------		-------		-------		-------			2239.6076	2241.0962	Llegada
2239.6076		3		0.3863		14.2652		0.9922		0.1013			2253.8728	2239.7089	Salida
2239.7089		2		-------		-------		-------		-------			2253.8728	2241.0962	Salida
2241.0962		1		-------		-------		-------		-------			2253.8728	2252.4053	Salida
2252.4053		0		-------		-------		-------		-------			2253.8728	-------		Llegada
2253.8728		1		0.1046		33.8623		0.3910		12.2084			2287.7352	2266.0812	Salida
2266.0812		0		-------		-------		-------		-------			2287.7352	-------		Llegada
2287.7352		1		0.1850		25.3147		0.8044		2.8298			2313.0499	2290.5649	Salida
2290.5649		0		-------		-------		-------		-------			2313.0499	-------		Llegada
2313.0499		1		0.8042		3.2679		0.1197		27.5943			2316.3178	2340.6442	Llegada
2316.3178		2		0.5331		9.4357		0.3353		14.2041			2325.7534	2330.5218	Llegada
2325.7534		3		0.2044		23.8130		0.6000		6.6409			2349.5664	2330.5218	Salida
2330.5218		2		-------		-------		-------		-------			2349.5664	2332.3944	Salida
2332.3944		1		-------		-------		-------		-------			2349.5664	2340.6442	Salida
2340.6442		0		-------		-------		-------		-------			2349.5664	-------		Llegada
2349.5664		1		0.8641		2.1909		0.7540		3.6712			2351.7573	2353.2376	Llegada
2351.7573		2		0.5281		9.5774		0.0277		46.5991			2361.3346	2353.2376	Salida
2353.2376		1		-------		-------		-------		-------			2361.3346	2398.3564	Llegada
2361.3346		2		0.6495		6.4743		0.1327		26.2540			2367.8089	2387.5886	Llegada
2367.8089		3		0.8018		3.3134		0.5809		7.0623			2371.1224	2374.8713	Llegada
2371.1224		4		0.4151		13.1896		0.3535		13.5199			2384.3120	2374.8713	Salida
2374.8713		3		-------		-------		-------		-------			2384.3120	2384.6422	Llegada
2384.3120		4		0.6017		7.6208		0.5367		8.0901			2391.9328	2384.6422	Salida
2384.6422		3		-------		-------		-------		-------			2391.9328	2387.5886	Salida
2387.5886		2		-------		-------		-------		-------			2391.9328	2392.4021	Llegada
2391.9328		3		0.5896		7.9240		0.4175		11.3556			2399.8567	2392.4021	Salida
2392.4021		2		-------		-------		-------		-------			2399.8567	2398.3564	Salida
2398.3564		1		-------		-------		-------		-------			2399.8567	2403.2884	Llegada
2399.8567		2		0.4583		11.7037		0.4977		9.0721			2411.5604	2403.2884	Salida
2403.2884		1		-------		-------		-------		-------			2411.5604	2408.9288	Salida
2408.9288		0		-------		-------		-------		-------			2411.5604	-------		Llegada
2411.5604		1		0.6666		6.0843		0.2332		18.9252			2417.6447	2430.4857	Llegada
2417.6447		2		0.3649		15.1203		0.0529		38.2082			2432.7650	2430.4857	Salida
2430.4857		1		-------		-------		-------		-------			2432.7650	2455.8529	Llegada
2432.7650		2		0.2255		22.3444		0.4696		9.8276			2455.1094	2442.5926	Salida
2442.5926		1		-------		-------		-------		-------			2455.1094	2455.8529	Llegada
2455.1094		2		0.4439		12.1826		0.4104		11.5778			2467.2921	2455.8529	Salida
2455.8529		1		-------		-------		-------		-------			2467.2921	2466.6872	Salida
2466.6872		0		-------		-------		-------		-------			2467.2921	-------		Llegada
2467.2921		1		0.2739		19.4227		0.2481		18.1195			2486.7147	2485.4115	Salida
2485.4115		0		-------		-------		-------		-------			2486.7147	-------		Llegada
2486.7147		1		0.5301		9.5196		0.8070		2.7869			2496.2343	2489.5017	Salida
2489.5017		0		-------		-------		-------		-------			2496.2343	-------		Llegada
2496.2343		1		0.5835		8.0815		0.7346		4.0104			2504.3159	2500.2447	Salida
2500.2447		0		-------		-------		-------		-------			2504.3159	-------		Llegada
2504.3159		1		0.4070		13.4830		0.4476		10.4509			2517.7989	2514.7668	Salida
2514.7668		0		-------		-------		-------		-------			2517.7989	-------		Llegada
2517.7989		1		0.4885		10.7454		0.9351		0.8720			2528.5443	2518.6709	Salida
2518.6709		0		-------		-------		-------		-------			2528.5443	-------		Llegada
2528.5443		1		0.4753		11.1564		0.1380		25.7482			2539.7007	2554.2925	Llegada
2539.7007		2		0.0678		40.3597		0.2771		16.6828			2580.0604	2554.2925	Salida
2554.2925		1		-------		-------		-------		-------			2580.0604	2556.3835	Salida
2556.3835		0		-------		-------		-------		-------			2580.0604	-------		Llegada
2580.0604		1		0.7188		4.9518		0.4829		9.4631			2585.0122	2589.5235	Llegada
2585.0122		2		0.6306		6.9167		0.3205		14.7922			2591.9289	2589.5235	Salida
2589.5235		1		-------		-------		-------		-------			2591.9289	2599.8045	Llegada
2591.9289		2		0.0196		58.9767		0.2202		19.6713			2650.9056	2599.8045	Salida
