SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t		N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio		s_llegada	s_salida	s_evento
5014.3623		1		-------		-------		-------		-------			5032.5989	5014.9397	Salida
5014.9397		0		-------		-------		-------		-------			5032.5989	-------		Llegada
5032.5989		1		0.6058		7.5178		0.0359		43.2676			5040.1167	5075.8664	Llegada
5040.1167		2		0.5820		8.1194		0.4503		10.3733			5048.2361	5050.4900	Llegada
5048.2361		3		0.1093		33.2081		0.5058		8.8604			5081.4442	5050.4900	Salida
5050.4900		2		-------		-------		-------		-------			5081.4442	5057.0966	Salida
5057.0966		1		-------		-------		-------		-------			5081.4442	5075.8664	Salida
5075.8664		0		-------		-------		-------		-------			5081.4442	-------		Llegada
5081.4442		1		0.3729		14.7980		0.8684		1.8338			5096.2422	5083.2779	Salida
5083.2779		0		-------		-------		-------		-------			5096.2422	-------		Llegada
5096.2422		1		0.1904		24.8777		0.8052		2.8166			5121.1199	5099.0588	Salida
5099.0588		0		-------		-------		-------		-------			5121.1199	-------		Llegada
5121.1199		1		0.7815		3.6978		0.3755		12.7345			5124.8178	5133.8544	Llegada
5124.8178		2		0.6739		5.9202		0.7803		3.2245			5130.7380	5128.0423	Salida
5128.0423		1		-------		-------		-------		-------			5130.7380	5133.8544	Llegada
5130.7380		2		0.1435		29.1213		0.0607		36.4143			5159.8593	5133.8544	Salida
5133.8544		1		-------		-------		-------		-------			5159.8593	5167.1523	Llegada
5159.8593		2		0.6057		7.5205		0.6226		6.1594			5167.3797	5166.0186	Salida
5166.0186		1		-------		-------		-------		-------			5167.3797	5167.1523	Salida
5167.1523		0		-------		-------		-------		-------			5167.3797	-------		Llegada
5167.3797		1		0.3970		13.8569		0.2073		20.4536			5181.2367	5187.8334	Llegada
5181.2367		2		0.5001		10.3948		0.9749		0.3299			5191.6315	5181.5666	Salida
5181.5666		1		-------		-------		-------		-------			5191.6315	5187.8334	Salida
5187.8334		0		-------		-------		-------		-------			5191.6315	-------		Llegada
5191.6315		1		0.1775		25.9308		0.0042		71.1339			5217.5623	5262.7654	Llegada
5217.5623		2		0.5914		7.8784		0.6625		5.3526			5225.4407	5222.9149	Salida
5222.9149		1		-------		-------		-------		-------			5225.4407	5262.7654	Llegada
5225.4407		2		0.5449		9.1076		0.9730		0.3552			5234.5483	5225.7959	Salida
5225.7959		1		-------		-------		-------		-------			5234.5483	5262.7654	Llegada
5234.5483		2		0.8430		2.5615		0.7280		4.1268			5237.1099	5238.6751	Llegada
5237.1099		3		0.5465		9.0620		0.4488		10.4145			5246.1718	5238.6751	Salida
5238.6751		2		-------		-------		-------		-------			5246.1718	5247.5244	Llegada
5246.1718		3		0.7639		4.0405		0.1285		26.6694			5250.2124	5247.5244	Salida
5247.5244		2		-------		-------		-------		-------			5250.2124	5262.7654	Llegada
5250.2124		3		0.8991		1.5958		0.8731		1.7636			5251.8082	5251.9760	Llegada
5251.8082		4		0.6344		6.8270		0.2719		16.9280			5258.6352	5251.9760	Salida
5251.9760		3		-------		-------		-------		-------			5258.6352	5262.7654	Llegada
5258.6352		4		0.7416		4.4847		0.8248		2.5042			5263.1198	5261.1394	Salida
5261.1394		3		-------		-------		-------		-------			5263.1198	5262.7654	Salida
5262.7654		2		-------		-------		-------		-------			5263.1198	5268.7361	Llegada
5263.1198		3		0.0771		38.4302		0.5231		8.4240			5301.5500	5268.7361	Salida
5268.7361		2		-------		-------		-------		-------			5301.5500	5271.5438	Salida
5271.5438		1		-------		-------		-------		-------			5301.5500	5272.8413	Salida
5272.8413		0		-------		-------		-------		-------			5301.5500	-------		Llegada
5301.5500		1		0.2003		24.1224		0.7510		3.7218			5325.6724	5305.2718	Salida
5305.2718		0		-------		-------		-------		-------			5325.6724	-------		Llegada
5325.6724		1		0.3034		17.8896		0.3438		13.8817			5343.5620	5339.5541	Salida
5339.5541		0		-------		-------		-------		-------			5343.5620	-------		Llegada
5343.5620		1		0.8118		3.1278		0.9091		1.2386			5346.6898	5344.8006	Salida
5344.8006		0		-------		-------		-------		-------			5346.6898	-------		Llegada
5346.6898		1		0.9664		0.5128		0.2088		20.3631			5347.2026	5367.0529	Llegada
5347.2026		2		0.1165		32.2518		0.4665		9.9133			5379.4544	5357.1159	Salida
5357.1159		1		-------		-------		-------		-------			5379.4544	5367.0529	Salida
5367.0529		0		-------		-------		-------		-------			5379.4544	-------		Llegada
5379.4544		1		0.1837		25.4136		0.2940		15.9151			5404.8680	5395.3695	Salida
5395.3695		0		-------		-------		-------		-------			5404.8680	-------		Llegada
5404.8680		1		0.4707		11.3039		0.7752		3.3109			5416.1719	5408.1789	Salida
5408.1789		0		-------		-------		-------		-------			5416.1719	-------		Llegada
5416.1719		1		0.9565		0.6674		0.0156		54.1189			5416.8393	5470.2908	Llegada
5416.8393		2		0.7482		4.3512		0.7995		2.9091			5421.1905	5419.7484	Salida
5419.7484		1		-------		-------		-------		-------			5421.1905	5470.2908	Llegada
5421.1905		2		0.7436		4.4445		0.2948		15.8811			5425.6350	5437.0716	Llegada
5425.6350		3		0.2483		20.8954		0.5074		8.8192			5446.5304	5434.4542	Salida
5434.4542		2		-------		-------		-------		-------			5446.5304	5437.0716	Salida
5437.0716		1		-------		-------		-------		-------			5446.5304	5470.2908	Llegada
5446.5304		2		0.4233		12.8953		0.1474		24.8898			5459.4257	5470.2908	Llegada
5459.4257		3		0.3806		14.4915		0.0577		37.0919			5473.9172	5470.2908	Salida
5470.2908		2		-------		-------		-------		-------			5473.9172	5471.4202	Salida
5471.4202		1		-------		-------		-------		-------			5473.9172	5496.5176	Llegada
5473.9172		2		0.4193		13.0358		0.1221		27.3335			5486.9530	5496.5176	Llegada
5486.9530		3		0.8824		1.8759		0.4965		9.1023			5488.8290	5496.0554	Llegada
5488.8290		4		0.6452		6.5722		0.0827		32.4030			5495.4012	5496.0554	Llegada
5495.4012		5		0.2475		20.9427		-------		-------			5516.3439	5496.0554	Salida
5496.0554		4		-------		-------		0.9486		0.6853			5516.3439	5496.5176	Salida
5496.5176		3		-------		-------		-------		-------			5516.3439	5496.7407	Salida
5496.7407		2		-------		-------		-------		-------			5516.3439	5501.2508	Salida
5501.2508		1		-------		-------		-------		-------			5516.3439	5521.2320	Llegada
5516.3439		2		0.4265		12.7837		0.0593		36.7209			5529.1276	5521.2320	Salida
5521.2320		1		-------		-------		-------		-------			5529.1276	5553.0648	Llegada
5529.1276		2		0.8578		2.3013		0.3928		12.1464			5531.4288	5541.2740	Llegada
5531.4288		3		0.2681		19.7446		0.9742		0.3392			5551.1734	5531.7681	Salida
5531.7681		2		-------		-------		-------		-------			5551.1734	5541.2740	Salida
5541.2740		1		-------		-------		-------		-------			5551.1734	5553.0648	Llegada
5551.1734		2		0.8593		2.2743		0.4519		10.3269			5553.4477	5553.0648	Salida
5553.0648		1		-------		-------		-------		-------			5553.4477	5561.5003	Llegada
5553.4477		2		0.2682		19.7391		0.3300		14.4131			5573.1868	5561.5003	Salida
5561.5003		1		-------		-------		-------		-------			5573.1868	5567.8608	Salida
5567.8608		0		-------		-------		-------		-------			5573.1868	-------		Llegada
5573.1868		1		0.2270		22.2407		0.2247		19.4087			5595.4274	5592.5955	Salida
5592.5955		0		-------		-------		-------		-------			5595.4274	-------		Llegada
5595.4274		1		0.3455		15.9393		0.9752		0.3261			5611.3667	5595.7536	Salida
5595.7536		0		-------		-------		-------		-------			5611.3667	-------		Llegada
5611.3667		1		0.0242		55.8230		0.0891		31.4316			5667.1897	5642.7984	Salida
5642.7984		0		-------		-------		-------		-------			5667.1897	-------		Llegada
5667.1897		1		0.2700		19.6413		0.2725		16.9006			5686.8310	5684.0903	Salida
5684.0903		0		-------		-------		-------		-------			5686.8310	-------		Llegada
5686.8310		1		0.5965		7.7491		0.6933		4.7623			5694.5800	5691.5933	Salida
5691.5933		0		-------		-------		-------		-------			5694.5800	-------		Llegada
5694.5800		1		0.4199		13.0154		0.9771		0.3011			5707.5954	5694.8811	Salida
5694.8811		0		-------		-------		-------		-------			5707.5954	-------		Llegada
5707.5954		1		0.7509		4.2966		0.8393		2.2779			5711.8921	5709.8733	Salida
5709.8733		0		-------		-------		-------		-------			5711.8921	-------		Llegada
5711.8921		1		0.0992		34.6519		0.6334		5.9370			5746.5440	5717.8291	Salida
5717.8291		0		-------		-------		-------		-------			5746.5440	-------		Llegada
5746.5440		1		0.3358		16.3702		0.7445		3.8359			5762.9141	5750.3799	Salida
5750.3799		0		-------		-------		-------		-------			5762.9141	-------		Llegada
5762.9141		1		0.7161		5.0096		0.5833		7.0076			5767.9237	5769.9217	Llegada
5767.9237		2		0.6931		5.4981		0.1425		25.3267			5773.4218	5769.9217	Salida
5769.9217		1		-------		-------		-------		-------			5773.4218	5793.2505	Llegada
5773.4218		2		0.6426		6.6327		0.5509		7.7506			5780.0546	5781.1725	Llegada
5780.0546		3		0.5354		9.3718		0.9108		1.2152			5789.4264	5781.1725	Salida
5781.1725		2		-------		-------		-------		-------			5789.4264	5781.2698	Salida
5781.2698		1		-------		-------		-------		-------			5789.4264	5793.2505	Llegada
5789.4264		2		0.5251		9.6613		0.3947		12.0855			5799.0877	5793.2505	Salida
5793.2505		1		-------		-------		-------		-------			5799.0877	5801.5119	Llegada
5799.0877		2		0.3626		15.2160		0.7934		3.0091			5814.3037	5801.5119	Salida
5801.5119		1		-------		-------		-------		-------			5814.3037	5802.0968	Salida
5802.0968		0		-------		-------		-------		-------			5814.3037	-------		Llegada
5814.3037		1		0.7247		4.8304		0.5896		6.8671			5819.1341	5821.1709	Llegada
5819.1341		2		0.0181		60.2056		0.0702		34.5281			5879.3397	5821.1709	Salida
5821.1709		1		-------		-------		-------		-------			5879.3397	5853.6622	Salida
5853.6622		0		-------		-------		-------		-------			5879.3397	-------		Llegada
5879.3397		1		0.5649		8.5675		0.0423		41.1299			5887.9073	5920.4697	Llegada
5887.9073		2		0.1593		27.5504		0.8348		2.3467			5915.4576	5890.2539	Salida
5890.2539		1		-------		-------		-------		-------			5915.4576	5920.4697	Llegada
5915.4576		2		0.3148		17.3381		0.7559		3.6382			5932.7958	5919.0959	Salida
5919.0959		1		-------		-------		-------		-------			5932.7958	5920.4697	Salida
5920.4697		0		-------		-------		-------		-------			5932.7958	-------		Llegada
5932.7958		1		0.5281		9.5767		0.7347		4.0078			5942.3724	5936.8035	Salida
5936.8035		0		-------		-------		-------		-------			5942.3724	-------		Llegada
5942.3724		1		0.7330		4.6593		0.2790		16.5930			5947.0317	5958.9655	Llegada
5947.0317		2		0.5740		8.3277		0.8322		2.3872			5955.3593	5949.4189	Salida
5949.4189		1		-------		-------		-------		-------			5955.3593	5958.9655	Llegada
5955.3593		2		0.9124		1.3749		0.9097		1.2298			5956.7342	5956.5892	Salida
5956.5892		1		-------		-------		-------		-------			5956.7342	5958.9655	Llegada
5956.7342		2		0.5767		8.2559		0.6285		6.0377			5964.9901	5958.9655	Salida
5958.9655		1		-------		-------		-------		-------			5964.9901	5962.7719	Salida
5962.7719		0		-------		-------		-------		-------			5964.9901	-------		Llegada
5964.9901		1		0.4930		10.6075		0.2699		17.0285			5975.5976	5982.0186	Llegada
5975.5976		2		0.7710		3.9006		0.1357		25.9677			5979.4983	5982.0186	Llegada
5979.4983		3		0.8208		2.9630		0.3064		15.3775			5982.4613	5982.0186	Salida
5982.0186		2		-------		-------		-------		-------			5982.4613	5994.8758	Llegada
5982.4613		3		0.0464		46.0475		0.3459		13.8012			6028.5088	5994.8758	Salida
5994.8758		2		-------		-------		-------		-------			6028.5088	5996.2625	Salida
5996.2625		1		-------		-------		-------		-------			6028.5088	6001.5653	Salida
6001.5653		0		-------		-------		-------		-------			6028.5088	-------		Llegada
6028.5088		1		0.7011		5.3269		0.4090		11.6210			6033.8357	6040.1298	Llegada
6033.8357		2		0.1393		29.5716		0.4258		11.1003			6063.4073	6040.1298	Salida
6040.1298		1		-------		-------		-------		-------			6063.4073	6044.9361	Salida
6044.9361		0		-------		-------		-------		-------			6063.4073	-------		Llegada
6063.4073		1		0.9987		0.0197		0.1573		24.0429			6063.4270	6087.4502	Llegada
6063.4270		2		0.4960		10.5180		0.5636		7.4554			6073.9449	6070.8824	Salida
6070.8824		1		-------		-------		-------		-------			6073.9449	6087.4502	Llegada
6073.9449		2		0.1996		24.1726		0.6553		5.4939			6098.1176	6079.4389	Salida
6079.4389		1		-------		-------		-------		-------			6098.1176	6087.4502	Salida
6087.4502		0		-------		-------		-------		-------			6098.1176	-------		Llegada
6098.1176		1		0.3984		13.8046		0.5144		8.6426			6111.9222	6106.7602	Salida
6106.7602		0		-------		-------		-------		-------			6111.9222	-------		Llegada
6111.9222		1		0.4112		13.3293		0.9265		0.9923			6125.2515	6112.9145	Salida
6112.9145		0		-------		-------		-------		-------			6125.2515	-------		Llegada
6125.2515		1		0.2491		20.8503		0.1442		25.1737			6146.1018	6150.4253	Llegada
6146.1018		2		0.2056		23.7307		0.8230		2.5318			6169.8326	6148.6336	Salida
6148.6336		1		-------		-------		-------		-------			6169.8326	6150.4253	Salida
6150.4253		0		-------		-------		-------		-------			6169.8326	-------		Llegada
6169.8326		1		0.9765		0.3573		0.1180		27.7852			6170.1899	6197.6178	Llegada
6170.1899		2		0.7328		4.6638		0.5532		7.6969			6174.8537	6177.8868	Llegada
6174.8537		3		0.7465		4.3862		0.2258		19.3446			6179.2399	6177.8868	Salida
6177.8868		2		-------		-------		-------		-------			6179.2399	6194.1983	Llegada
6179.2399		3		0.8230		2.9214		0.5175		8.5642			6182.1613	6187.8041	Llegada
6182.1613		4		0.3615		15.2630		0.6438		5.7251			6197.4243	6187.8041	Salida
6187.8041		3		-------		-------		-------		-------			6197.4243	6187.8864	Salida
6187.8864		2		-------		-------		-------		-------			6197.4243	6194.1983	Salida
6194.1983		1		-------		-------		-------		-------			6197.4243	6197.6178	Llegada
6197.4243		2		0.8239		2.9061		0.4079		11.6571			6200.3304	6197.6178	Salida
6197.6178		1		-------		-------		-------		-------			6200.3304	6209.0813	Llegada
6200.3304		2		0.9897		0.1557		0.5250		8.3777			6200.4860	6208.7081	Llegada
6200.4860		3		0.8170		3.0324		0.1289		26.6300			6203.5184	6208.7081	Llegada
6203.5184		4		0.9507		0.7581		0.8157		2.6490			6204.2765	6206.1674	Llegada
6204.2765		5		0.2863		18.7631		-------		-------			6223.0396	6206.1674	Salida
6206.1674		4		-------		-------		0.4467		10.4760			6223.0396	6208.7081	Salida
6208.7081		3		-------		-------		-------		-------			6223.0396	6209.0813	Salida
6209.0813		2		-------		-------		-------		-------			6223.0396	6216.6434	Salida
6216.6434		1		-------		-------		-------		-------			6223.0396	6227.1161	Llegada
6223.0396		2		0.3792		14.5451		0.4858		9.3843			6237.5847	6227.1161	Salida
6227.1161		1		-------		-------		-------		-------			6237.5847	6232.4239	Salida
6232.4239		0		-------		-------		-------		-------			6237.5847	-------		Llegada
6237.5847		1		0.1020		34.2353		0.7776		3.2700			6271.8199	6240.8547	Salida
6240.8547		0		-------		-------		-------		-------			6271.8199	-------		Llegada
6271.8199		1		0.0002		127.0428		0.5133		8.6705			6398.8627	6280.4904	Salida
6280.4904		0		-------		-------		-------		-------			6398.8627	-------		Llegada
6398.8627		1		0.7041		5.2622		0.2493		18.0593			6404.1249	6416.9220	Llegada
6404.1249		2		0.6575		6.2901		0.9097		1.2308			6410.4150	6405.3557	Salida
6405.3557		1		-------		-------		-------		-------			6410.4150	6416.9220	Llegada
6410.4150		2		0.0723		39.3998		0.6339		5.9254			6449.8148	6416.3404	Salida
6416.3404		1		-------		-------		-------		-------			6449.8148	6416.9220	Salida
6416.9220		0		-------		-------		-------		-------			6449.8148	-------		Llegada
6449.8148		1		0.0276		53.8292		0.8051		2.8183			6503.6440	6452.6331	Salida
6452.6331		0		-------		-------		-------		-------			6503.6440	-------		Llegada
6503.6440		1		0.1871		25.1398		0.7741		3.3288			6528.7838	6506.9727	Salida
6506.9727		0		-------		-------		-------		-------			6528.7838	-------		Llegada
6528.7838		1		0.0309		52.1509		0.0102		59.6661			6580.9347	6588.4499	Llegada
6580.9347		2		0.2916		18.4869		0.3924		12.1613			6599.4216	6588.4499	Salida
6588.4499		1		-------		-------		-------		-------			6599.4216	6593.0960	Salida
6593.0960		0		-------		-------		-------		-------			6599.4216	-------		Llegada
6599.4216		1		0.6539		6.3711		0.1154		28.0663			6605.7927	6627.4879	Llegada
6605.7927		2		0.8003		3.3414		0.6436		5.7285			6609.1340	6611.5212	Llegada
6609.1340		3		0.6404		6.6849		0.6173		6.2718			6615.8189	6611.5212	Salida
6611.5212		2		-------		-------		-------		-------			6615.8189	6615.4058	Salida
6615.4058		1		-------		-------		-------		-------			6615.8189	6627.4879	Llegada
6615.8189		2		0.7725		3.8709		0.5911		6.8345			6619.6898	6622.6534	Llegada
6619.6898		3		0.4329		12.5579		0.0588		36.8361			6632.2477	6622.6534	Salida
6622.6534		2		-------		-------		-------		-------			6632.2477	6627.4879	Salida
6627.4879		1		-------		-------		-------		-------			6632.2477	6656.5259	Llegada
6632.2477		2		0.0378		49.1195		0.8121		2.7052			6681.3672	6634.9529	Salida
6634.9529		1		-------		-------		-------		-------			6681.3672	6656.5259	Salida
6656.5259		0		-------		-------		-------		-------			6681.3672	-------		Llegada
6681.3672		1		0.5446		9.1143		0.1399		25.5711			6690.4815	6706.9383	Llegada
6690.4815		2		0.5897		7.9212		0.5449		7.8941			6698.4028	6698.3756	Salida
6698.3756		1		-------		-------		-------		-------			6698.4028	6706.9383	Llegada
6698.4028		2		0.6531		6.3894		0.2938		15.9210			6704.7922	6706.9383	Llegada
6704.7922		3		0.7941		3.4575		0.3106		15.1993			6708.2497	6706.9383	Salida
6706.9383		2		-------		-------		-------		-------			6708.2497	6714.3238	Llegada
6708.2497		3		0.2035		23.8803		0.8665		1.8635			6732.1300	6710.1132	Salida
6710.1132		2		-------		-------		-------		-------			6732.1300	6714.3238	Salida
6714.3238		1		-------		-------		-------		-------			6732.1300	6719.9915	Salida
6719.9915		0		-------		-------		-------		-------			6732.1300	-------		Llegada
6732.1300		1		0.9446		0.8555		0.2312		19.0409			6732.9855	6751.1709	Llegada
6732.9855		2		0.6715		5.9725		0.1317		26.3553			6738.9580	6751.1709	Llegada
6738.9580		3		0.0052		78.7502		0.7025		4.5912			6817.7082	6743.5492	Salida
6743.5492		2		-------		-------		-------		-------			6817.7082	6751.1709	Salida
6751.1709		1		-------		-------		-------		-------			6817.7082	6759.3408	Salida
6759.3408		0		-------		-------		-------		-------			6817.7082	-------		Llegada
6817.7082		1		0.1418		29.2956		0.2968		15.7901			6847.0038	6833.4983	Salida
6833.4983		0		-------		-------		-------		-------			6847.0038	-------		Llegada
6847.0038		1		0.0949		35.3314		0.7958		2.9696			6882.3352	6849.9734	Salida
6849.9734		0		-------		-------		-------		-------			6882.3352	-------		Llegada
6882.3352		1		0.4123		13.2912		0.8952		1.4398			6895.6264	6883.7750	Salida
6883.7750		0		-------		-------		-------		-------			6895.6264	-------		Llegada
6895.6264		1		0.4394		12.3353		0.0527		38.2680			6907.9617	6933.8944	Llegada
6907.9617		2		0.5124		10.0287		0.2119		20.1685			6917.9904	6928.1302	Llegada
6917.9904		3		0.6438		6.6057		0.9454		0.7305			6924.5961	6918.7209	Salida
6918.7209		2		-------		-------		-------		-------			6924.5961	6928.1302	Llegada
6924.5961		3		0.2707		19.5984		0.6816		4.9826			6944.1945	6928.1302	Salida
6928.1302		2		-------		-------		-------		-------			6944.1945	6929.5787	Salida
6929.5787		1		-------		-------		-------		-------			6944.1945	6933.8944	Salida
6933.8944		0		-------		-------		-------		-------			6944.1945	-------		Llegada
6944.1945		1		0.7575		4.1662		0.8154		2.6531			6948.3607	6946.8476	Salida
6946.8476		0		-------		-------		-------		-------			6948.3607	-------		Llegada
6948.3607		1		0.8215		2.9494		0.3472		13.7512			6951.3101	6962.1119	Llegada
6951.3101		2		0.3603		15.3143		0.4746		9.6876			6966.6244	6960.9977	Salida
6960.9977		1		-------		-------		-------		-------			6966.6244	6962.1119	Salida
6962.1119		0		-------		-------		-------		-------			6966.6244	-------		Llegada
6966.6244		1		0.6411		6.6692		0.1544		24.2879			6973.2936	6990.9123	Llegada
6973.2936		2		0.7853		3.6261		0.8446		2.1958			6976.9197	6975.4894	Salida
6975.4894		1		-------		-------		-------		-------			6976.9197	6990.9123	Llegada
6976.9197		2		0.0208		58.0623		0.7298		4.0944			7034.9820	6981.0141	Salida
6981.0141		1		-------		-------		-------		-------			7034.9820	6990.9123	Salida
6990.9123		0		-------		-------		-------		-------			7034.9820	-------		Llegada
7034.9820		1		0.0757		38.7071		0.6924		4.7789			7073.6891	7039.7609	Salida
7039.7609		0		-------		-------		-------		-------			7073.6891	-------		Llegada
7073.6891		1		0.8615		2.2360		0.0810		32.6753			7075.9252	7106.3644	Llegada
7075.9252		2		0.3948		13.9388		0.0034		74.0771			7089.8639	7106.3644	Llegada
7089.8639		3		0.3778		14.6006		0.4897		9.2814			7104.4645	7099.1454	Salida
7099.1454		2		-------		-------		-------		-------			7104.4645	7106.3644	Llegada
7104.4645		3		0.7991		3.3634		0.7901		3.0631			7107.8279	7106.3644	Salida
7106.3644		2		-------		-------		-------		-------			7107.8279	7107.5276	Salida
7107.5276		1		-------		-------		-------		-------			7107.8279	7150.0023	Llegada
7107.8279		2		0.3849		14.3230		0.2385		18.6323			7122.1509	7126.4602	Llegada
7122.1509		3		0.8427		2.5663		0.8973		1.4088			7124.7172	7123.5596	Salida
7123.5596		2		-------		-------		-------		-------			7124.7172	7126.4602	Llegada
7124.7172		3		0.4505		11.9617		0.4865		9.3657			7136.6789	7126.4602	Salida
7126.4602		2		-------		-------		-------		-------			7136.6789	7134.0829	Salida
7134.0829		1		-------		-------		-------		-------			7136.6789	7150.0023	Llegada
7136.6789		2		0.8427		2.5679		0.7212		4.2484			7139.2468	7140.9273	Llegada
7139.2468		3		0.1682		26.7424		0.6001		6.6375			7165.9892	7140.9273	Salida
7140.9273		2		-------		-------		-------		-------			7165.9892	7145.8843	Salida
7145.8843		1		-------		-------		-------		-------			7165.9892	7150.0023	Salida
7150.0023		0		-------		-------		-------		-------			7165.9892	-------		Llegada
7165.9892		1		0.5366		9.3369		0.9897		0.1351			7175.3261	7166.1243	Salida
7166.1243		0		-------		-------		-------		-------			7175.3261	-------		Llegada
7175.3261		1		0.9474		0.8109		0.8969		1.4149			7176.1370	7176.7410	Llegada
7176.1370		2		0.4643		11.5084		0.5884		6.8935			7187.6455	7176.7410	Salida
7176.7410		1		-------		-------		-------		-------			7187.6455	7183.0306	Salida
7183.0306		0		-------		-------		-------		-------			7187.6455	-------		Llegada
7187.6455		1		0.0513		44.5631		0.2496		18.0448			7232.2086	7205.6903	Salida
7205.6903		0		-------		-------		-------		-------			7232.2086	-------		Llegada
7232.2086		1		0.4330		12.5541		0.0721		34.1862			7244.7627	7266.3947	Llegada
7244.7627		2		0.9794		0.3125		0.5088		8.7849			7245.0752	7253.5476	Llegada
7245.0752		3		0.7645		4.0282		0.8409		2.2528			7249.1034	7247.3280	Salida
7247.3280		2		-------		-------		-------		-------			7249.1034	7253.5476	Llegada
7249.1034		3		0.5898		7.9207		0.1593		23.8773			7257.0241	7253.5476	Salida
7253.5476		2		-------		-------		-------		-------			7257.0241	7266.3947	Llegada
7257.0241		3		0.8442		2.5397		0.9676		0.4287			7259.5638	7257.4528	Salida
7257.4528		2		-------		-------		-------		-------			7259.5638	7266.3947	Llegada
7259.5638		3		0.6490		6.4839		0.6434		5.7333			7266.0477	7265.2972	Salida
7265.2972		2		-------		-------		-------		-------			7266.0477	7266.3947	Llegada
7266.0477		3		0.7576		4.1632		0.0339		43.9938			7270.2109	7266.3947	Salida
7266.3947		2		-------		-------		-------		-------			7270.2109	7272.9807	Llegada
7270.2109		3		0.8819		1.8850		0.6004		6.6323			7272.0959	7272.9807	Llegada
7272.0959		4		0.9312		1.0691		0.3324		14.3190			7273.1650	7272.9807	Salida
7272.9807		3		-------		-------		-------		-------			7273.1650	7276.8432	Llegada
7273.1650		4		0.0869		36.6403		0.7739		3.3327			7309.8053	7276.4977	Salida
7276.4977		3		-------		-------		-------		-------			7309.8053	7276.8432	Salida
7276.8432		2		-------		-------		-------		-------			7309.8053	7286.4149	Salida
7286.4149		1		-------		-------		-------		-------			7309.8053	7310.0414	Llegada
7309.8053		2		0.0536		43.8899		0.2551		17.7598			7353.6952	7310.0414	Salida
7310.0414		1		-------		-------		-------		-------			7353.6952	7327.5651	Salida
7327.5651		0		-------		-------		-------		-------			7353.6952	-------		Llegada
7353.6952		1		0.3740		14.7520		0.5902		6.8541			7368.4472	7360.5492	Salida
7360.5492		0		-------		-------		-------		-------			7368.4472	-------		Llegada
7368.4472		1		0.2447		21.1128		0.3214		14.7565			7389.5600	7383.2037	Salida
7383.2037		0		-------		-------		-------		-------			7389.5600	-------		Llegada
7389.5600		1		0.4871		10.7891		0.7090		4.4698			7400.3491	7394.0298	Salida
7394.0298		0		-------		-------		-------		-------			7400.3491	-------		Llegada
7400.3491		1		0.9098		1.4175		0.5384		8.0498			7401.7665	7408.3989	Llegada
7401.7665		2		0.9586		0.6341		0.3429		13.9155			7402.4007	7408.3989	Llegada
7402.4007		3		0.6105		7.4030		0.9380		0.8323			7409.8037	7403.2329	Salida
7403.2329		2		-------		-------		-------		-------			7409.8037	7408.3989	Salida
7408.3989		1		-------		-------		-------		-------			7409.8037	7415.6821	Llegada
7409.8037		2		0.8516		2.4090		0.3750		12.7523			7412.2127	7415.6821	Llegada
7412.2127		3		0.7789		3.7485		0.4414		10.6318			7415.9612	7415.6821	Salida
7415.6821		2		-------		-------		-------		-------			7415.9612	7422.5560	Llegada
7415.9612		3		0.5343		9.4021		0.6231		6.1492			7425.3633	7422.1105	Salida
7422.1105		2		-------		-------		-------		-------			7425.3633	7422.5560	Salida
7422.5560		1		-------		-------		-------		-------			7425.3633	7422.8444	Salida
7422.8444		0		-------		-------		-------		-------			7425.3633	-------		Llegada
7425.3633		1		0.4090		13.4123		0.1833		22.0535			7438.7756	7447.4168	Llegada
7438.7756		2		0.2665		19.8360		0.1666		23.2985			7458.6116	7447.4168	Salida
7447.4168		1		-------		-------		-------		-------			7458.6116	7462.0741	Llegada
7458.6116		2		0.2172		22.9009		0.1484		24.8018			7481.5125	7462.0741	Salida
7462.0741		1		-------		-------		-------		-------			7481.5125	7483.4133	Llegada
7481.5125		2		0.7670		3.9794		0.1485		24.7975			7485.4919	7483.4133	Salida
7483.4133		1		-------		-------		-------		-------			7485.4919	7506.3100	Llegada
7485.4919		2		0.4808		10.9850		0.8539		2.0531			7496.4769	7487.5450	Salida
7487.5450		1		-------		-------		-------		-------			7496.4769	7506.3100	Llegada
7496.4769		2		0.9223		1.2130		0.5344		8.1460			7497.6899	7504.6228	Llegada
7497.6899		3		0.1090		33.2463		0.2963		15.8118			7530.9362	7504.6228	Salida
7504.6228		2		-------		-------		-------		-------			7530.9362	7506.3100	Salida
7506.3100		1		-------		-------		-------		-------			7530.9362	7513.5017	Salida
7513.5017		0		-------		-------		-------		-------			7530.9362	-------		Llegada
7530.9362		1		0.1246		31.2358		0.3537		13.5092			7562.1720	7544.4454	Salida
7544.4454		0		-------		-------		-------		-------			7562.1720	-------		Llegada
7562.1720		1		0.6177		7.2260		0.6117		6.3889			7569.3980	7568.5608	Salida
7568.5608		0		-------		-------		-------		-------			7569.3980	-------		Llegada
7569.3980		1		0.0628		41.5180		0.5275		8.3139			7610.9160	7577.7119	Salida
7577.7119		0		-------		-------		-------		-------			7610.9160	-------		Llegada
7610.9160		1		0.1501		28.4464		0.0214		49.9760			7639.3625	7660.8920	Llegada
7639.3625		2		0.8704		2.0820		0.7606		3.5580			7641.4444	7642.9204	Llegada
