SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t		N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio		s_llegada	s_salida	s_evento
0.0000			0		0.7219		4.8889		-------		-------			4.8889		-------		Llegada
4.8889			1		0.6099		7.4173		0.0516		38.5459			12.3062		43.4348		Llegada
12.3062			2		0.6764		5.8651		0.5598		7.5420			18.1713		19.8482		Llegada
18.1713			3		0.5914		7.8799		0.9552		0.5961			26.0512		18.7674		Salida
18.7674			2		-------		-------		-------		-------			26.0512		19.8482		Salida
19.8482			1		-------		-------		-------		-------			26.0512		43.4348		Llegada
26.0512			2		0.6893		5.5816		0.2277		19.2348			31.6328		43.4348		Llegada
31.6328			3		0.8977		1.6184		0.0214		49.9914			33.2512		43.4348		Llegada
33.2512			4		0.9497		0.7738		0.4547		10.2467			34.0250		43.4348		Llegada
34.0250			5		0.9730		0.4110		-------		-------			34.4360		43.4348		Llegada
34.4360			6		0.7103		5.1316		-------		-------			39.5675		43.4348		Llegada
39.5675			7		0.0157		62.2668		-------		-------			101.8343	43.4348	Salida
43.4348			6		-------		-------		0.6340		5.9251			101.8343	43.4348	Salida
43.4348			5		-------		-------		0.5507		7.7554			101.8343	43.4348	Salida
43.4348			4		-------		-------		0.4470		10.4666			101.8343	43.4979	Salida
43.4979			3		-------		-------		-------		-------			101.8343	45.2860	Salida
45.2860			2		-------		-------		-------		-------			101.8343	53.9014	Salida
53.9014			1		-------		-------		-------		-------			101.8343	81.6242	Salida
81.6242			0		-------		-------		-------		-------			101.8343	-------		Llegada
101.8343		1		0.7270		4.7824		0.4656		9.9365			106.6167	111.7708	Llegada
106.6167		2		0.6795		5.7955		0.1244		27.0925			112.4123	111.7708	Salida
111.7708		1		-------		-------		-------		-------			112.4123	133.7092	Llegada
112.4123		2		0.5867		7.9995		0.9106		1.2180			120.4118	113.6302	Salida
113.6302		1		-------		-------		-------		-------			120.4118	133.7092	Llegada
120.4118		2		0.9628		0.5680		0.8908		1.5035			120.9798	121.9153	Llegada
120.9798		3		0.4873		10.7822		0.7331		4.0354			131.7619	121.9153	Salida
121.9153		2		-------		-------		-------		-------			131.7619	125.0151	Salida
125.0151		1		-------		-------		-------		-------			131.7619	133.7092	Llegada
131.7619		2		0.3152		17.3188		0.1286		26.6624			149.0807	133.7092	Salida
133.7092		1		-------		-------		-------		-------			149.0807	158.4243	Llegada
149.0807		2		0.4550		11.8118		0.9251		1.0125			160.8925	150.0933	Salida
150.0933		1		-------		-------		-------		-------			160.8925	158.4243	Salida
158.4243		0		-------		-------		-------		-------			160.8925	-------		Llegada
160.8925		1		0.1802		25.7079		0.1314		26.3857			186.6004	187.2782	Llegada
186.6004		2		0.4849		10.8577		0.7715		3.3719			197.4581	187.2782	Salida
187.2782		1		-------		-------		-------		-------			197.4581	189.9723	Salida
189.9723		0		-------		-------		-------		-------			197.4581	-------		Llegada
197.4581		1		0.0866		36.7041		0.1742		22.7209			234.1622	220.1790	Salida
220.1790		0		-------		-------		-------		-------			234.1622	-------		Llegada
234.1622		1		0.9993		0.0111		0.9843		0.2060			234.1733	234.3681	Llegada
234.1733		2		0.1955		24.4799		0.9490		0.6807			258.6532	234.3681	Salida
234.3681		1		-------		-------		-------		-------			258.6532	234.8540	Salida
234.8540		0		-------		-------		-------		-------			258.6532	-------		Llegada
258.6532		1		0.4389		12.3508		0.1685		23.1498			271.0040	281.8029	Llegada
271.0040		2		0.6593		6.2496		0.4547		10.2459			277.2536	281.2499	Llegada
277.2536		3		0.8025		3.3010		0.2100		20.2913			280.5546	281.2499	Llegada
280.5546		4		0.9017		1.5517		0.5295		8.2664			282.1063	281.2499	Salida
281.2499		3		-------		-------		-------		-------			282.1063	281.8029	Salida
281.8029		2		-------		-------		-------		-------			282.1063	288.8210	Llegada
282.1063		3		0.6756		5.8825		0.5812		7.0537			287.9888	288.8210	Llegada
287.9888		4		0.6539		6.3721		0.2623		17.3995			294.3609	288.8210	Salida
288.8210		3		-------		-------		-------		-------			294.3609	289.1600	Salida
289.1600		2		-------		-------		-------		-------			294.3609	297.5449	Llegada
294.3609		3		0.4918		10.6451		0.6167		6.2831			305.0060	297.5449	Salida
297.5449		2		-------		-------		-------		-------			305.0060	300.6439	Salida
300.6439		1		-------		-------		-------		-------			305.0060	305.3883	Llegada
305.0060		2		0.1530		28.1558		0.9791		0.2741			333.1618	305.2800	Salida
305.2800		1		-------		-------		-------		-------			333.1618	305.3883	Salida
305.3883		0		-------		-------		-------		-------			333.1618	-------		Llegada
333.1618		1		0.3499		15.7524		0.4682		9.8644			348.9142	343.0262	Salida
343.0262		0		-------		-------		-------		-------			348.9142	-------		Llegada
348.9142		1		0.1077		33.4191		0.8049		2.8217			382.3333	351.7359	Salida
351.7359		0		-------		-------		-------		-------			382.3333	-------		Llegada
382.3333		1		0.3933		13.9978		0.2879		16.1860			396.3312	398.5193	Llegada
396.3312		2		0.9363		0.9879		0.8782		1.6887			397.3191	398.0199	Llegada
397.3191		3		0.0595		42.3389		0.0228		49.1409			439.6579	398.0199	Salida
398.0199		2		-------		-------		-------		-------			439.6579	398.5193	Salida
398.5193		1		-------		-------		-------		-------			439.6579	446.4600	Llegada
439.6579		2		0.0523		44.2485		0.0587		36.8564			483.9064	446.4600	Salida
446.4600		1		-------		-------		-------		-------			483.9064	476.5143	Salida
476.5143		0		-------		-------		-------		-------			483.9064	-------		Llegada
483.9064		1		0.0071		74.2100		0.2479		18.1323			558.1164	502.0387	Salida
502.0387		0		-------		-------		-------		-------			558.1164	-------		Llegada
558.1164		1		0.0077		73.0075		0.4460		10.4954			631.1239	568.6118	Salida
568.6118		0		-------		-------		-------		-------			631.1239	-------		Llegada
631.1239		1		0.4164		13.1418		0.6670		5.2655			644.2657	636.3894	Salida
636.3894		0		-------		-------		-------		-------			644.2657	-------		Llegada
644.2657		1		0.9007		1.5682		0.2189		19.7510			645.8339	664.0167	Llegada
645.8339		2		0.8769		1.9703		0.8025		2.8610			647.8042	648.6950	Llegada
647.8042		3		0.7483		4.3486		0.5525		7.7129			652.1528	648.6950	Salida
648.6950		2		-------		-------		-------		-------			652.1528	655.5172	Llegada
652.1528		3		0.3837		14.3686		0.4022		11.8395			666.5214	655.5172	Salida
655.5172		2		-------		-------		-------		-------			666.5214	663.9924	Salida
663.9924		1		-------		-------		-------		-------			666.5214	664.0167	Salida
664.0167		0		-------		-------		-------		-------			666.5214	-------		Llegada
666.5214		1		0.8148		3.0730		0.8755		1.7285			669.5944	668.2499	Salida
668.2499		0		-------		-------		-------		-------			669.5944	-------		Llegada
669.5944		1		0.0190		59.4762		0.9678		0.4255			729.0705	670.0199	Salida
670.0199		0		-------		-------		-------		-------			729.0705	-------		Llegada
729.0705		1		0.8546		2.3562		0.3688		12.9658			731.4267	742.0364	Llegada
731.4267		2		0.4360		12.4508		0.9624		0.4984			743.8775	731.9251	Salida
731.9251		1		-------		-------		-------		-------			743.8775	742.0364	Salida
742.0364		0		-------		-------		-------		-------			743.8775	-------		Llegada
743.8775		1		0.1737		26.2536		0.8293		2.4329			770.1311	746.3104	Salida
746.3104		0		-------		-------		-------		-------			770.1311	-------		Llegada
770.1311		1		0.2503		20.7760		0.1100		28.6951			790.9071	798.8262	Llegada
790.9071		2		0.7075		5.1902		0.3098		15.2355			796.0972	798.8262	Llegada
796.0972		3		0.1328		30.2818		0.7598		3.5702			826.3791	798.8262	Salida
798.8262		2		-------		-------		-------		-------			826.3791	799.6675	Salida
799.6675		1		-------		-------		-------		-------			826.3791	806.1426	Salida
806.1426		0		-------		-------		-------		-------			826.3791	-------		Llegada
826.3791		1		0.3685		14.9759		0.1399		25.5670			841.3550	851.9461	Llegada
841.3550		2		0.0077		72.9313		0.3762		12.7104			914.2862	851.9461	Salida
851.9461		1		-------		-------		-------		-------			914.2862	854.0654	Salida
854.0654		0		-------		-------		-------		-------			914.2862	-------		Llegada
914.2862		1		0.5860		8.0175		0.4241		11.1503			922.3037	925.4365	Llegada
922.3037		2		0.0431		47.1569		0.4867		9.3615			969.4607	925.4365	Salida
925.4365		1		-------		-------		-------		-------			969.4607	931.6653	Salida
931.6653		0		-------		-------		-------		-------			969.4607	-------		Llegada
969.4607		1		0.6430		6.6243		0.9200		1.0836			976.0849	970.5443	Salida
970.5443		0		-------		-------		-------		-------			976.0849	-------		Llegada
976.0849		1		0.2891		18.6122		0.3913		12.1967			994.6971	988.2817	Salida
988.2817		0		-------		-------		-------		-------			994.6971	-------		Llegada
994.6971		1		0.4725		11.2450		0.6728		5.1511			1005.9421	999.8483	Salida
999.8483		0		-------		-------		-------		-------			1005.9421	-------		Llegada
1005.9421		1		0.7936		3.4685		0.2873		16.2147			1009.4106	1022.1569	Llegada
1009.4106		2		0.5483		9.0127		0.8125		2.6989			1018.4233	1012.1095	Salida
1012.1095		1		-------		-------		-------		-------			1018.4233	1022.1569	Llegada
1018.4233		2		0.2551		20.4926		0.4030		11.8152			1038.9159	1022.1569	Salida
1022.1569		1		-------		-------		-------		-------			1038.9159	1030.2385	Salida
1030.2385		0		-------		-------		-------		-------			1038.9159	-------		Llegada
1038.9159		1		0.1814		25.6082		0.6911		4.8030			1064.5241	1043.7189	Salida
1043.7189		0		-------		-------		-------		-------			1064.5241	-------		Llegada
1064.5241		1		0.3654		15.1026		0.3551		13.4595			1079.6267	1077.9836	Salida
1077.9836		0		-------		-------		-------		-------			1079.6267	-------		Llegada
1079.6267		1		0.5204		9.7965		0.6157		6.3054			1089.4232	1085.9320	Salida
1085.9320		0		-------		-------		-------		-------			1089.4232	-------		Llegada
1089.4232		1		0.4651		11.4826		0.2279		19.2230			1100.9057	1108.6462	Llegada
1100.9057		2		0.9254		1.1623		0.5979		6.6860			1102.0681	1107.5917	Llegada
1102.0681		3		0.9878		0.1844		0.2939		15.9183			1102.2524	1107.5917	Llegada
1102.2524		4		0.7378		4.5606		0.9955		0.0584			1106.8130	1102.3108	Salida
1102.3108		3		-------		-------		-------		-------			1106.8130	1107.5917	Llegada
1106.8130		4		0.6701		6.0055		0.3238		14.6594			1112.8184	1107.5917	Salida
1107.5917		3		-------		-------		-------		-------			1112.8184	1108.6462	Salida
1108.6462		2		-------		-------		-------		-------			1112.8184	1117.9863	Llegada
1112.8184		3		0.4196		13.0250		0.7132		4.3940			1125.8434	1117.2124	Salida
1117.2124		2		-------		-------		-------		-------			1125.8434	1117.9863	Salida
1117.9863		1		-------		-------		-------		-------			1125.8434	1121.4723	Salida
1121.4723		0		-------		-------		-------		-------			1125.8434	-------		Llegada
1125.8434		1		0.8105		3.1517		0.0626		36.0137			1128.9952	1161.8571	Llegada
1128.9952		2		0.6332		6.8540		0.0996		29.9806			1135.8492	1158.9757	Llegada
1135.8492		3		0.4540		11.8458		0.1057		29.2074			1147.6950	1158.9757	Llegada
1147.6950		4		0.7725		3.8722		0.2475		18.1510			1151.5672	1158.9757	Llegada
1151.5672		5		0.3930		14.0081		-------		-------			1165.5753	1158.9757	Salida
1158.9757		4		-------		-------		0.3208		14.7790			1165.5753	1161.8571	Salida
1161.8571		3		-------		-------		-------		-------			1165.5753	1165.0566	Salida
1165.0566		2		-------		-------		-------		-------			1165.5753	1165.8461	Llegada
1165.5753		3		0.0601		42.1886		0.6481		5.6380			1207.7639	1165.8461	Salida
1165.8461		2		-------		-------		-------		-------			1207.7639	1171.2134	Salida
1171.2134		1		-------		-------		-------		-------			1207.7639	1173.7548	Salida
1173.7548		0		-------		-------		-------		-------			1207.7639	-------		Llegada
1207.7639		1		0.7238		4.8483		0.2414		18.4758			1212.6122	1226.2396	Llegada
1212.6122		2		0.3392		16.2167		0.0892		31.4215			1228.8290	1226.2396	Salida
1226.2396		1		-------		-------		-------		-------			1228.8290	1244.0337	Llegada
1228.8290		2		0.5965		7.7495		0.8596		1.9660			1236.5785	1230.7950	Salida
1230.7950		1		-------		-------		-------		-------			1236.5785	1244.0337	Llegada
1236.5785		2		0.7049		5.2462		0.0616		36.2274			1241.8247	1244.0337	Llegada
1241.8247		3		0.0876		36.5276		0.6303		6.0002			1278.3523	1244.0337	Salida
1244.0337		2		-------		-------		-------		-------			1278.3523	1247.8249	Salida
1247.8249		1		-------		-------		-------		-------			1278.3523	1272.8059	Salida
1272.8059		0		-------		-------		-------		-------			1278.3523	-------		Llegada
1278.3523		1		0.6595		6.2432		0.0754		33.6099			1284.5956	1311.9623	Llegada
1284.5956		2		0.9242		1.1822		0.3974		11.9975			1285.7778	1296.5931	Llegada
1285.7778		3		0.0709		39.7000		0.5943		6.7650			1325.4778	1292.5428	Salida
1292.5428		2		-------		-------		-------		-------			1325.4778	1296.5931	Salida
1296.5931		1		-------		-------		-------		-------			1325.4778	1311.9623	Salida
1311.9623		0		-------		-------		-------		-------			1325.4778	-------		Llegada
1325.4778		1		0.7212		4.9033		0.4905		9.2593			1330.3811	1334.7371	Llegada
1330.3811		2		0.3075		17.6899		0.5317		8.2128			1348.0710	1334.7371	Salida
1334.7371		1		-------		-------		-------		-------			1348.0710	1338.5939	Salida
1338.5939		0		-------		-------		-------		-------			1348.0710	-------		Llegada
1348.0710		1		0.5532		8.8810		0.9407		0.7946			1356.9520	1348.8656	Salida
1348.8656		0		-------		-------		-------		-------			1356.9520	-------		Llegada
1356.9520		1		0.6313		6.8997		0.0072		64.2236			1363.8517	1421.1756	Llegada
1363.8517		2		0.0465		46.0402		0.4038		11.7895			1409.8919	1375.6412	Salida
1375.6412		1		-------		-------		-------		-------			1409.8919	1421.1756	Llegada
1409.8919		2		0.2547		20.5162		0.4395		10.6881			1430.4081	1420.5800	Salida
1420.5800		1		-------		-------		-------		-------			1430.4081	1421.1756	Salida
1421.1756		0		-------		-------		-------		-------			1430.4081	-------		Llegada
1430.4081		1		0.7246		4.8318		0.3147		15.0285			1435.2399	1445.4366	Llegada
1435.2399		2		0.0876		36.5265		0.4484		10.4263			1471.7664	1445.4366	Salida
1445.4366		1		-------		-------		-------		-------			1471.7664	1445.6662	Salida
1445.6662		0		-------		-------		-------		-------			1471.7664	-------		Llegada
1471.7664		1		0.5562		8.8007		0.4268		11.0685			1480.5671	1482.8349	Llegada
1480.5671		2		0.5376		9.3094		0.1527		24.4326			1489.8765	1482.8349	Salida
1482.8349		1		-------		-------		-------		-------			1489.8765	1504.9997	Llegada
1489.8765		2		0.2865		18.7527		0.2425		18.4192			1508.6292	1504.9997	Salida
1504.9997		1		-------		-------		-------		-------			1508.6292	1508.2957	Salida
1508.2957		0		-------		-------		-------		-------			1508.6292	-------		Llegada
1508.6292		1		0.2143		23.1057		0.3740		12.7843			1531.7349	1521.4135	Salida
1521.4135		0		-------		-------		-------		-------			1531.7349	-------		Llegada
1531.7349		1		0.8728		2.0411		0.8738		1.7532			1533.7761	1533.4881	Salida
1533.4881		0		-------		-------		-------		-------			1533.7761	-------		Llegada
1533.7761		1		0.4494		11.9975		0.7970		2.9498			1545.7736	1536.7259	Salida
1536.7259		0		-------		-------		-------		-------			1545.7736	-------		Llegada
1545.7736		1		0.2712		19.5731		0.5203		8.4938			1565.3467	1554.2674	Salida
1554.2674		0		-------		-------		-------		-------			1565.3467	-------		Llegada
1565.3467		1		0.3913		14.0749		0.9924		0.0995			1579.4216	1565.4462	Salida
1565.4462		0		-------		-------		-------		-------			1579.4216	-------		Llegada
1579.4216		1		0.0108		67.8862		0.6988		4.6597			1647.3078	1584.0812	Salida
1584.0812		0		-------		-------		-------		-------			1647.3078	-------		Llegada
1647.3078		1		0.5240		9.6931		0.5640		7.4449			1657.0008	1654.7527	Salida
1654.7527		0		-------		-------		-------		-------			1657.0008	-------		Llegada
1657.0008		1		0.6395		6.7066		0.1553		24.2089			1663.7075	1681.2097	Llegada
1663.7075		2		0.5712		8.4013		0.6859		4.9008			1672.1087	1668.6083	Salida
1668.6083		1		-------		-------		-------		-------			1672.1087	1681.2097	Llegada
1672.1087		2		0.5591		8.7212		0.8258		2.4876			1680.8300	1674.5963	Salida
1674.5963		1		-------		-------		-------		-------			1680.8300	1681.2097	Llegada
1680.8300		2		0.1254		31.1430		0.2837		16.3772			1711.9730	1681.2097	Salida
1681.2097		1		-------		-------		-------		-------			1711.9730	1697.2071	Salida
1697.2071		0		-------		-------		-------		-------			1711.9730	-------		Llegada
1711.9730		1		0.1406		29.4306		0.2130		20.1043			1741.4036	1732.0773	Salida
1732.0773		0		-------		-------		-------		-------			1741.4036	-------		Llegada
1741.4036		1		0.7321		4.6768		0.6967		4.6978			1746.0804	1746.1014	Llegada
1746.0804		2		0.6398		6.6990		0.2697		17.0336			1752.7794	1746.1014	Salida
1746.1014		1		-------		-------		-------		-------			1752.7794	1763.1140	Llegada
1752.7794		2		0.8494		2.4484		0.9263		0.9959			1755.2277	1753.7753	Salida
1753.7753		1		-------		-------		-------		-------			1755.2277	1763.1140	Llegada
1755.2277		2		0.5122		10.0351		0.0637		35.7966			1765.2628	1763.1140	Salida
1763.1140		1		-------		-------		-------		-------			1765.2628	1791.0243	Llegada
1765.2628		2		0.3003		18.0452		0.3850		12.4088			1783.3080	1777.6716	Salida
1777.6716		1		-------		-------		-------		-------			1783.3080	1791.0243	Llegada
1783.3080		2		0.9375		0.9675		0.7497		3.7452			1784.2755	1787.0532	Llegada
1784.2755		3		0.1820		25.5573		0.2087		20.3664			1809.8328	1787.0532	Salida
1787.0532		2		-------		-------		-------		-------			1809.8328	1791.0243	Salida
1791.0243		1		-------		-------		-------		-------			1809.8328	1804.6419	Salida
1804.6419		0		-------		-------		-------		-------			1809.8328	-------		Llegada
1809.8328		1		0.2700		19.6411		0.5733		7.2332			1829.4739	1817.0660	Salida
1817.0660		0		-------		-------		-------		-------			1829.4739	-------		Llegada
1829.4739		1		0.2011		24.0580		0.2808		16.5111			1853.5318	1845.9850	Salida
1845.9850		0		-------		-------		-------		-------			1853.5318	-------		Llegada
1853.5318		1		0.2720		19.5273		0.7251		4.1779			1873.0591	1857.7097	Salida
1857.7097		0		-------		-------		-------		-------			1873.0591	-------		Llegada
1873.0591		1		0.8448		2.5296		0.9115		1.2045			1875.5886	1874.2635	Salida
1874.2635		0		-------		-------		-------		-------			1875.5886	-------		Llegada
1875.5886		1		0.8805		1.9094		0.4160		11.4027			1877.4980	1886.9913	Llegada
1877.4980		2		0.5974		7.7266		0.4396		10.6851			1885.2246	1886.9913	Llegada
1885.2246		3		0.2418		21.2936		0.7228		4.2193			1906.5183	1886.9913	Salida
1886.9913		2		-------		-------		-------		-------			1906.5183	1888.1831	Salida
1888.1831		1		-------		-------		-------		-------			1906.5183	1889.4439	Salida
1889.4439		0		-------		-------		-------		-------			1906.5183	-------		Llegada
1906.5183		1		0.7233		4.8590		0.3824		12.4972			1911.3773	1919.0154	Llegada
1911.3773		2		0.9358		0.9947		0.4554		10.2245			1912.3720	1919.0154	Llegada
1912.3720		3		0.0791		38.0536		0.5756		7.1796			1950.4255	1919.0154	Salida
1919.0154		2		-------		-------		-------		-------			1950.4255	1919.5515	Salida
1919.5515		1		-------		-------		-------		-------			1950.4255	1921.6017	Salida
1921.6017		0		-------		-------		-------		-------			1950.4255	-------		Llegada
1950.4255		1		0.7252		4.8200		0.9285		0.9643			1955.2455	1951.3898	Salida
1951.3898		0		-------		-------		-------		-------			1955.2455	-------		Llegada
1955.2455		1		0.5019		10.3406		0.2374		18.6941			1965.5861	1973.9396	Llegada
1965.5861		2		0.9922		0.1173		0.8022		2.8655			1965.7034	1968.4516	Llegada
1965.7034		3		0.6224		7.1127		0.9297		0.9470			1972.8161	1966.6504	Salida
1966.6504		2		-------		-------		-------		-------			1972.8161	1968.4516	Salida
1968.4516		1		-------		-------		-------		-------			1972.8161	1973.9396	Llegada
1972.8161		2		0.5519		8.9166		0.8044		2.8298			1981.7327	1973.9396	Salida
1973.9396		1		-------		-------		-------		-------			1981.7327	1975.6459	Salida
1975.6459		0		-------		-------		-------		-------			1981.7327	-------		Llegada
1981.7327		1		0.1385		29.6544		0.8219		2.5505			2011.3870	1984.2832	Salida
1984.2832		0		-------		-------		-------		-------			2011.3870	-------		Llegada
2011.3870		1		0.3777		14.6068		0.3396		14.0395			2025.9938	2025.4266	Salida
2025.4266		0		-------		-------		-------		-------			2025.9938	-------		Llegada
2025.9938		1		0.1027		34.1449		0.6497		5.6064			2060.1387	2031.6002	Salida
2031.6002		0		-------		-------		-------		-------			2060.1387	-------		Llegada
2060.1387		1		0.0648		41.0568		0.9475		0.7014			2101.1955	2060.8401	Salida
2060.8401		0		-------		-------		-------		-------			2101.1955	-------		Llegada
2101.1955		1		0.5612		8.6652		0.9452		0.7322			2109.8607	2101.9277	Salida
2101.9277		0		-------		-------		-------		-------			2109.8607	-------		Llegada
2109.8607		1		0.3635		15.1816		0.1586		23.9348			2125.0423	2133.7955	Llegada
2125.0423		2		0.3848		14.3249		0.6053		6.5271			2139.3672	2131.5694	Salida
2131.5694		1		-------		-------		-------		-------			2139.3672	2133.7955	Salida
2133.7955		0		-------		-------		-------		-------			2139.3672	-------		Llegada
2139.3672		1		0.8815		1.8923		0.1081		28.9194			2141.2595	2168.2867	Llegada
2141.2595		2		0.9877		0.1863		0.8173		2.6225			2141.4458	2143.8820	Llegada
2141.4458		3		0.5635		8.6025		0.0668		35.1851			2150.0483	2143.8820	Salida
2143.8820		2		-------		-------		-------		-------			2150.0483	2168.2867	Llegada
2150.0483		3		0.3930		14.0109		0.2887		16.1493			2164.0592	2166.1977	Llegada
2164.0592		4		0.9953		0.0710		0.8948		1.4443			2164.1302	2165.5036	Llegada
2164.1302		5		0.5261		9.6330		-------		-------			2173.7633	2165.5036	Salida
2165.5036		4		-------		-------		0.9875		0.1637			2173.7633	2165.6672	Salida
2165.6672		3		-------		-------		-------		-------			2173.7633	2166.1977	Salida
2166.1977		2		-------		-------		-------		-------			2173.7633	2168.2867	Salida
2168.2867		1		-------		-------		-------		-------			2173.7633	2176.6309	Llegada
2173.7633		2		0.6970		5.4140		0.1485		24.7908			2179.1772	2176.6309	Salida
2176.6309		1		-------		-------		-------		-------			2179.1772	2198.5541	Llegada
2179.1772		2		0.9172		1.2959		0.2489		18.0792			2180.4731	2197.2564	Llegada
2180.4731		3		0.9529		0.7235		0.0557		37.5357			2181.1967	2197.2564	Llegada
2181.1967		4		0.0708		39.7286		0.3306		14.3905			2220.9252	2195.5872	Salida
2195.5872		3		-------		-------		-------		-------			2220.9252	2197.2564	Salida
2197.2564		2		-------		-------		-------		-------			2220.9252	2198.5541	Salida
2198.5541		1		-------		-------		-------		-------			2220.9252	2218.0088	Salida
2218.0088		0		-------		-------		-------		-------			2220.9252	-------		Llegada
2220.9252		1		0.3953		13.9205		0.1734		22.7771			2234.8457	2243.7023	Llegada
2234.8457		2		0.9802		0.2992		0.4601		10.0924			2235.1449	2243.7023	Llegada
2235.1449		3		0.1209		31.6933		0.5414		7.9756			2266.8382	2243.1205	Salida
2243.1205		2		-------		-------		-------		-------			2266.8382	2243.7023	Salida
2243.7023		1		-------		-------		-------		-------			2266.8382	2244.9381	Salida
2244.9381		0		-------		-------		-------		-------			2266.8382	-------		Llegada
2266.8382		1		0.4053		13.5462		0.4843		9.4246			2280.3844	2276.2628	Salida
2276.2628		0		-------		-------		-------		-------			2280.3844	-------		Llegada
2280.3844		1		0.7001		5.3483		0.7901		3.0622			2285.7327	2283.4466	Salida
2283.4466		0		-------		-------		-------		-------			2285.7327	-------		Llegada
2285.7327		1		0.0896		36.1846		0.5816		7.0465			2321.9173	2292.7792	Salida
2292.7792		0		-------		-------		-------		-------			2321.9173	-------		Llegada
2321.9173		1		0.8982		1.6096		0.0773		33.2867			2323.5269	2355.2040	Llegada
2323.5269		2		0.3989		13.7864		0.4618		10.0441			2337.3133	2333.5710	Salida
2333.5710		1		-------		-------		-------		-------			2337.3133	2355.2040	Llegada
2337.3133		2		0.1440		29.0658		0.7918		3.0342			2366.3791	2340.3475	Salida
2340.3475		1		-------		-------		-------		-------			2366.3791	2355.2040	Salida
2355.2040		0		-------		-------		-------		-------			2366.3791	-------		Llegada
2366.3791		1		0.7505		4.3046		0.1393		25.6238			2370.6837	2392.0029	Llegada
2370.6837		2		0.6867		5.6382		0.2767		16.7044			2376.3220	2387.3882	Llegada
2376.3220		3		0.1268		30.9776		0.3837		12.4523			2407.2995	2387.3882	Salida
2387.3882		2		-------		-------		-------		-------			2407.2995	2388.7742	Salida
2388.7742		1		-------		-------		-------		-------			2407.2995	2392.0029	Salida
2392.0029		0		-------		-------		-------		-------			2407.2995	-------		Llegada
2407.2995		1		0.4252		12.8283		0.0440		40.5975			2420.1278	2447.8971	Llegada
2420.1278		2		0.6326		6.8685		0.3781		12.6437			2426.9963	2432.7716	Llegada
2426.9963		3		0.0998		34.5759		0.7034		4.5745			2461.5722	2431.5708	Salida
2431.5708		2		-------		-------		-------		-------			2461.5722	2432.7716	Salida
2432.7716		1		-------		-------		-------		-------			2461.5722	2447.8971	Salida
2447.8971		0		-------		-------		-------		-------			2461.5722	-------		Llegada
2461.5722		1		0.7087		5.1657		0.4951		9.1394			2466.7379	2470.7116	Llegada
2466.7379		2		0.8768		1.9726		0.6889		4.8444			2468.7105	2470.7116	Llegada
2468.7105		3		0.9552		0.6880		0.9977		0.0304			2469.3984	2468.7409	Salida
2468.7409		2		-------		-------		-------		-------			2469.3984	2470.7116	Llegada
2469.3984		3		0.2304		22.0218		0.3605		13.2637			2491.4202	2470.7116	Salida
2470.7116		2		-------		-------		-------		-------			2491.4202	2471.5823	Salida
2471.5823		1		-------		-------		-------		-------			2491.4202	2482.6622	Salida
2482.6622		0		-------		-------		-------		-------			2491.4202	-------		Llegada
2491.4202		1		0.4820		10.9470		0.9304		0.9372			2502.3673	2492.3575	Salida
2492.3575		0		-------		-------		-------		-------			2502.3673	-------		Llegada
2502.3673		1		0.1506		28.3943		0.5716		7.2708			2530.7616	2509.6381	Salida
2509.6381		0		-------		-------		-------		-------			2530.7616	-------		Llegada
2530.7616		1		0.5120		10.0413		0.0489		39.2403			2540.8028	2570.0019	Llegada
2540.8028		2		0.6489		6.4877		0.9109		1.2134			2547.2905	2542.0162	Salida
2542.0162		1		-------		-------		-------		-------			2547.2905	2570.0019	Llegada
2547.2905		2		0.5107		10.0804		0.7929		3.0166			2557.3709	2550.3071	Salida
2550.3071		1		-------		-------		-------		-------			2557.3709	2570.0019	Llegada
2557.3709		2		0.7027		5.2919		0.2612		17.4519			2562.6628	2570.0019	Llegada
2562.6628		3		0.9322		1.0528		0.3894		12.2607			2563.7156	2570.0019	Llegada
2563.7156		4		0.5379		9.3022		0.0590		36.7895			2573.0177	2570.0019	Salida
2570.0019		3		-------		-------		-------		-------			2573.0177	2574.8227	Llegada
2573.0177		4		0.7731		3.8599		0.9631		0.4894			2576.8776	2573.5071	Salida
2573.5071		3		-------		-------		-------		-------			2576.8776	2574.8227	Salida
2574.8227		2		-------		-------		-------		-------			2576.8776	2574.9235	Salida
2574.9235		1		-------		-------		-------		-------			2576.8776	2600.5051	Llegada
2576.8776		2		0.1030		34.0889		0.4057		11.7270			2610.9665	2588.6046	Salida
2588.6046		1		-------		-------		-------		-------			2610.9665	2600.5051	Salida
2600.5051		0		-------		-------		-------		-------			2610.9665	-------		Llegada
2610.9665		1		0.3412		16.1312		0.2028		20.7421			2627.0976	2631.7086	Llegada
2627.0976		2		0.1091		33.2337		0.0498		38.9917			2660.3314	2631.7086	Salida
2631.7086		1		-------		-------		-------		-------			2660.3314	2666.0894	Llegada
2660.3314		2		0.6979		5.3956		0.9859		0.1851			2665.7270	2660.5164	Salida
2660.5164		1		-------		-------		-------		-------			2665.7270	2666.0894	Llegada
2665.7270		2		0.7387		4.5424		0.6531		5.5393			2670.2693	2666.0894	Salida
2666.0894		1		-------		-------		-------		-------			2670.2693	2671.2663	Llegada
