SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t	N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio	s_llegada	s_salida	s_evento
1994.0351	1	0.4517	7.9485	0.5818	2.7079	-------	1996.7430	Salida
1996.7430	0	-------	-------	-------	-------	-------	-------	Salida

--------------------------------------------------------------------------------------------------------------------

SIMULACION PARA EL MODELO - REPLICA #5

Tiempo_t	N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio	s_llegada	s_salida	s_evento
0.0000	0	0.6481	4.3373	-------	-------	4.3373	-------	Llegada
4.3373	1	0.1988	16.1562	0.0986	11.5844	20.4935	15.9217	Salida
15.9217	0	-------	-------	-------	-------	20.4935	-------	Llegada
20.4935	1	0.5822	5.4101	0.6903	1.8528	25.9036	22.3463	Salida
22.3463	0	-------	-------	-------	-------	25.9036	-------	Llegada
25.9036	1	0.0688	26.7728	0.2124	7.7476	52.6764	33.6512	Salida
33.6512	0	-------	-------	-------	-------	52.6764	-------	Llegada
52.6764	1	0.6188	4.7992	0.9582	0.2133	57.4755	52.8897	Salida
52.8897	0	-------	-------	-------	-------	57.4755	-------	Llegada
57.4755	1	0.6501	4.3055	0.5869	2.6646	61.7811	60.1401	Salida
60.1401	0	-------	-------	-------	-------	61.7811	-------	Llegada
61.7811	1	0.5603	5.7923	0.4197	4.3416	67.5734	66.1227	Salida
66.1227	0	-------	-------	-------	-------	67.5734	-------	Llegada
67.5734	1	0.1390	19.7314	0.7670	1.3266	87.3048	68.9000	Salida
68.9000	0	-------	-------	-------	-------	87.3048	-------	Llegada
87.3048	1	0.5748	5.5372	0.2814	6.3407	92.8420	93.6455	Llegada
92.8420	2	0.8092	2.1176	0.0392	16.1951	94.9596	93.6455	Salida
93.6455	1	-------	-------	-------	-------	94.9596	109.0371	Llegada
94.9596	2	0.0700	26.5979	0.9296	0.3648	121.5576	95.3245	Salida
95.3245	1	-------	-------	-------	-------	121.5576	109.0371	Salida
109.0371	0	-------	-------	-------	-------	121.5576	-------	Llegada
121.5576	1	0.4198	8.6806	0.9475	0.2695	130.2381	121.8271	Salida
121.8271	0	-------	-------	-------	-------	130.2381	-------	Llegada
130.2381	1	0.6871	3.7523	0.1923	8.2448	133.9905	138.4829	Llegada
133.9905	2	0.2718	13.0280	0.5410	3.0714	147.0184	137.0618	Salida
137.0618	1	-------	-------	-------	-------	147.0184	138.4829	Salida
138.4829	0	-------	-------	-------	-------	147.0184	-------	Llegada
147.0184	1	0.4636	7.6863	0.5278	3.1950	154.7048	150.2134	Salida
150.2134	0	-------	-------	-------	-------	154.7048	-------	Llegada
154.7048	1	0.9927	0.0734	0.0455	15.4527	154.7782	170.1574	Llegada
154.7782	2	0.1759	17.3779	0.1915	8.2656	172.1560	163.0437	Salida
163.0437	1	-------	-------	-------	-------	172.1560	170.1574	Salida
170.1574	0	-------	-------	-------	-------	172.1560	-------	Llegada
172.1560	1	0.1441	19.3753	0.7581	1.3849	191.5314	173.5409	Salida
173.5409	0	-------	-------	-------	-------	191.5314	-------	Llegada
191.5314	1	0.8818	1.2579	0.2128	7.7368	192.7892	199.2681	Llegada
192.7892	2	0.9704	0.3002	0.5006	3.4594	193.0895	196.2487	Llegada
193.0895	3	0.1710	17.6587	0.6206	2.3856	210.7482	195.4751	Salida
195.4751	2	-------	-------	-------	-------	210.7482	196.2487	Salida
196.2487	1	-------	-------	-------	-------	210.7482	199.2681	Salida
199.2681	0	-------	-------	-------	-------	210.7482	-------	Llegada
210.7482	1	0.0875	24.3585	0.7314	1.5642	235.1067	212.3124	Salida
212.3124	0	-------	-------	-------	-------	235.1067	-------	Llegada
235.1067	1	0.0402	32.1328	0.2265	7.4241	267.2396	242.5308	Salida
242.5308	0	-------	-------	-------	-------	267.2396	-------	Llegada
267.2396	1	0.4983	6.9648	0.6150	2.4304	274.2044	269.6699	Salida
269.6699	0	-------	-------	-------	-------	274.2044	-------	Llegada
274.2044	1	0.5079	6.7747	0.3075	5.8966	280.9791	280.1010	Salida
280.1010	0	-------	-------	-------	-------	280.9791	-------	Llegada
280.9791	1	0.6542	4.2429	0.5779	2.7421	285.2220	283.7212	Salida
283.7212	0	-------	-------	-------	-------	285.2220	-------	Llegada
285.2220	1	0.2371	14.3918	0.0740	13.0182	299.6138	298.2402	Salida
298.2402	0	-------	-------	-------	-------	299.6138	-------	Llegada
299.6138	1	0.5254	6.4362	0.9243	0.3939	306.0500	300.0077	Salida
300.0077	0	-------	-------	-------	-------	306.0500	-------	Llegada
306.0500	1	0.2663	13.2330	0.7972	1.1335	319.2830	307.1835	Salida
307.1835	0	-------	-------	-------	-------	319.2830	-------	Llegada
319.2830	1	0.4653	7.6510	0.7299	1.5742	326.9341	320.8573	Salida
320.8573	0	-------	-------	-------	-------	326.9341	-------	Llegada
326.9341	1	0.3250	11.2399	0.4580	3.9047	338.1740	330.8388	Salida
330.8388	0	-------	-------	-------	-------	338.1740	-------	Llegada
338.1740	1	0.7754	2.5440	0.5009	3.4568	340.7180	341.6308	Llegada
340.7180	2	0.6494	4.3167	0.9194	0.4200	345.0347	341.1380	Salida
341.1380	1	-------	-------	-------	-------	345.0347	341.6308	Salida
341.6308	0	-------	-------	-------	-------	345.0347	-------	Llegada
345.0347	1	0.2590	13.5108	0.5312	3.1629	358.5455	348.1975	Salida
348.1975	0	-------	-------	-------	-------	358.5455	-------	Llegada
358.5455	1	0.1322	20.2308	0.2294	7.3618	378.7763	365.9073	Salida
365.9073	0	-------	-------	-------	-------	378.7763	-------	Llegada
378.7763	1	0.0319	34.4645	0.3033	5.9654	413.2408	384.7417	Salida
384.7417	0	-------	-------	-------	-------	413.2408	-------	Llegada
413.2408	1	0.8500	1.6257	0.1194	10.6272	414.8665	423.8680	Llegada
414.8665	2	0.0347	33.6237	0.8902	0.5817	448.4903	415.4482	Salida
415.4482	1	-------	-------	-------	-------	448.4903	423.8680	Salida
423.8680	0	-------	-------	-------	-------	448.4903	-------	Llegada
448.4903	1	0.3459	10.6154	0.5330	3.1463	459.1057	451.6366	Salida
451.6366	0	-------	-------	-------	-------	459.1057	-------	Llegada
459.1057	1	0.5052	6.8277	0.8538	0.7902	465.9334	459.8958	Salida
459.8958	0	-------	-------	-------	-------	465.9334	-------	Llegada
465.9334	1	0.8405	1.7379	0.1595	9.1801	467.6713	475.1135	Llegada
467.6713	2	0.4317	8.4007	0.0776	12.7810	476.0719	475.1135	Salida
475.1135	1	-------	-------	-------	-------	476.0719	480.4523	Llegada
476.0719	2	0.2335	14.5477	0.9571	0.2194	490.6196	476.2913	Salida
476.2913	1	-------	-------	-------	-------	490.6196	480.4523	Salida
480.4523	0	-------	-------	-------	-------	490.6196	-------	Llegada
490.6196	1	0.0018	62.9275	0.4997	3.4687	553.5472	494.0883	Salida
494.0883	0	-------	-------	-------	-------	553.5472	-------	Llegada
553.5472	1	0.7542	2.8206	0.4671	3.8057	556.3678	557.3529	Llegada
556.3678	2	0.2296	14.7138	0.0792	12.6783	571.0816	557.3529	Salida
557.3529	1	-------	-------	-------	-------	571.0816	569.0461	Salida
569.0461	0	-------	-------	-------	-------	571.0816	-------	Llegada
571.0816	1	0.9251	0.7785	0.0050	26.5045	571.8600	597.5861	Llegada
571.8600	2	0.5801	5.4456	0.5745	2.7710	577.3056	574.6310	Salida
574.6310	1	-------	-------	-------	-------	577.3056	597.5861	Llegada
577.3056	2	0.9244	0.7858	0.8391	0.8774	578.0914	578.1829	Llegada
578.0914	3	0.1058	22.4662	0.0567	14.3524	600.5577	578.1829	Salida
578.1829	2	-------	-------	-------	-------	600.5577	592.4438	Salida
592.4438	1	-------	-------	-------	-------	600.5577	597.5861	Salida
597.5861	0	-------	-------	-------	-------	600.5577	-------	Llegada
600.5577	1	0.0684	26.8173	0.1376	9.9165	627.3750	610.4742	Salida
610.4742	0	-------	-------	-------	-------	627.3750	-------	Llegada
627.3750	1	0.3600	10.2177	0.9184	0.4256	637.5927	627.8006	Salida
627.8006	0	-------	-------	-------	-------	637.5927	-------	Llegada
637.5927	1	0.2570	13.5870	0.3946	4.6493	651.1796	642.2420	Salida
642.2420	0	-------	-------	-------	-------	651.1796	-------	Llegada
651.1796	1	0.8086	2.1248	0.6029	2.5299	653.3044	653.7095	Llegada
653.3044	2	0.9276	0.7516	0.3138	5.7951	654.0560	653.7095	Salida
653.7095	1	-------	-------	-------	-------	654.0560	659.0995	Llegada
654.0560	2	0.4567	7.8364	0.7681	1.3193	661.8924	655.3753	Salida
655.3753	1	-------	-------	-------	-------	661.8924	659.0995	Salida
659.0995	0	-------	-------	-------	-------	661.8924	-------	Llegada
661.8924	1	0.4732	7.4815	0.8884	0.5915	669.3739	662.4839	Salida
662.4839	0	-------	-------	-------	-------	669.3739	-------	Llegada
669.3739	1	0.8457	1.6762	0.7067	1.7358	671.0501	671.1097	Llegada
671.0501	2	0.8455	1.6783	0.8475	0.8272	672.7284	671.1097	Salida
671.1097	1	-------	-------	-------	-------	672.7284	671.8773	Salida
671.8773	0	-------	-------	-------	-------	672.7284	-------	Llegada
672.7284	1	0.2064	15.7793	0.5997	2.5564	688.5077	675.2849	Salida
675.2849	0	-------	-------	-------	-------	688.5077	-------	Llegada
688.5077	1	0.3147	11.5627	0.4360	4.1504	700.0704	692.6581	Salida
692.6581	0	-------	-------	-------	-------	700.0704	-------	Llegada
700.0704	1	0.6789	3.8723	0.2398	7.1405	703.9427	707.2109	Llegada
703.9427	2	0.4410	8.1871	0.2590	6.7540	712.1298	707.2109	Salida
707.2109	1	-------	-------	-------	-------	712.1298	710.6967	Salida
710.6967	0	-------	-------	-------	-------	712.1298	-------	Llegada
712.1298	1	0.8143	2.0543	0.3654	5.0335	714.1842	717.1633	Llegada
714.1842	2	0.0981	23.2184	0.9201	0.4166	737.4025	714.6008	Salida
714.6008	1	-------	-------	-------	-------	737.4025	717.1633	Salida
717.1633	0	-------	-------	-------	-------	737.4025	-------	Llegada
737.4025	1	0.4221	8.6253	0.1665	8.9627	746.0278	746.3652	Llegada
746.0278	2	0.0577	28.5310	0.7821	1.2292	774.5588	746.3652	Salida
746.3652	1	-------	-------	-------	-------	774.5588	747.2570	Salida
747.2570	0	-------	-------	-------	-------	774.5588	-------	Llegada
774.5588	1	0.0849	24.6584	0.3147	5.7813	799.2172	780.3401	Salida
780.3401	0	-------	-------	-------	-------	799.2172	-------	Llegada
799.2172	1	0.1767	17.3352	0.8935	0.5630	816.5524	799.7801	Salida
799.7801	0	-------	-------	-------	-------	816.5524	-------	Llegada
816.5524	1	0.9176	0.8602	0.1043	11.3044	817.4126	827.8568	Llegada
817.4126	2	0.2073	15.7355	0.3743	4.9132	833.1481	822.3258	Salida
822.3258	1	-------	-------	-------	-------	833.1481	827.8568	Salida
827.8568	0	-------	-------	-------	-------	833.1481	-------	Llegada
833.1481	1	0.8723	1.3658	0.6805	1.9243	834.5139	835.0723	Llegada
834.5139	2	0.2627	13.3657	0.7180	1.6564	847.8797	835.0723	Salida
835.0723	1	-------	-------	-------	-------	847.8797	836.1703	Salida
836.1703	0	-------	-------	-------	-------	847.8797	-------	Llegada
847.8797	1	0.3872	9.4870	0.1082	11.1171	857.3666	858.9968	Llegada
857.3666	2	0.5655	5.6999	0.5936	2.6073	863.0666	858.9968	Salida
858.9968	1	-------	-------	-------	-------	863.0666	859.9740	Salida
859.9740	0	-------	-------	-------	-------	863.0666	-------	Llegada
863.0666	1	0.7080	3.4537	0.8802	0.6381	866.5202	863.7047	Salida
863.7047	0	-------	-------	-------	-------	866.5202	-------	Llegada
866.5202	1	0.0297	35.1797	0.3869	4.7480	901.7000	871.2683	Salida
871.2683	0	-------	-------	-------	-------	901.7000	-------	Llegada
901.7000	1	0.1200	21.2067	0.4707	3.7681	922.9066	905.4681	Salida
905.4681	0	-------	-------	-------	-------	922.9066	-------	Llegada
922.9066	1	0.6459	4.3707	0.9342	0.3401	927.2773	923.2467	Salida
923.2467	0	-------	-------	-------	-------	927.2773	-------	Llegada
927.2773	1	0.8361	1.7903	0.7440	1.4784	929.0676	928.7558	Salida
928.7558	0	-------	-------	-------	-------	929.0676	-------	Llegada
929.0676	1	0.8543	1.5747	0.2582	6.7706	930.6424	935.8382	Llegada
930.6424	2	0.9106	0.9370	0.9120	0.4608	931.5794	931.1032	Salida
931.1032	1	-------	-------	-------	-------	931.5794	935.8382	Llegada
931.5794	2	0.0402	32.1319	0.9955	0.0226	963.7113	931.6020	Salida
931.6020	1	-------	-------	-------	-------	963.7113	935.8382	Salida
935.8382	0	-------	-------	-------	-------	963.7113	-------	Llegada
963.7113	1	0.2266	14.8446	0.2169	7.6418	978.5559	971.3532	Salida
971.3532	0	-------	-------	-------	-------	978.5559	-------	Llegada
978.5559	1	0.8890	1.1765	0.1442	9.6826	979.7324	988.2385	Llegada
979.7324	2	0.3211	11.3586	0.0963	11.7005	991.0909	988.2385	Salida
988.2385	1	-------	-------	-------	-------	991.0909	991.4329	Llegada
991.0909	2	0.5185	6.5677	0.1935	8.2129	997.6586	991.4329	Salida
991.4329	1	-------	-------	-------	-------	997.6586	999.3038	Llegada
997.6586	2	0.7769	2.5249	0.7813	1.2342	1000.1834	998.8927	Salida
998.8927	1	-------	-------	-------	-------	1000.1834	999.3038	Salida
999.3038	0	-------	-------	-------	-------	1000.1834	-------	Llegada
1000.1834	1	0.9115	0.9268	0.1641	9.0360	1001.1102	1009.2194	Llegada
1001.1102	2	0.8895	1.1709	0.4770	3.7010	1002.2811	1004.8113	Llegada
1002.2811	3	0.7578	2.7739	0.5975	2.5753	1005.0550	1004.8113	Salida
1004.8113	2	-------	-------	-------	-------	1005.0550	1004.8564	Salida
1004.8564	1	-------	-------	-------	-------	1005.0550	1009.2194	Llegada
1005.0550	2	0.3572	10.2946	0.7874	1.1950	1015.3496	1006.2499	Salida
1006.2499	1	-------	-------	-------	-------	1015.3496	1009.2194	Salida
1009.2194	0	-------	-------	-------	-------	1015.3496	-------	Llegada
1015.3496	1	0.9844	0.1576	0.4772	3.6996	1015.5072	1019.0491	Llegada
1015.5072	2	0.2581	13.5449	0.6303	2.3079	1029.0521	1017.8151	Salida
1017.8151	1	-------	-------	-------	-------	1029.0521	1019.0491	Salida
1019.0491	0	-------	-------	-------	-------	1029.0521	-------	Llegada
1029.0521	1	0.4114	8.8819	0.0942	11.8138	1037.9340	1040.8659	Llegada
1037.9340	2	0.3743	9.8268	0.2657	6.6270	1047.7608	1040.8659	Salida
1040.8659	1	-------	-------	-------	-------	1047.7608	1044.5610	Salida
1044.5610	0	-------	-------	-------	-------	1047.7608	-------	Llegada
1047.7608	1	0.3523	10.4317	0.2849	6.2787	1058.1925	1054.0395	Salida
1054.0395	0	-------	-------	-------	-------	1058.1925	-------	Llegada
1058.1925	1	0.1777	17.2787	0.3926	4.6753	1075.4712	1062.8678	Salida
1062.8678	0	-------	-------	-------	-------	1075.4712	-------	Llegada
1075.4712	1	0.2804	12.7169	0.4043	4.5282	1088.1881	1079.9994	Salida
1079.9994	0	-------	-------	-------	-------	1088.1881	-------	Llegada
1088.1881	1	0.6095	4.9519	0.1694	8.8784	1093.1401	1097.0666	Llegada
1093.1401	2	0.5485	6.0058	0.9306	0.3596	1099.1459	1093.4997	Salida
1093.4997	1	-------	-------	-------	-------	1099.1459	1097.0666	Salida
1097.0666	0	-------	-------	-------	-------	1099.1459	-------	Llegada
1099.1459	1	0.2657	13.2544	0.0670	13.5140	1112.4003	1112.6598	Llegada
1112.4003	2	0.1241	20.8683	0.0426	15.7851	1133.2686	1112.6598	Salida
1112.6598	1	-------	-------	-------	-------	1133.2686	1128.1854	Salida
1128.1854	0	-------	-------	-------	-------	1133.2686	-------	Llegada
1133.2686	1	0.8483	1.6453	0.0356	16.6819	1134.9140	1149.9505	Llegada
1134.9140	2	0.2067	15.7666	0.7378	1.5204	1150.6805	1136.4344	Salida
1136.4344	1	-------	-------	-------	-------	1150.6805	1149.9505	Salida
1149.9505	0	-------	-------	-------	-------	1150.6805	-------	Llegada
1150.6805	1	0.5126	6.6830	0.9644	0.1811	1157.3635	1150.8616	Salida
1150.8616	0	-------	-------	-------	-------	1157.3635	-------	Llegada
1157.3635	1	0.3353	10.9283	0.8698	0.6976	1168.2919	1158.0611	Salida
1158.0611	0	-------	-------	-------	-------	1168.2919	-------	Llegada
1168.2919	1	0.7518	2.8522	0.3196	5.7030	1171.1441	1173.9949	Llegada
1171.1441	2	0.3469	10.5863	0.0099	23.0641	1181.7304	1173.9949	Salida
1173.9949	1	-------	-------	-------	-------	1181.7304	1194.2082	Llegada
1181.7304	2	0.9499	0.5138	0.7583	1.3832	1182.2442	1183.1135	Llegada
1182.2442	3	0.1041	22.6256	0.3242	5.6317	1204.8698	1183.1135	Salida
1183.1135	2	-------	-------	-------	-------	1204.8698	1187.8759	Salida
1187.8759	1	-------	-------	-------	-------	1204.8698	1194.2082	Salida
1194.2082	0	-------	-------	-------	-------	1204.8698	-------	Llegada
1204.8698	1	0.0240	37.2847	0.4564	3.9217	1242.1545	1208.7915	Salida
1208.7915	0	-------	-------	-------	-------	1242.1545	-------	Llegada
1242.1545	1	0.6091	4.9580	0.2017	8.0051	1247.1125	1250.1596	Llegada
1247.1125	2	0.8490	1.6372	0.8894	0.5858	1248.7497	1247.6983	Salida
1247.6983	1	-------	-------	-------	-------	1248.7497	1250.1596	Llegada
1248.7497	2	0.6060	5.0091	0.4584	3.8997	1253.7588	1250.1596	Salida
1250.1596	1	-------	-------	-------	-------	1253.7588	1252.6493	Salida
1252.6493	0	-------	-------	-------	-------	1253.7588	-------	Llegada
1253.7588	1	0.0588	28.3347	0.1545	9.3388	1282.0935	1263.0975	Salida
1263.0975	0	-------	-------	-------	-------	1282.0935	-------	Llegada
1282.0935	1	0.3890	9.4408	0.3245	5.6275	1291.5343	1287.7210	Salida
1287.7210	0	-------	-------	-------	-------	1291.5343	-------	Llegada
1291.5343	1	0.2215	15.0738	0.5131	3.3363	1306.6081	1294.8706	Salida
1294.8706	0	-------	-------	-------	-------	1306.6081	-------	Llegada
1306.6081	1	0.3670	10.0227	0.0698	13.3122	1316.6308	1319.9204	Llegada
1316.6308	2	0.5487	6.0023	0.5737	2.7782	1322.6332	1319.4090	Salida
1319.4090	1	-------	-------	-------	-------	1322.6332	1319.9204	Salida
1319.9204	0	-------	-------	-------	-------	1322.6332	-------	Llegada
1322.6332	1	0.8076	2.1372	0.0613	13.9630	1324.7704	1336.5961	Llegada
1324.7704	2	0.5381	6.1964	0.1428	9.7302	1330.9668	1334.5006	Llegada
1330.9668	3	0.9310	0.7145	0.2900	6.1897	1331.6813	1334.5006	Llegada
1331.6813	4	0.4625	7.7119	0.2780	6.4011	1339.3932	1334.5006	Salida
1334.5006	3	-------	-------	-------	-------	1339.3932	1336.5961	Salida
1336.5961	2	-------	-------	-------	-------	1339.3932	1337.1565	Salida
1337.1565	1	-------	-------	-------	-------	1339.3932	1338.0825	Salida
1338.0825	0	-------	-------	-------	-------	1339.3932	-------	Llegada
1339.3932	1	0.2999	12.0429	0.4124	4.4291	1351.4361	1343.8223	Salida
1343.8223	0	-------	-------	-------	-------	1351.4361	-------	Llegada
1351.4361	1	0.0363	33.1578	0.4040	4.5318	1384.5939	1355.9679	Salida
1355.9679	0	-------	-------	-------	-------	1384.5939	-------	Llegada
1384.5939	1	0.7366	3.0571	0.0603	14.0392	1387.6510	1398.6331	Llegada
1387.6510	2	0.8604	1.5035	0.3457	5.3112	1389.1544	1392.9621	Llegada
1389.1544	3	0.2620	13.3931	0.7094	1.7167	1402.5475	1390.8712	Salida
1390.8712	2	-------	-------	-------	-------	1402.5475	1392.9621	Salida
1392.9621	1	-------	-------	-------	-------	1402.5475	1398.6331	Salida
1398.6331	0	-------	-------	-------	-------	1402.5475	-------	Llegada
1402.5475	1	0.2351	14.4764	0.8680	0.7078	1417.0239	1403.2553	Salida
1403.2553	0	-------	-------	-------	-------	1417.0239	-------	Llegada
1417.0239	1	0.1678	17.8481	0.2939	6.1220	1434.8720	1423.1459	Salida
1423.1459	0	-------	-------	-------	-------	1434.8720	-------	Llegada
1434.8720	1	0.0225	37.9530	0.5569	2.9271	1472.8250	1437.7991	Salida
1437.7991	0	-------	-------	-------	-------	1472.8250	-------	Llegada
1472.8250	1	0.6184	4.8058	0.2440	7.0537	1477.6308	1479.8786	Llegada
1477.6308	2	0.0700	26.5949	0.9855	0.0732	1504.2257	1477.7039	Salida
1477.7039	1	-------	-------	-------	-------	1504.2257	1479.8786	Salida
1479.8786	0	-------	-------	-------	-------	1504.2257	-------	Llegada
1504.2257	1	0.3137	11.5918	0.6187	2.4009	1515.8175	1506.6266	Salida
1506.6266	0	-------	-------	-------	-------	1515.8175	-------	Llegada
1515.8175	1	0.5592	5.8128	0.1213	10.5468	1521.6303	1526.3643	Llegada
1521.6303	2	0.6799	3.8577	0.0973	11.6488	1525.4880	1526.3643	Llegada
1525.4880	3	0.2642	13.3123	0.6110	2.4635	1538.8003	1526.3643	Salida
1526.3643	2	-------	-------	-------	-------	1538.8003	1527.9515	Salida
1527.9515	1	-------	-------	-------	-------	1538.8003	1533.2792	Salida
1533.2792	0	-------	-------	-------	-------	1538.8003	-------	Llegada
1538.8003	1	0.3873	9.4856	0.7266	1.5968	1548.2858	1540.3970	Salida
1540.3970	0	-------	-------	-------	-------	1548.2858	-------	Llegada
1548.2858	1	0.8889	1.1772	0.6872	1.8756	1549.4630	1550.1614	Llegada
1549.4630	2	0.1390	19.7330	0.9253	0.3885	1569.1960	1549.8515	Salida
1549.8515	1	-------	-------	-------	-------	1569.1960	1550.1614	Salida
1550.1614	0	-------	-------	-------	-------	1569.1960	-------	Llegada
1569.1960	1	0.0912	23.9476	0.8756	0.6642	1593.1437	1569.8603	Salida
1569.8603	0	-------	-------	-------	-------	1593.1437	-------	Llegada
1593.1437	1	0.9856	0.1452	0.9516	0.2480	1593.2889	1593.3917	Llegada
1593.2889	2	0.2213	15.0832	0.2476	6.9794	1608.3721	1593.3917	Salida
1593.3917	1	-------	-------	-------	-------	1608.3721	1600.2683	Salida
1600.2683	0	-------	-------	-------	-------	1608.3721	-------	Llegada
1608.3721	1	0.6610	4.1401	0.4564	3.9219	1612.5122	1612.2940	Salida
1612.2940	0	-------	-------	-------	-------	1612.5122	-------	Llegada
1612.5122	1	0.1156	21.5746	0.8288	0.9387	1634.0868	1613.4509	Salida
1613.4509	0	-------	-------	-------	-------	1634.0868	-------	Llegada
1634.0868	1	0.7503	2.8723	0.1381	9.8991	1636.9591	1643.9859	Llegada
1636.9591	2	0.3857	9.5272	0.3688	4.9880	1646.4863	1641.9471	Salida
1641.9471	1	-------	-------	-------	-------	1646.4863	1643.9859	Salida
1643.9859	0	-------	-------	-------	-------	1646.4863	-------	Llegada
1646.4863	1	0.3821	9.6218	0.4557	3.9299	1656.1081	1650.4162	Salida
1650.4162	0	-------	-------	-------	-------	1656.1081	-------	Llegada
1656.1081	1	0.3542	10.3779	0.6958	1.8135	1666.4860	1657.9215	Salida
1657.9215	0	-------	-------	-------	-------	1666.4860	-------	Llegada
1666.4860	1	0.0743	25.9909	0.9134	0.4528	1692.4769	1666.9388	Salida
1666.9388	0	-------	-------	-------	-------	1692.4769	-------	Llegada
1692.4769	1	0.8171	2.0197	0.7543	1.4100	1694.4966	1693.8869	Salida
1693.8869	0	-------	-------	-------	-------	1694.4966	-------	Llegada
1694.4966	1	0.0107	45.3398	0.0813	12.5499	1739.8364	1707.0465	Salida
1707.0465	0	-------	-------	-------	-------	1739.8364	-------	Llegada
1739.8364	1	0.3652	10.0720	0.3980	4.6060	1749.9084	1744.4425	Salida
1744.4425	0	-------	-------	-------	-------	1749.9084	-------	Llegada
1749.9084	1	0.8079	2.1333	0.2542	6.8485	1752.0418	1756.7569	Llegada
1752.0418	2	0.0852	24.6225	0.9469	0.2729	1776.6642	1752.3146	Salida
1752.3146	1	-------	-------	-------	-------	1776.6642	1756.7569	Salida
1756.7569	0	-------	-------	-------	-------	1776.6642	-------	Llegada
1776.6642	1	0.1794	17.1794	0.1764	8.6739	1793.8437	1785.3382	Salida
1785.3382	0	-------	-------	-------	-------	1793.8437	-------	Llegada
1793.8437	1	0.8225	1.9543	0.1650	9.0084	1795.7979	1802.8521	Llegada
1795.7979	2	0.1280	20.5541	0.0438	15.6449	1816.3520	1802.8521	Salida
1802.8521	1	-------	-------	-------	-------	1816.3520	1811.4428	Salida
1811.4428	0	-------	-------	-------	-------	1816.3520	-------	Llegada
1816.3520	1	0.4126	8.8519	0.7890	1.1847	1825.2040	1817.5367	Salida
1817.5367	0	-------	-------	-------	-------	1825.2040	-------	Llegada
1825.2040	1	0.5002	6.9281	0.5283	3.1909	1832.1321	1828.3949	Salida
1828.3949	0	-------	-------	-------	-------	1832.1321	-------	Llegada
1832.1321	1	0.6179	4.8149	0.2505	6.9213	1836.9470	1839.0534	Llegada
1836.9470	2	0.6663	4.0595	0.0036	28.2013	1841.0065	1839.0534	Salida
1839.0534	1	-------	-------	-------	-------	1841.0065	1865.1483	Llegada
1841.0065	2	0.6193	4.7921	0.0484	15.1407	1845.7986	1856.1472	Llegada
1845.7986	3	0.4592	7.7821	0.9735	0.1342	1853.5807	1845.9328	Salida
1845.9328	2	-------	-------	-------	-------	1853.5807	1856.1472	Llegada
1853.5807	3	0.7442	2.9544	0.5336	3.1408	1856.5350	1856.1472	Salida
1856.1472	2	-------	-------	-------	-------	1856.5350	1856.7215	Llegada
1856.5350	3	0.8869	1.1999	0.5613	2.8873	1857.7349	1856.7215	Salida
1856.7215	2	-------	-------	-------	-------	1857.7349	1859.4223	Llegada
1857.7349	3	0.2878	12.4536	0.8977	0.5398	1870.1885	1858.2747	Salida
1858.2747	2	-------	-------	-------	-------	1870.1885	1859.4223	Salida
1859.4223	1	-------	-------	-------	-------	1870.1885	1865.1483	Salida
1865.1483	0	-------	-------	-------	-------	1870.1885	-------	Llegada
1870.1885	1	0.6426	4.4224	0.6531	2.1303	1874.6110	1872.3188	Salida
1872.3188	0	-------	-------	-------	-------	1874.6110	-------	Llegada
1874.6110	1	0.2957	12.1839	0.4505	3.9872	1886.7949	1878.5981	Salida
1878.5981	0	-------	-------	-------	-------	1886.7949	-------	Llegada
1886.7949	1	0.9073	0.9732	0.3809	4.8255	1887.7681	1891.6204	Llegada
1887.7681	2	0.3974	9.2289	0.0867	12.2266	1896.9971	1891.6204	Salida
1891.6204	1	-------	-------	-------	-------	1896.9971	1899.9948	Llegada
1896.9971	2	0.5574	5.8450	0.2199	7.5740	1902.8421	1899.9948	Salida
1899.9948	1	-------	-------	-------	-------	1902.8421	1904.5711	Llegada
1902.8421	2	0.2517	13.7944	0.6854	1.8886	1916.6365	1904.5711	Salida
1904.5711	1	-------	-------	-------	-------	1916.6365	1904.7306	Salida
1904.7306	0	-------	-------	-------	-------	1916.6365	-------	Llegada
1916.6365	1	0.2636	13.3327	0.6644	2.0447	1929.9692	1918.6812	Salida
1918.6812	0	-------	-------	-------	-------	1929.9692	-------	Llegada
1929.9692	1	0.4745	7.4558	0.7638	1.3474	1937.4250	1931.3166	Salida
1931.3166	0	-------	-------	-------	-------	1937.4250	-------	Llegada
1937.4250	1	0.1926	16.4712	0.0923	11.9124	1953.8961	1949.3373	Salida
1949.3373	0	-------	-------	-------	-------	1953.8961	-------	Llegada
1953.8961	1	0.0143	42.4831	0.8590	0.7602	1996.3793	1954.6564	Salida
1954.6564	0	-------	-------	-------	-------	1996.3793	-------	Llegada
1996.3793	1	0.0959	23.4472	0.6336	2.2820	-------	1998.6613	Salida
1998.6613	0	-------	-------	-------	-------	-------	-------	Salida

--------------------------------------------------------------------------------------------------------------------

SIMULACION PARA EL MODELO - REPLICA #6

