SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t	N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio	s_llegada	s_salida	s_evento
0.0000	0	0.2009	16.0486	-------	-------	16.0486	-------	Llegada
16.0486	1	0.6053	5.0202	0.2692	6.5620	21.0688	22.6105	Llegada
21.0688	2	0.9735	0.2684	0.0205	19.4352	21.3372	22.6105	Llegada
21.3372	3	0.4551	7.8723	0.9045	0.5016	29.2095	21.8388	Salida
21.8388	2	-------	-------	-------	-------	29.2095	22.6105	Salida
22.6105	1	-------	-------	-------	-------	29.2095	40.5039	Llegada
29.2095	2	0.5332	6.2880	0.8787	0.6465	35.4974	29.8560	Salida
29.8560	1	-------	-------	-------	-------	35.4974	40.5039	Llegada
35.4974	2	0.2279	14.7886	0.7679	1.3205	50.2860	36.8179	Salida
36.8179	1	-------	-------	-------	-------	50.2860	40.5039	Salida
40.5039	0	-------	-------	-------	-------	50.2860	-------	Llegada
50.2860	1	0.3837	9.5790	0.1761	8.6831	59.8650	58.9691	Salida
58.9691	0	-------	-------	-------	-------	59.8650	-------	Llegada
59.8650	1	0.8253	1.9205	0.6132	2.4451	61.7855	62.3101	Llegada
61.7855	2	0.6490	4.3237	0.6916	1.8435	66.1092	62.3101	Salida
62.3101	1	-------	-------	-------	-------	66.1092	63.6289	Salida
63.6289	0	-------	-------	-------	-------	66.1092	-------	Llegada
66.1092	1	0.9913	0.0876	0.1667	8.9591	66.1968	75.0683	Llegada
66.1968	2	0.4209	8.6526	0.3673	5.0081	74.8493	71.2049	Salida
71.2049	1	-------	-------	-------	-------	74.8493	75.0683	Llegada
74.8493	2	0.7373	3.0470	0.8217	0.9822	77.8963	75.0683	Salida
75.0683	1	-------	-------	-------	-------	77.8963	75.8315	Salida
75.8315	0	-------	-------	-------	-------	77.8963	-------	Llegada
77.8963	1	0.0760	25.7718	0.6934	1.8310	103.6681	79.7273	Salida
79.7273	0	-------	-------	-------	-------	103.6681	-------	Llegada
103.6681	1	0.7873	2.3909	0.0437	15.6517	106.0590	119.3198	Llegada
106.0590	2	0.5651	5.7077	0.4256	4.2707	111.7667	110.3297	Salida
110.3297	1	-------	-------	-------	-------	111.7667	119.3198	Llegada
111.7667	2	0.6743	3.9414	0.5527	2.9650	115.7081	114.7317	Salida
114.7317	1	-------	-------	-------	-------	115.7081	119.3198	Llegada
115.7081	2	0.6266	4.6750	0.2796	6.3726	120.3831	119.3198	Salida
119.3198	1	-------	-------	-------	-------	120.3831	122.0807	Llegada
120.3831	2	0.8218	1.9621	0.6001	2.5535	122.3452	122.0807	Salida
122.0807	1	-------	-------	-------	-------	122.3452	122.9366	Llegada
122.3452	2	0.3001	12.0374	0.2769	6.4197	134.3826	122.9366	Salida
122.9366	1	-------	-------	-------	-------	134.3826	128.7649	Salida
128.7649	0	-------	-------	-------	-------	134.3826	-------	Llegada
134.3826	1	0.5046	6.8395	0.8333	0.9118	141.2221	135.2944	Salida
135.2944	0	-------	-------	-------	-------	141.2221	-------	Llegada
141.2221	1	0.1556	18.6015	0.7325	1.5563	159.8237	142.7785	Salida
142.7785	0	-------	-------	-------	-------	159.8237	-------	Llegada
159.8237	1	0.6012	5.0883	0.5393	3.0870	164.9120	162.9107	Salida
162.9107	0	-------	-------	-------	-------	164.9120	-------	Llegada
164.9120	1	0.9086	0.9581	0.4265	4.2611	165.8702	169.1731	Llegada
165.8702	2	0.1526	18.8010	0.5576	2.9206	184.6711	168.7907	Salida
168.7907	1	-------	-------	-------	-------	184.6711	169.1731	Salida
169.1731	0	-------	-------	-------	-------	184.6711	-------	Llegada
184.6711	1	0.1181	21.3619	0.1439	9.6948	206.0330	194.3659	Salida
194.3659	0	-------	-------	-------	-------	206.0330	-------	Llegada
206.0330	1	0.7243	3.2261	0.5390	3.0897	209.2591	209.1227	Salida
209.1227	0	-------	-------	-------	-------	209.2591	-------	Llegada
209.2591	1	0.5111	6.7111	0.4616	3.8653	215.9702	213.1243	Salida
213.1243	0	-------	-------	-------	-------	215.9702	-------	Llegada
215.9702	1	0.3607	10.1969	0.5871	2.6626	226.1671	218.6328	Salida
218.6328	0	-------	-------	-------	-------	226.1671	-------	Llegada
226.1671	1	0.1550	18.6458	0.1481	9.5509	244.8129	235.7181	Salida
235.7181	0	-------	-------	-------	-------	244.8129	-------	Llegada
244.8129	1	0.6308	4.6072	0.7201	1.6421	249.4201	246.4551	Salida
246.4551	0	-------	-------	-------	-------	249.4201	-------	Llegada
249.4201	1	0.5737	5.5565	0.3051	5.9358	254.9766	255.3559	Llegada
254.9766	2	0.2727	12.9932	0.2003	8.0406	267.9698	255.3559	Salida
255.3559	1	-------	-------	-------	-------	267.9698	263.0172	Salida
263.0172	0	-------	-------	-------	-------	267.9698	-------	Llegada
267.9698	1	0.5847	5.3674	0.0946	11.7927	273.3372	279.7625	Llegada
273.3372	2	0.8003	2.2271	0.8847	0.6124	275.5643	273.9496	Salida
273.9496	1	-------	-------	-------	-------	275.5643	279.7625	Llegada
275.5643	2	0.3715	9.9020	0.3050	5.9378	285.4663	279.7625	Salida
279.7625	1	-------	-------	-------	-------	285.4663	281.5021	Salida
281.5021	0	-------	-------	-------	-------	285.4663	-------	Llegada
285.4663	1	0.7180	3.3125	0.5272	3.2013	288.7788	288.6677	Salida
288.6677	0	-------	-------	-------	-------	288.7788	-------	Llegada
288.7788	1	0.0375	32.8393	0.3192	5.7093	321.6182	294.4882	Salida
294.4882	0	-------	-------	-------	-------	321.6182	-------	Llegada
321.6182	1	0.0665	27.1059	0.9461	0.2770	348.7240	321.8951	Salida
321.8951	0	-------	-------	-------	-------	348.7240	-------	Llegada
348.7240	1	0.7457	2.9345	0.2191	7.5918	351.6585	356.3158	Llegada
351.6585	2	0.5037	6.8575	0.8638	0.7321	358.5160	352.3906	Salida
352.3906	1	-------	-------	-------	-------	358.5160	356.3158	Salida
356.3158	0	-------	-------	-------	-------	358.5160	-------	Llegada
358.5160	1	0.3629	10.1355	0.2280	7.3927	368.6515	365.9088	Salida
365.9088	0	-------	-------	-------	-------	368.6515	-------	Llegada
368.6515	1	0.4028	9.0921	0.8741	0.6730	377.7437	369.3245	Salida
369.3245	0	-------	-------	-------	-------	377.7437	-------	Llegada
377.7437	1	0.6896	3.7169	0.7635	1.3489	381.4605	379.0926	Salida
379.0926	0	-------	-------	-------	-------	381.4605	-------	Llegada
381.4605	1	0.4612	7.7393	0.8445	0.8449	389.1999	382.3054	Salida
382.3054	0	-------	-------	-------	-------	389.1999	-------	Llegada
389.1999	1	0.9116	0.9255	0.0920	11.9284	390.1254	401.1283	Llegada
390.1254	2	0.5646	5.7166	0.4853	3.6149	395.8421	393.7404	Salida
393.7404	1	-------	-------	-------	-------	395.8421	401.1283	Llegada
395.8421	2	0.3971	9.2354	0.8373	0.8878	405.0774	396.7299	Salida
396.7299	1	-------	-------	-------	-------	405.0774	401.1283	Salida
401.1283	0	-------	-------	-------	-------	405.0774	-------	Llegada
405.0774	1	0.6856	3.7751	0.9818	0.0920	408.8526	405.1694	Salida
405.1694	0	-------	-------	-------	-------	408.8526	-------	Llegada
408.8526	1	0.9319	0.7057	0.4859	3.6087	409.5583	412.4612	Llegada
409.5583	2	0.8665	1.4331	0.3034	5.9641	410.9914	412.4612	Llegada
410.9914	3	0.7909	2.3462	0.5845	2.6849	413.3376	412.4612	Salida
412.4612	2	-------	-------	-------	-------	413.3376	413.6763	Llegada
413.3376	3	0.8305	1.8571	0.8284	0.9416	415.1947	413.6763	Salida
413.6763	2	-------	-------	-------	-------	415.1947	414.2792	Salida
414.2792	1	-------	-------	-------	-------	415.1947	415.5224	Llegada
415.1947	2	0.9037	1.0122	0.8970	0.5434	416.2069	415.5224	Salida
415.5224	1	-------	-------	-------	-------	416.2069	415.7381	Salida
415.7381	0	-------	-------	-------	-------	416.2069	-------	Llegada
416.2069	1	0.7745	2.5558	0.6494	2.1584	418.7627	418.3653	Salida
418.3653	0	-------	-------	-------	-------	418.7627	-------	Llegada
418.7627	1	0.1161	21.5343	0.2782	6.3975	440.2971	425.1602	Salida
425.1602	0	-------	-------	-------	-------	440.2971	-------	Llegada
440.2971	1	0.5132	6.6707	0.4790	3.6801	446.9678	443.9772	Salida
443.9772	0	-------	-------	-------	-------	446.9678	-------	Llegada
446.9678	1	0.5061	6.8093	0.9161	0.4384	453.7771	447.4062	Salida
447.4062	0	-------	-------	-------	-------	453.7771	-------	Llegada
453.7771	1	0.3531	10.4106	0.1957	8.1554	464.1877	461.9325	Salida
461.9325	0	-------	-------	-------	-------	464.1877	-------	Llegada
464.1877	1	0.6796	3.8625	0.8143	1.0273	468.0503	465.2150	Salida
465.2150	0	-------	-------	-------	-------	468.0503	-------	Llegada
468.0503	1	0.0402	32.1267	0.5912	2.6280	500.1770	470.6783	Salida
470.6783	0	-------	-------	-------	-------	500.1770	-------	Llegada
500.1770	1	0.9063	0.9838	0.6048	2.5140	501.1608	502.6910	Llegada
501.1608	2	0.0765	25.7052	0.3034	5.9633	526.8660	502.6910	Salida
502.6910	1	-------	-------	-------	-------	526.8660	507.1241	Salida
507.1241	0	-------	-------	-------	-------	526.8660	-------	Llegada
526.8660	1	0.4421	8.1613	0.7621	1.3587	535.0274	528.2247	Salida
528.2247	0	-------	-------	-------	-------	535.0274	-------	Llegada
535.0274	1	0.2852	12.5465	0.3740	4.9175	547.5738	539.9449	Salida
539.9449	0	-------	-------	-------	-------	547.5738	-------	Llegada
547.5738	1	0.2480	13.9446	0.1517	9.4305	561.5184	557.0043	Salida
557.0043	0	-------	-------	-------	-------	561.5184	-------	Llegada
561.5184	1	0.6774	3.8955	0.0388	16.2417	565.4139	577.7601	Llegada
565.4139	2	0.7362	3.0629	0.5079	3.3876	568.4768	568.8015	Llegada
568.4768	3	0.8672	1.4250	0.6399	2.2322	569.9018	568.8015	Salida
568.8015	2	-------	-------	-------	-------	569.9018	570.7090	Llegada
569.9018	3	0.4049	9.0415	0.6417	2.2185	578.9432	570.7090	Salida
570.7090	2	-------	-------	-------	-------	578.9432	572.1203	Salida
572.1203	1	-------	-------	-------	-------	578.9432	577.7601	Salida
577.7601	0	-------	-------	-------	-------	578.9432	-------	Llegada
578.9432	1	0.2893	12.4022	0.5210	3.2603	591.3454	582.2035	Salida
582.2035	0	-------	-------	-------	-------	591.3454	-------	Llegada
591.3454	1	0.9198	0.8356	0.8025	1.0999	592.1810	592.4453	Llegada
592.1810	2	1.0000	0.0002	0.4260	4.2668	592.1812	592.4453	Llegada
592.1812	3	0.7186	3.3047	0.3531	5.2055	595.4859	592.4453	Salida
592.4453	2	-------	-------	-------	-------	595.4859	596.4479	Llegada
595.4859	3	0.6217	4.7531	0.3982	4.6042	600.2390	596.4479	Salida
596.4479	2	-------	-------	-------	-------	600.2390	597.3867	Salida
597.3867	1	-------	-------	-------	-------	600.2390	600.0902	Salida
600.0902	0	-------	-------	-------	-------	600.2390	-------	Llegada
600.2390	1	0.1673	17.8773	0.6619	2.0629	618.1163	602.3019	Salida
602.3019	0	-------	-------	-------	-------	618.1163	-------	Llegada
618.1163	1	0.9894	0.1068	0.0736	13.0428	618.2231	631.1591	Llegada
618.2231	2	0.2668	13.2134	0.0659	13.6001	631.4365	631.1591	Salida
631.1591	1	-------	-------	-------	-------	631.4365	631.8232	Llegada
631.4365	2	0.3771	9.7537	0.7089	1.7201	641.1902	631.8232	Salida
631.8232	1	-------	-------	-------	-------	641.1902	633.1566	Salida
633.1566	0	-------	-------	-------	-------	641.1902	-------	Llegada
641.1902	1	0.8279	1.8882	0.6622	2.0607	643.0784	643.2509	Llegada
643.0784	2	0.0829	24.8994	0.0759	12.8917	667.9778	643.2509	Salida
643.2509	1	-------	-------	-------	-------	667.9778	655.9701	Salida
655.9701	0	-------	-------	-------	-------	667.9778	-------	Llegada
667.9778	1	0.8139	2.0593	0.7603	1.3704	670.0371	669.3482	Salida
669.3482	0	-------	-------	-------	-------	670.0371	-------	Llegada
670.0371	1	0.1147	21.6510	0.5501	2.9886	691.6881	673.0257	Salida
673.0257	0	-------	-------	-------	-------	691.6881	-------	Llegada
691.6881	1	0.2682	13.1620	0.9819	0.0912	704.8501	691.7793	Salida
691.7793	0	-------	-------	-------	-------	704.8501	-------	Llegada
704.8501	1	0.1900	16.6092	0.6730	1.9797	721.4592	706.8298	Salida
706.8298	0	-------	-------	-------	-------	721.4592	-------	Llegada
721.4592	1	0.6236	4.7227	0.4793	3.6773	726.1819	725.1365	Salida
725.1365	0	-------	-------	-------	-------	726.1819	-------	Llegada
726.1819	1	0.1940	16.3983	0.5434	3.0494	742.5802	729.2313	Salida
729.2313	0	-------	-------	-------	-------	742.5802	-------	Llegada
742.5802	1	0.2818	12.6649	0.1940	8.1995	755.2451	750.7797	Salida
750.7797	0	-------	-------	-------	-------	755.2451	-------	Llegada
755.2451	1	0.9694	0.3108	0.0004	39.0976	755.5559	794.3427	Llegada
755.5559	2	0.5471	6.0319	0.5911	2.6289	761.5879	758.1849	Salida
758.1849	1	-------	-------	-------	-------	761.5879	794.3427	Llegada
761.5879	2	0.3986	9.1984	0.7144	1.6815	770.7863	763.2694	Salida
763.2694	1	-------	-------	-------	-------	770.7863	794.3427	Llegada
770.7863	2	0.2530	13.7423	0.3880	4.7343	784.5286	775.5205	Salida
775.5205	1	-------	-------	-------	-------	784.5286	794.3427	Llegada
784.5286	2	0.7880	2.3820	0.5198	3.2715	786.9107	787.8001	Llegada
786.9107	3	0.4538	7.9003	0.1651	9.0062	794.8109	787.8001	Salida
787.8001	2	-------	-------	-------	-------	794.8109	794.3427	Salida
794.3427	1	-------	-------	-------	-------	794.8109	795.9168	Llegada
794.8109	2	0.2287	14.7523	0.2818	6.3334	809.5632	795.9168	Salida
795.9168	1	-------	-------	-------	-------	809.5632	801.1443	Salida
801.1443	0	-------	-------	-------	-------	809.5632	-------	Llegada
809.5632	1	0.8273	1.8956	0.3116	5.8295	811.4588	815.3927	Llegada
811.4588	2	0.3577	10.2816	0.6412	2.2219	821.7403	813.6807	Salida
813.6807	1	-------	-------	-------	-------	821.7403	815.3927	Salida
815.3927	0	-------	-------	-------	-------	821.7403	-------	Llegada
821.7403	1	0.0719	26.3222	0.4724	3.7496	848.0625	825.4899	Salida
825.4899	0	-------	-------	-------	-------	848.0625	-------	Llegada
848.0625	1	0.1913	16.5403	0.3401	5.3930	864.6028	853.4555	Salida
853.4555	0	-------	-------	-------	-------	864.6028	-------	Llegada
864.6028	1	0.4543	7.8892	0.3812	4.8216	872.4920	869.4244	Salida
869.4244	0	-------	-------	-------	-------	872.4920	-------	Llegada
872.4920	1	0.0131	43.3418	0.0779	12.7604	915.8339	885.2524	Salida
885.2524	0	-------	-------	-------	-------	915.8339	-------	Llegada
915.8339	1	0.8605	1.5021	0.2071	7.8721	917.3360	923.7060	Llegada
917.3360	2	0.6213	4.7588	0.1423	9.7474	922.0948	923.7060	Llegada
922.0948	3	0.4011	9.1348	0.5907	2.6320	931.2296	923.7060	Salida
923.7060	2	-------	-------	-------	-------	931.2296	924.7267	Salida
924.7267	1	-------	-------	-------	-------	931.2296	927.0834	Salida
927.0834	0	-------	-------	-------	-------	931.2296	-------	Llegada
931.2296	1	0.1427	19.4667	0.9482	0.2660	950.6963	931.4956	Salida
931.4956	0	-------	-------	-------	-------	950.6963	-------	Llegada
950.6963	1	0.1818	17.0472	0.5413	3.0686	967.7435	953.7649	Salida
953.7649	0	-------	-------	-------	-------	967.7435	-------	Llegada
967.7435	1	0.6626	4.1160	0.4349	4.1637	971.8595	971.9072	Llegada
971.8595	2	0.9293	0.7333	0.4506	3.9855	972.5928	971.9072	Salida
971.9072	1	-------	-------	-------	-------	972.5928	975.8450	Llegada
972.5928	2	0.9547	0.4639	0.3831	4.7970	973.0568	975.8450	Llegada
973.0568	3	0.6157	4.8495	0.1834	8.4806	977.9063	975.8450	Salida
975.8450	2	-------	-------	-------	-------	977.9063	977.3898	Salida
977.3898	1	-------	-------	-------	-------	977.9063	981.5374	Llegada
977.9063	2	0.6649	4.0813	0.4431	4.0703	981.9876	981.5374	Salida
981.5374	1	-------	-------	-------	-------	981.9876	981.9766	Salida
981.9766	0	-------	-------	-------	-------	981.9876	-------	Llegada
981.9876	1	0.4950	7.0313	0.0226	18.9588	989.0189	1000.9464	Llegada
989.0189	2	0.0843	24.7376	0.5670	2.8374	1013.7565	991.8563	Salida
991.8563	1	-------	-------	-------	-------	1013.7565	1000.9464	Salida
1000.9464	0	-------	-------	-------	-------	1013.7565	-------	Llegada
1013.7565	1	0.4950	7.0328	0.2755	6.4450	1020.7892	1020.2015	Salida
1020.2015	0	-------	-------	-------	-------	1020.7892	-------	Llegada
1020.7892	1	0.9070	0.9758	0.9493	0.2602	1021.7651	1021.0494	Salida
1021.0494	0	-------	-------	-------	-------	1021.7651	-------	Llegada
1021.7651	1	0.6568	4.2040	0.9201	0.4162	1025.9690	1022.1812	Salida
1022.1812	0	-------	-------	-------	-------	1025.9690	-------	Llegada
1025.9690	1	0.0272	36.0399	0.5173	3.2955	1062.0090	1029.2645	Salida
1029.2645	0	-------	-------	-------	-------	1062.0090	-------	Llegada
1062.0090	1	0.1273	20.6149	0.6486	2.1651	1082.6239	1064.1740	Salida
1064.1740	0	-------	-------	-------	-------	1082.6239	-------	Llegada
1082.6239	1	0.6597	4.1603	0.5284	3.1896	1086.7841	1085.8135	Salida
1085.8135	0	-------	-------	-------	-------	1086.7841	-------	Llegada
1086.7841	1	0.2393	14.3010	0.8024	1.1007	1101.0852	1087.8848	Salida
1087.8848	0	-------	-------	-------	-------	1101.0852	-------	Llegada
1101.0852	1	0.4766	7.4113	0.4211	4.3243	1108.4964	1105.4095	Salida
1105.4095	0	-------	-------	-------	-------	1108.4964	-------	Llegada
1108.4964	1	0.3437	10.6786	0.1392	9.8604	1119.1750	1118.3569	Salida
1118.3569	0	-------	-------	-------	-------	1119.1750	-------	Llegada
1119.1750	1	0.8560	1.5553	0.2730	6.4908	1120.7303	1125.6658	Llegada
1120.7303	2	0.5898	5.2797	0.8106	1.0497	1126.0101	1121.7800	Salida
1121.7800	1	-------	-------	-------	-------	1126.0101	1125.6658	Salida
1125.6658	0	-------	-------	-------	-------	1126.0101	-------	Llegada
1126.0101	1	0.6562	4.2135	0.2055	7.9109	1130.2236	1133.9210	Llegada
1130.2236	2	0.9940	0.0600	0.3210	5.6808	1130.2835	1133.9210	Llegada
1130.2835	3	0.6486	4.3297	0.4891	3.5764	1134.6133	1133.8599	Salida
1133.8599	2	-------	-------	-------	-------	1134.6133	1133.9210	Salida
1133.9210	1	-------	-------	-------	-------	1134.6133	1135.9044	Llegada
1134.6133	2	0.3436	10.6826	0.7328	1.5541	1145.2959	1135.9044	Salida
1135.9044	1	-------	-------	-------	-------	1145.2959	1136.1674	Salida
1136.1674	0	-------	-------	-------	-------	1145.2959	-------	Llegada
1145.2959	1	0.0560	28.8220	0.8386	0.8803	1174.1179	1146.1762	Salida
1146.1762	0	-------	-------	-------	-------	1174.1179	-------	Llegada
1174.1179	1	0.0084	47.8063	0.9630	0.1883	1221.9242	1174.3062	Salida
1174.3062	0	-------	-------	-------	-------	1221.9242	-------	Llegada
1221.9242	1	0.7879	2.3843	0.6652	2.0385	1224.3085	1223.9627	Salida
1223.9627	0	-------	-------	-------	-------	1224.3085	-------	Llegada
1224.3085	1	0.8832	1.2423	0.8151	1.0224	1225.5508	1225.3309	Salida
1225.3309	0	-------	-------	-------	-------	1225.5508	-------	Llegada
1225.5508	1	0.1825	17.0104	0.0104	22.8113	1242.5612	1248.3621	Llegada
1242.5612	2	0.4636	7.6867	0.8422	0.8589	1250.2479	1243.4201	Salida
1243.4201	1	-------	-------	-------	-------	1250.2479	1248.3621	Salida
1248.3621	0	-------	-------	-------	-------	1250.2479	-------	Llegada
1250.2479	1	0.5388	6.1836	0.7029	1.7626	1256.4315	1252.0105	Salida
1252.0105	0	-------	-------	-------	-------	1256.4315	-------	Llegada
1256.4315	1	0.6446	4.3917	0.0154	20.8659	1260.8233	1277.2975	Llegada
1260.8233	2	0.1240	20.8732	0.9883	0.0588	1281.6964	1260.8820	Salida
1260.8820	1	-------	-------	-------	-------	1281.6964	1277.2975	Salida
1277.2975	0	-------	-------	-------	-------	1281.6964	-------	Llegada
1281.6964	1	0.1546	18.6711	0.9800	0.1011	1300.3675	1281.7975	Salida
1281.7975	0	-------	-------	-------	-------	1300.3675	-------	Llegada
1300.3675	1	0.2613	13.4190	0.7444	1.4761	1313.7865	1301.8436	Salida
1301.8436	0	-------	-------	-------	-------	1313.7865	-------	Llegada
1313.7865	1	0.7906	2.3495	0.9175	0.4305	1316.1360	1314.2170	Salida
1314.2170	0	-------	-------	-------	-------	1316.1360	-------	Llegada
1316.1360	1	0.9499	0.5141	0.7846	1.2127	1316.6501	1317.3487	Llegada
1316.6501	2	0.2386	14.3315	0.5985	2.5669	1330.9815	1317.3487	Salida
1317.3487	1	-------	-------	-------	-------	1330.9815	1319.2170	Salida
1319.2170	0	-------	-------	-------	-------	1330.9815	-------	Llegada
1330.9815	1	0.2737	12.9575	0.5822	2.7050	1343.9390	1333.6866	Salida
1333.6866	0	-------	-------	-------	-------	1343.9390	-------	Llegada
1343.9390	1	0.3313	11.0468	0.3297	5.5478	1354.9858	1349.4868	Salida
1349.4868	0	-------	-------	-------	-------	1354.9858	-------	Llegada
1354.9858	1	0.4207	8.6577	0.3397	5.3983	1363.6435	1360.3842	Salida
1360.3842	0	-------	-------	-------	-------	1363.6435	-------	Llegada
1363.6435	1	0.2927	12.2847	0.2086	7.8369	1375.9282	1371.4804	Salida
1371.4804	0	-------	-------	-------	-------	1375.9282	-------	Llegada
1375.9282	1	0.0049	53.2133	0.1759	8.6888	1429.1415	1384.6169	Salida
1384.6169	0	-------	-------	-------	-------	1429.1415	-------	Llegada
1429.1415	1	0.0237	37.4373	0.1874	8.3731	1466.5788	1437.5146	Salida
1437.5146	0	-------	-------	-------	-------	1466.5788	-------	Llegada
1466.5788	1	0.1864	16.8011	0.4873	3.5944	1483.3799	1470.1732	Salida
1470.1732	0	-------	-------	-------	-------	1483.3799	-------	Llegada
1483.3799	1	0.0295	35.2209	0.7252	1.6067	1518.6008	1484.9865	Salida
1484.9865	0	-------	-------	-------	-------	1518.6008	-------	Llegada
1518.6008	1	0.1902	16.5965	0.6741	1.9718	1535.1972	1520.5726	Salida
1520.5726	0	-------	-------	-------	-------	1535.1972	-------	Llegada
1535.1972	1	0.7406	3.0032	0.3142	5.7882	1538.2004	1540.9855	Llegada
1538.2004	2	0.6624	4.1185	0.8952	0.5538	1542.3190	1538.7542	Salida
1538.7542	1	-------	-------	-------	-------	1542.3190	1540.9855	Salida
1540.9855	0	-------	-------	-------	-------	1542.3190	-------	Llegada
1542.3190	1	0.2942	12.2347	0.9238	0.3965	1554.5536	1542.7154	Salida
1542.7154	0	-------	-------	-------	-------	1554.5536	-------	Llegada
1554.5536	1	0.6395	4.4704	0.0848	12.3361	1559.0240	1566.8897	Llegada
1559.0240	2	0.8413	1.7283	0.5894	2.6431	1560.7523	1561.6671	Llegada
1560.7523	3	0.8695	1.3989	0.0798	12.6390	1562.1512	1561.6671	Salida
1561.6671	2	-------	-------	-------	-------	1562.1512	1566.8897	Llegada
1562.1512	3	0.1879	16.7192	0.1431	9.7194	1578.8704	1566.8897	Salida
1566.8897	2	-------	-------	-------	-------	1578.8704	1571.8706	Salida
1571.8706	1	-------	-------	-------	-------	1578.8704	1573.3914	Salida
1573.3914	0	-------	-------	-------	-------	1578.8704	-------	Llegada
1578.8704	1	0.6620	4.1250	0.5192	3.2773	1582.9953	1582.1477	Salida
1582.1477	0	-------	-------	-------	-------	1582.9953	-------	Llegada
1582.9953	1	0.4729	7.4897	0.0827	12.4612	1590.4851	1595.4565	Llegada
1590.4851	2	0.8589	1.5209	0.7656	1.3355	1592.0059	1591.8206	Salida
1591.8206	1	-------	-------	-------	-------	1592.0059	1595.4565	Llegada
1592.0059	2	0.2913	12.3335	0.8638	0.7321	1604.3395	1592.7380	Salida
1592.7380	1	-------	-------	-------	-------	1604.3395	1595.4565	Salida
1595.4565	0	-------	-------	-------	-------	1604.3395	-------	Llegada
1604.3395	1	0.9415	0.6027	0.3150	5.7762	1604.9422	1610.1157	Llegada
1604.9422	2	0.0512	29.7243	0.1279	10.2840	1634.6665	1610.1157	Salida
1610.1157	1	-------	-------	-------	-------	1634.6665	1615.2262	Salida
1615.2262	0	-------	-------	-------	-------	1634.6665	-------	Llegada
1634.6665	1	0.8023	2.2031	0.0807	12.5841	1636.8695	1647.2505	Llegada
1636.8695	2	0.8530	1.5895	0.9925	0.0377	1638.4590	1636.9073	Salida
1636.9073	1	-------	-------	-------	-------	1638.4590	1647.2505	Llegada
1638.4590	2	0.7548	2.8127	0.5936	2.6075	1641.2717	1641.0665	Salida
1641.0665	1	-------	-------	-------	-------	1641.2717	1647.2505	Llegada
1641.2717	2	0.3067	11.8187	0.4172	4.3704	1653.0904	1645.6421	Salida
1645.6421	1	-------	-------	-------	-------	1653.0904	1647.2505	Salida
1647.2505	0	-------	-------	-------	-------	1653.0904	-------	Llegada
1653.0904	1	0.4888	7.1584	0.6009	2.5465	1660.2488	1655.6369	Salida
1655.6369	0	-------	-------	-------	-------	1660.2488	-------	Llegada
1660.2488	1	0.3410	10.7583	0.1283	10.2669	1671.0071	1670.5157	Salida
1670.5157	0	-------	-------	-------	-------	1671.0071	-------	Llegada
1671.0071	1	0.6857	3.7727	0.1823	8.5108	1674.7798	1679.5179	Llegada
1674.7798	2	0.7177	3.3168	0.5552	2.9422	1678.0966	1677.7220	Salida
1677.7220	1	-------	-------	-------	-------	1678.0966	1679.5179	Llegada
1678.0966	2	0.2621	13.3894	0.9056	0.4958	1691.4859	1678.5924	Salida
1678.5924	1	-------	-------	-------	-------	1691.4859	1679.5179	Salida
1679.5179	0	-------	-------	-------	-------	1691.4859	-------	Llegada
1691.4859	1	0.6983	3.5905	0.9241	0.3946	1695.0765	1691.8805	Salida
1691.8805	0	-------	-------	-------	-------	1695.0765	-------	Llegada
1695.0765	1	0.4248	8.5612	0.1712	8.8250	1703.6377	1703.9014	Llegada
1703.6377	2	0.0068	49.8416	0.2837	6.2988	1753.4793	1703.9014	Salida
1703.9014	1	-------	-------	-------	-------	1753.4793	1709.9365	Salida
1709.9365	0	-------	-------	-------	-------	1753.4793	-------	Llegada
1753.4793	1	0.9368	0.6531	0.2982	6.0506	1754.1324	1759.5299	Llegada
1754.1324	2	0.1475	19.1380	0.8783	0.6489	1773.2704	1754.7813	Salida
1754.7813	1	-------	-------	-------	-------	1773.2704	1759.5299	Salida
1759.5299	0	-------	-------	-------	-------	1773.2704	-------	Llegada
1773.2704	1	0.6131	4.8916	0.1987	8.0799	1778.1620	1781.3503	Llegada
1778.1620	2	0.0061	50.9141	0.4154	4.3924	1829.0761	1781.3503	Salida
1781.3503	1	-------	-------	-------	-------	1829.0761	1782.5545	Salida
1782.5545	0	-------	-------	-------	-------	1829.0761	-------	Llegada
1829.0761	1	0.2794	12.7506	0.8592	0.7588	1841.8268	1829.8350	Salida
1829.8350	0	-------	-------	-------	-------	1841.8268	-------	Llegada
1841.8268	1	0.4079	8.9675	0.0342	16.8722	1850.7943	1858.6989	Llegada
1850.7943	2	0.4528	7.9226	0.7146	1.6802	1858.7169	1852.4744	Salida
1852.4744	1	-------	-------	-------	-------	1858.7169	1858.6989	Salida
1858.6989	0	-------	-------	-------	-------	1858.7169	-------	Llegada
1858.7169	1	0.4515	7.9522	0.9416	0.3009	1866.6691	1859.0178	Salida
1859.0178	0	-------	-------	-------	-------	1866.6691	-------	Llegada
1866.6691	1	0.3155	11.5356	0.7925	1.1628	1878.2047	1867.8320	Salida
