SIMULACION PARA EL MODELO - REPLICA #1

Tiempo_t	N(t)	r_llegada	ste_llegas	r_servicio 	st_servicio	s_llegada	s_salida	s_evento
304.8283	1	0.3560	15.4904	0.8623	1.9253	320.3186	306.7536	Salida
306.7536	0	-------	-------	-------	-------	320.3186	-------	Llegada
320.3186	1	0.4306	12.6389	0.6751	5.1072	332.9575	325.4258	Salida
325.4258	0	-------	-------	-------	-------	332.9575	-------	Llegada
332.9575	1	0.2105	23.3742	0.3173	14.9221	356.3317	347.8796	Salida
347.8796	0	-------	-------	-------	-------	356.3317	-------	Llegada
356.3317	1	0.0217	57.4901	0.0874	31.6782	413.8218	388.0099	Salida
388.0099	0	-------	-------	-------	-------	413.8218	-------	Llegada
413.8218	1	0.2746	19.3892	0.7137	4.3854	433.2110	418.2073	Salida
418.2073	0	-------	-------	-------	-------	433.2110	-------	Llegada
433.2110	1	0.6593	6.2482	0.7024	4.5916	439.4592	437.8027	Salida
437.8027	0	-------	-------	-------	-------	439.4592	-------	Llegada
439.4592	1	0.5627	8.6249	0.8208	2.5665	448.0841	442.0257	Salida
442.0257	0	-------	-------	-------	-------	448.0841	-------	Llegada
448.0841	1	0.3694	14.9363	0.4597	10.1029	463.0204	458.1870	Salida
458.1870	0	-------	-------	-------	-------	463.0204	-------	Llegada
463.0204	1	0.7243	4.8379	0.6154	6.3123	467.8584	469.3327	Llegada
467.8584	2	0.0054	78.3746	0.8906	1.5056	546.2330	469.3327	Salida
469.3327	1	-------	-------	-------	-------	546.2330	469.3640	Salida
469.3640	0	-------	-------	-------	-------	546.2330	-------	Llegada
546.2330	1	0.0897	36.1672	0.8325	2.3835	582.4001	548.6164	Salida
548.6164	0	-------	-------	-------	-------	582.4001	-------	Llegada
582.4001	1	0.8357	2.6917	0.6935	4.7589	585.0919	587.1590	Llegada
585.0919	2	0.3570	15.4509	0.7972	2.9472	600.5428	587.1590	Salida
587.1590	1	-------	-------	-------	-------	600.5428	588.0391	Salida
588.0391	0	-------	-------	-------	-------	600.5428	-------	Llegada
600.5428	1	0.0333	51.0525	0.8647	1.8901	651.5954	602.4329	Salida
602.4329	0	-------	-------	-------	-------	651.5954	-------	Llegada
651.5954	1	0.5252	9.6584	0.1785	22.4010	661.2538	673.9964	Llegada
661.2538	2	0.8173	3.0265	0.8813	1.6428	664.2803	662.8966	Salida
662.8966	1	-------	-------	-------	-------	664.2803	673.9964	Llegada
664.2803	2	0.0408	47.9689	0.2479	18.1326	712.2492	673.9964	Salida
673.9964	1	-------	-------	-------	-------	712.2492	682.4129	Salida
682.4129	0	-------	-------	-------	-------	712.2492	-------	Llegada
712.2492	1	0.5564	8.7936	0.2513	17.9521	721.0428	730.2013	Llegada
721.0428	2	0.5652	8.5587	0.5781	7.1249	729.6016	728.1677	Salida
728.1677	1	-------	-------	-------	-------	729.6016	730.2013	Llegada
729.6016	2	0.3388	16.2358	0.8397	2.2705	745.8373	730.2013	Salida
730.2013	1	-------	-------	-------	-------	745.8373	731.8720	Salida
731.8720	0	-------	-------	-------	-------	745.8373	-------	Llegada
745.8373	1	0.2917	18.4788	0.9981	0.0246	764.3161	745.8620	Salida
745.8620	0	-------	-------	-------	-------	764.3161	-------	Llegada
764.3161	1	0.5422	9.1823	0.8544	2.0450	773.4984	766.3611	Salida
766.3611	0	-------	-------	-------	-------	773.4984	-------	Llegada
773.4984	1	0.8189	2.9960	0.9116	1.2028	776.4944	774.7012	Salida
774.7012	0	-------	-------	-------	-------	776.4944	-------	Llegada
776.4944	1	0.3142	17.3679	0.5433	7.9321	793.8622	784.4264	Salida
784.4264	0	-------	-------	-------	-------	793.8622	-------	Llegada
793.8622	1	0.5270	9.6089	0.3195	14.8314	803.4711	808.6936	Llegada
803.4711	2	0.4339	12.5240	0.6167	6.2840	815.9951	808.6936	Salida
808.6936	1	-------	-------	-------	-------	815.9951	809.7551	Salida
809.7551	0	-------	-------	-------	-------	815.9951	-------	Llegada
815.9951	1	0.1520	28.2561	0.2696	17.0389	844.2512	833.0340	Salida
833.0340	0	-------	-------	-------	-------	844.2512	-------	Llegada
844.2512	1	0.3102	17.5605	0.5090	8.7789	861.8117	853.0301	Salida
853.0301	0	-------	-------	-------	-------	861.8117	-------	Llegada
861.8117	1	0.0668	40.5934	0.3434	13.8949	902.4050	875.7066	Salida
875.7066	0	-------	-------	-------	-------	902.4050	-------	Llegada
902.4050	1	0.3737	14.7651	0.5920	6.8146	917.1701	909.2196	Salida
909.2196	0	-------	-------	-------	-------	917.1701	-------	Llegada
917.1701	1	0.5219	9.7539	0.1910	21.5231	926.9241	938.6933	Llegada
926.9241	2	0.4733	11.2197	0.5628	7.4738	938.1438	934.3979	Salida
934.3979	1	-------	-------	-------	-------	938.1438	938.6933	Llegada
938.1438	2	0.4389	12.3539	0.0297	45.7003	950.4977	938.6933	Salida
938.6933	1	-------	-------	-------	-------	950.4977	983.8441	Llegada
950.4977	2	0.8141	3.0851	0.0040	71.6264	953.5828	983.8441	Llegada
953.5828	3	0.6078	7.4686	0.1529	24.4147	961.0514	977.9975	Llegada
961.0514	4	0.8438	2.5477	0.8995	1.3764	963.5990	962.4278	Salida
962.4278	3	-------	-------	-------	-------	963.5990	977.9975	Llegada
963.5990	4	0.1510	28.3578	0.3860	12.3756	991.9569	975.9747	Salida
975.9747	3	-------	-------	-------	-------	991.9569	977.9975	Salida
977.9975	2	-------	-------	-------	-------	991.9569	983.8441	Salida
983.8441	1	-------	-------	-------	-------	991.9569	1022.1241	Llegada
991.9569	2	0.7540	4.2359	0.9699	0.3967	996.1928	992.3536	Salida
992.3536	1	-------	-------	-------	-------	996.1928	1022.1241	Llegada
996.1928	2	0.2976	18.1797	0.0681	34.9214	1014.3725	1022.1241	Llegada
1014.3725	3	0.5132	10.0062	0.8246	2.5073	1024.3786	1016.8798	Salida
1016.8798	2	-------	-------	-------	-------	1024.3786	1022.1241	Salida
1022.1241	1	-------	-------	-------	-------	1024.3786	1031.1141	Llegada
1024.3786	2	0.3877	14.2139	0.9471	0.7064	1038.5925	1025.0851	Salida
1025.0851	1	-------	-------	-------	-------	1038.5925	1031.1141	Salida
1031.1141	0	-------	-------	-------	-------	1038.5925	-------	Llegada
1038.5925	1	0.4413	12.2711	0.5397	8.0178	1050.8636	1046.6103	Salida
1046.6103	0	-------	-------	-------	-------	1050.8636	-------	Llegada
1050.8636	1	0.2167	22.9355	0.7514	3.7151	1073.7991	1054.5787	Salida
1054.5787	0	-------	-------	-------	-------	1073.7991	-------	Llegada
1073.7991	1	0.0487	45.3316	0.2835	16.3855	1119.1307	1090.1846	Salida
1090.1846	0	-------	-------	-------	-------	1119.1307	-------	Llegada
1119.1307	1	0.0948	35.3338	0.4224	11.2039	1154.4644	1130.3345	Salida
1130.3345	0	-------	-------	-------	-------	1154.4644	-------	Llegada
1154.4644	1	0.8756	1.9933	0.6167	6.2829	1156.4577	1160.7473	Llegada
1156.4577	2	0.6134	7.3321	0.3489	13.6891	1163.7898	1160.7473	Salida
1160.7473	1	-------	-------	-------	-------	1163.7898	1170.1468	Llegada
1163.7898	2	0.1795	25.7635	0.0522	38.3826	1189.5533	1170.1468	Salida
1170.1468	1	-------	-------	-------	-------	1189.5533	1202.1724	Llegada
1189.5533	2	0.3786	14.5683	0.9936	0.0834	1204.1216	1189.6367	Salida
1189.6367	1	-------	-------	-------	-------	1204.1216	1202.1724	Salida
1202.1724	0	-------	-------	-------	-------	1204.1216	-------	Llegada
1204.1216	1	0.0563	43.1677	0.9864	0.1777	1247.2893	1204.2993	Salida
1204.2993	0	-------	-------	-------	-------	1247.2893	-------	Llegada
1247.2893	1	0.1465	28.8119	0.9001	1.3689	1276.1012	1248.6582	Salida
1248.6582	0	-------	-------	-------	-------	1276.1012	-------	Llegada
1276.1012	1	0.8860	1.8163	0.2975	15.7612	1277.9175	1291.8623	Llegada
1277.9175	2	0.2860	18.7748	0.6399	5.8030	1296.6923	1283.7205	Salida
1283.7205	1	-------	-------	-------	-------	1296.6923	1291.8623	Salida
1291.8623	0	-------	-------	-------	-------	1296.6923	-------	Llegada
1296.6923	1	0.2674	19.7837	0.5836	7.0002	1316.4760	1303.6925	Salida
1303.6925	0	-------	-------	-------	-------	1316.4760	-------	Llegada
1316.4760	1	0.7081	5.1782	0.7806	3.2195	1321.6542	1319.6955	Salida
1319.6955	0	-------	-------	-------	-------	1321.6542	-------	Llegada
1321.6542	1	0.4082	13.4391	0.0957	30.4989	1335.0932	1352.1531	Llegada
1335.0932	2	0.7277	4.7671	0.8495	2.1203	1339.8603	1337.2135	Salida
1337.2135	1	-------	-------	-------	-------	1339.8603	1352.1531	Llegada
1339.8603	2	0.6354	6.8016	0.9445	0.7425	1346.6619	1340.6028	Salida
1340.6028	1	-------	-------	-------	-------	1346.6619	1352.1531	Llegada
1346.6619	2	0.6009	7.6390	0.6841	4.9348	1354.3009	1351.5967	Salida
1351.5967	1	-------	-------	-------	-------	1354.3009	1352.1531	Salida
1352.1531	0	-------	-------	-------	-------	1354.3009	-------	Llegada
1354.3009	1	0.2280	22.1746	0.6958	4.7155	1376.4756	1359.0164	Salida
1359.0164	0	-------	-------	-------	-------	1376.4756	-------	Llegada
1376.4756	1	0.1065	33.5910	0.1036	29.4754	1410.0665	1405.9509	Salida
1405.9509	0	-------	-------	-------	-------	1410.0665	-------	Llegada
1410.0665	1	0.3125	17.4462	0.7199	4.2727	1427.5128	1414.3393	Salida
1414.3393	0	-------	-------	-------	-------	1427.5128	-------	Llegada
1427.5128	1	0.4525	11.8954	0.4920	9.2200	1439.4082	1436.7327	Salida
1436.7327	0	-------	-------	-------	-------	1439.4082	-------	Llegada
1439.4082	1	0.7721	3.8798	0.8311	2.4051	1443.2880	1441.8133	Salida
1441.8133	0	-------	-------	-------	-------	1443.2880	-------	Llegada
1443.2880	1	0.4856	10.8347	0.8283	2.4482	1454.1227	1445.7362	Salida
1445.7362	0	-------	-------	-------	-------	1454.1227	-------	Llegada
1454.1227	1	0.8175	3.0222	0.6321	5.9628	1457.1449	1460.0855	Llegada
1457.1449	2	0.7284	4.7537	0.7035	4.5724	1461.8986	1460.0855	Salida
1460.0855	1	-------	-------	-------	-------	1461.8986	1461.7173	Salida
1461.7173	0	-------	-------	-------	-------	1461.8986	-------	Llegada
1461.8986	1	0.9296	1.0950	0.0144	55.1025	1462.9936	1517.0011	Llegada
1462.9936	2	0.3434	16.0324	0.1970	21.1174	1479.0260	1484.1110	Llegada
1479.0260	3	0.5981	7.7109	0.0515	38.5646	1486.7368	1484.1110	Salida
1484.1110	2	-------	-------	-------	-------	1486.7368	1517.0011	Llegada
1486.7368	3	0.9777	0.3389	0.0063	65.8955	1487.0757	1517.0011	Llegada
1487.0757	4	0.1472	28.7366	0.7054	4.5368	1515.8124	1491.6125	Salida
1491.6125	3	-------	-------	-------	-------	1515.8124	1517.0011	Llegada
1515.8124	4	0.8558	2.3359	0.7827	3.1856	1518.1482	1517.0011	Salida
1517.0011	3	-------	-------	-------	-------	1518.1482	1517.5906	Salida
1517.5906	2	-------	-------	-------	-------	1518.1482	1518.9980	Llegada
1518.1482	3	0.6499	6.4642	0.4567	10.1876	1524.6125	1518.9980	Salida
1518.9980	2	-------	-------	-------	-------	1524.6125	1528.3358	Llegada
1524.6125	3	0.4668	11.4277	0.8779	1.6927	1536.0402	1526.3052	Salida
1526.3052	2	-------	-------	-------	-------	1536.0402	1528.3358	Salida
1528.3358	1	-------	-------	-------	-------	1536.0402	1552.6323	Llegada
1536.0402	2	0.1525	28.2082	0.5733	7.2319	1564.2484	1543.2721	Salida
1543.2721	1	-------	-------	-------	-------	1564.2484	1552.6323	Salida
1552.6323	0	-------	-------	-------	-------	1564.2484	-------	Llegada
1564.2484	1	0.9815	0.2801	0.4650	9.9535	1564.5285	1574.2019	Llegada
1564.5285	2	0.2932	18.4032	0.4340	10.8520	1582.9316	1574.2019	Salida
1574.2019	1	-------	-------	-------	-------	1582.9316	1575.3804	Salida
1575.3804	0	-------	-------	-------	-------	1582.9316	-------	Llegada
1582.9316	1	0.9571	0.6585	0.0653	35.4749	1583.5901	1618.4066	Llegada
1583.5901	2	0.2651	19.9164	0.4427	10.5938	1603.5065	1594.1839	Salida
1594.1839	1	-------	-------	-------	-------	1603.5065	1618.4066	Llegada
1603.5065	2	0.8936	1.6868	0.0826	32.4205	1605.1933	1618.4066	Llegada
1605.1933	3	0.0748	38.8946	0.6220	6.1719	1644.0879	1611.3652	Salida
1611.3652	2	-------	-------	-------	-------	1644.0879	1618.4066	Salida
1618.4066	1	-------	-------	-------	-------	1644.0879	1635.9271	Salida
1635.9271	0	-------	-------	-------	-------	1644.0879	-------	Llegada
1644.0879	1	0.7861	3.6107	0.0044	70.5441	1647.6986	1714.6320	Llegada
1647.6986	2	0.6365	6.7774	0.1295	26.5753	1654.4761	1674.2740	Llegada
1654.4761	3	0.2014	24.0350	0.2345	18.8524	1678.5111	1673.3285	Salida
1673.3285	2	-------	-------	-------	-------	1678.5111	1674.2740	Salida
1674.2740	1	-------	-------	-------	-------	1678.5111	1714.6320	Llegada
1678.5111	2	0.1810	25.6422	0.1791	22.3586	1704.1534	1700.8697	Salida
1700.8697	1	-------	-------	-------	-------	1704.1534	1714.6320	Llegada
1704.1534	2	0.2408	21.3558	0.3282	14.4842	1725.5092	1714.6320	Salida
1714.6320	1	-------	-------	-------	-------	1725.5092	1718.6376	Salida
1718.6376	0	-------	-------	-------	-------	1725.5092	-------	Llegada
1725.5092	1	0.8845	1.8412	0.0966	30.3817	1727.3504	1755.8909	Llegada
1727.3504	2	0.1109	32.9932	0.5344	8.1464	1760.3436	1735.4968	Salida
1735.4968	1	-------	-------	-------	-------	1760.3436	1755.8909	Salida
1755.8909	0	-------	-------	-------	-------	1760.3436	-------	Llegada
1760.3436	1	0.5533	8.8767	0.5777	7.1341	1769.2202	1767.4776	Salida
1767.4776	0	-------	-------	-------	-------	1769.2202	-------	Llegada
1769.2202	1	0.4123	13.2903	0.7058	4.5286	1782.5105	1773.7488	Salida
1773.7488	0	-------	-------	-------	-------	1782.5105	-------	Llegada
1782.5105	1	0.1510	28.3588	0.3938	12.1150	1810.8693	1794.6255	Salida
1794.6255	0	-------	-------	-------	-------	1810.8693	-------	Llegada
1810.8693	1	0.1709	26.5021	0.4442	10.5495	1837.3714	1821.4188	Salida
1821.4188	0	-------	-------	-------	-------	1837.3714	-------	Llegada
1837.3714	1	0.8278	2.8353	0.1279	26.7315	1840.2067	1864.1029	Llegada
1840.2067	2	0.5095	10.1153	0.0928	30.8993	1850.3220	1864.1029	Llegada
1850.3220	3	0.5706	8.4158	0.4031	11.8106	1858.7378	1862.1326	Llegada
1858.7378	4	0.1754	26.1078	0.6454	5.6924	1884.8456	1862.1326	Salida
1862.1326	3	-------	-------	-------	-------	1884.8456	1864.1029	Salida
1864.1029	2	-------	-------	-------	-------	1884.8456	1864.4301	Salida
1864.4301	1	-------	-------	-------	-------	1884.8456	1871.1060	Salida
1871.1060	0	-------	-------	-------	-------	1884.8456	-------	Llegada
1884.8456	1	0.0252	55.2375	0.9615	0.5105	1940.0831	1885.3560	Salida
1885.3560	0	-------	-------	-------	-------	1940.0831	-------	Llegada
1940.0831	1	0.6498	6.4662	0.6616	5.3698	1946.5493	1945.4529	Salida
1945.4529	0	-------	-------	-------	-------	1946.5493	-------	Llegada
1946.5493	1	0.0910	35.9583	0.8512	2.0939	1982.5076	1948.6432	Salida
1948.6432	0	-------	-------	-------	-------	1982.5076	-------	Llegada
1982.5076	1	0.8961	1.6447	0.2719	16.9288	1984.1524	1999.4364	Llegada
1984.1524	2	0.0303	52.4410	0.1370	25.8443	2036.5934	1999.4364	Salida
1999.4364	1	-------	-------	-------	-------	2036.5934	2009.9966	Salida
2009.9966	0	-------	-------	-------	-------	2036.5934	-------	Llegada
2036.5934	1	0.6001	7.6595	0.9148	1.1576	2044.2529	2037.7510	Salida
2037.7510	0	-------	-------	-------	-------	2044.2529	-------	Llegada
2044.2529	1	0.2336	21.8136	0.7110	4.4346	2066.0665	2048.6875	Salida
2048.6875	0	-------	-------	-------	-------	2066.0665	-------	Llegada
2066.0665	1	0.4492	12.0049	0.7869	3.1152	2078.0713	2069.1816	Salida
2069.1816	0	-------	-------	-------	-------	2078.0713	-------	Llegada
2078.0713	1	0.2886	18.6393	0.8615	1.9384	2096.7106	2080.0097	Salida
2080.0097	0	-------	-------	-------	-------	2096.7106	-------	Llegada
2096.7106	1	0.4928	10.6157	0.4396	10.6843	2107.3263	2107.3949	Llegada
2107.3263	2	0.2553	20.4814	0.6636	5.3300	2127.8076	2107.3949	Salida
2107.3949	1	-------	-------	-------	-------	2127.8076	2112.6563	Salida
2112.6563	0	-------	-------	-------	-------	2127.8076	-------	Llegada
2127.8076	1	0.8838	1.8529	0.0830	32.3491	2129.6605	2160.1568	Llegada
2129.6605	2	0.7916	3.5059	0.3933	12.1319	2133.1664	2141.7924	Llegada
2133.1664	3	0.1759	26.0690	0.3622	13.2027	2159.2354	2141.7924	Salida
2141.7924	2	-------	-------	-------	-------	2159.2354	2146.3691	Salida
2146.3691	1	-------	-------	-------	-------	2159.2354	2160.1568	Llegada
2159.2354	2	0.7964	3.4146	0.3513	13.5990	2162.6500	2160.1568	Salida
2160.1568	1	-------	-------	-------	-------	2162.6500	2172.8344	Llegada
2162.6500	2	0.0076	73.2045	0.8216	2.5550	2235.8545	2165.2050	Salida
2165.2050	1	-------	-------	-------	-------	2235.8545	2172.8344	Salida
2172.8344	0	-------	-------	-------	-------	2235.8545	-------	Llegada
2235.8545	1	0.3128	17.4326	0.6574	5.4530	2253.2871	2241.3075	Salida
2241.3075	0	-------	-------	-------	-------	2253.2871	-------	Llegada
2253.2871	1	0.4832	10.9101	0.4038	11.7896	2264.1972	2265.0767	Llegada
2264.1972	2	0.5086	10.1405	0.3793	12.6011	2274.3377	2265.0767	Salida
2265.0767	1	-------	-------	-------	-------	2274.3377	2276.7983	Llegada
2274.3377	2	0.6757	5.8799	0.5389	8.0358	2280.2176	2276.7983	Salida
2276.7983	1	-------	-------	-------	-------	2280.2176	2282.3734	Llegada
2280.2176	2	0.5163	9.9158	0.2758	16.7439	2290.1334	2282.3734	Salida
2282.3734	1	-------	-------	-------	-------	2290.1334	2296.9615	Llegada
2290.1334	2	0.4538	11.8531	0.7499	3.7418	2301.9864	2293.8752	Salida
2293.8752	1	-------	-------	-------	-------	2301.9864	2296.9615	Salida
2296.9615	0	-------	-------	-------	-------	2301.9864	-------	Llegada
2301.9864	1	0.9868	0.1994	0.9029	1.3274	2302.1859	2303.3138	Llegada
2302.1859	2	0.5368	9.3317	0.2754	16.7629	2311.5176	2303.3138	Salida
2303.3138	1	-------	-------	-------	-------	2311.5176	2318.9488	Llegada
2311.5176	2	0.7644	4.0297	0.0296	45.7696	2315.5473	2318.9488	Llegada
2315.5473	3	0.7150	5.0314	0.0197	51.0627	2320.5788	2318.9488	Salida
2318.9488	2	-------	-------	-------	-------	2320.5788	2357.2872	Llegada
2320.5788	3	0.6932	5.4960	0.5988	6.6661	2326.0748	2327.2448	Llegada
2326.0748	4	0.1027	34.1350	0.4848	9.4121	2360.2098	2327.2448	Salida
2327.2448	3	-------	-------	-------	-------	2360.2098	2335.4869	Salida
2335.4869	2	-------	-------	-------	-------	2360.2098	2357.2872	Salida
2357.2872	1	-------	-------	-------	-------	2360.2098	2366.6101	Llegada
2360.2098	2	0.9921	0.1187	0.2786	16.6132	2360.3285	2366.6101	Llegada
2360.3285	3	0.8470	2.4910	0.7885	3.0887	2362.8195	2363.4172	Llegada
2362.8195	4	0.6299	6.9323	0.8546	2.0428	2369.7518	2363.4172	Salida
2363.4172	3	-------	-------	-------	-------	2369.7518	2364.8623	Salida
2364.8623	2	-------	-------	-------	-------	2369.7518	2366.6101	Salida
2366.6101	1	-------	-------	-------	-------	2369.7518	2376.8230	Llegada
2369.7518	2	0.6101	7.4121	0.9427	0.7667	2377.1639	2370.5185	Salida
2370.5185	1	-------	-------	-------	-------	2377.1639	2376.8230	Salida
2376.8230	0	-------	-------	-------	-------	2377.1639	-------	Llegada
2377.1639	1	0.5120	10.0418	0.0933	30.8367	2387.2057	2408.0006	Llegada
2387.2057	2	0.3465	15.8977	0.0206	50.4605	2403.1034	2408.0006	Llegada
2403.1034	3	0.4726	11.2416	0.0222	49.4910	2414.3451	2408.0006	Salida
2408.0006	2	-------	-------	-------	-------	2414.3451	2437.6662	Llegada
2414.3451	3	0.5596	8.7089	0.9889	0.1446	2423.0540	2414.4896	Salida
2414.4896	2	-------	-------	-------	-------	2423.0540	2437.6662	Llegada
2423.0540	3	0.2980	18.1580	0.0133	56.1423	2441.2120	2437.6662	Salida
2437.6662	2	-------	-------	-------	-------	2441.2120	2452.5944	Llegada
2441.2120	3	0.7388	4.5404	0.2848	16.3262	2445.7524	2452.5944	Llegada
2445.7524	4	0.9163	1.3119	0.2756	16.7529	2447.0643	2452.5944	Llegada
2447.0643	5	0.5603	8.6905	-------	-------	2455.7549	2452.5944	Salida
2452.5944	4	-------	-------	0.6807	5.0009	2455.7549	2457.5381	Llegada
2455.7549	5	0.3052	17.8013	-------	-------	2473.5562	2457.5381	Salida
2457.5381	4	-------	-------	0.2753	16.7695	2473.5562	2457.5953	Salida
2457.5953	3	-------	-------	-------	-------	2473.5562	2462.5053	Salida
2462.5053	2	-------	-------	-------	-------	2473.5562	2474.3076	Llegada
2473.5562	3	0.7004	5.3426	0.9984	0.0203	2478.8988	2473.5765	Salida
2473.5765	2	-------	-------	-------	-------	2478.8988	2474.3076	Salida
2474.3076	1	-------	-------	-------	-------	2478.8988	2479.1963	Llegada
2478.8988	2	0.8741	2.0182	0.8031	2.8509	2480.9170	2479.1963	Salida
2479.1963	1	-------	-------	-------	-------	2480.9170	2481.7497	Llegada
2480.9170	2	0.4832	10.9086	0.8662	1.8669	2491.8256	2481.7497	Salida
2481.7497	1	-------	-------	-------	-------	2491.8256	2482.7838	Salida
2482.7838	0	-------	-------	-------	-------	2491.8256	-------	Llegada
2491.8256	1	0.0817	37.5722	0.3302	14.4035	2529.3978	2506.2291	Salida
2506.2291	0	-------	-------	-------	-------	2529.3978	-------	Llegada
2529.3978	1	0.6548	6.3524	0.7116	4.4228	2535.7502	2533.8206	Salida
2533.8206	0	-------	-------	-------	-------	2535.7502	-------	Llegada
2535.7502	1	0.1848	25.3257	0.2649	17.2715	2561.0759	2553.0217	Salida
2553.0217	0	-------	-------	-------	-------	2561.0759	-------	Llegada
2561.0759	1	0.6543	6.3618	0.6968	4.6962	2567.4376	2565.7721	Salida
2565.7721	0	-------	-------	-------	-------	2567.4376	-------	Llegada
2567.4376	1	0.3581	15.4024	0.0009	91.8352	2582.8400	2659.2728	Llegada
2582.8400	2	0.7174	4.9813	0.8308	2.4102	2587.8213	2585.2502	Salida
2585.2502	1	-------	-------	-------	-------	2587.8213	2659.2728	Llegada
2587.8213	2	0.0231	56.5384	0.2770	16.6890	2644.3597	2604.5103	Salida
2604.5103	1	-------	-------	-------	-------	2644.3597	2659.2728	Llegada
2644.3597	2	0.8197	2.9820	0.3211	14.7677	2647.3417	2659.1274	Llegada
2647.3417	3	0.2903	18.5522	0.5585	7.5716	2665.8939	2654.9133	Salida
2654.9133	2	-------	-------	-------	-------	2665.8939	2659.1274	Salida
2659.1274	1	-------	-------	-------	-------	2665.8939	2659.2728	Salida
2659.2728	0	-------	-------	-------	-------	2665.8939	-------	Llegada
2665.8939	1	0.6059	7.5146	0.2066	20.5030	2673.4085	2686.3969	Llegada
2673.4085	2	0.8342	2.7198	0.1662	23.3301	2676.1283	2686.3969	Llegada
2676.1283	3	0.8872	1.7948	0.1394	25.6171	2677.9231	2686.3969	Llegada
